name,cpu,ram,gpu,dx,os,sto,spec_class
Aegis Defenders,Intel Core i5,8 GB RAM,GeForce GTX 560,Version 11,Windows 10,2 GB available space,1
Aeon Drive,Intel Core i3,2000 MB RAM,Intel HD 4000,Version 10,"Windows 10, 64-bit",500 MB available space,0
Aeon Must Die!,AMD FX-4300 / Intel Core i3-4130,4 GB RAM,"1 GB VRAM, AMD Radeon HD 7770 / NVIDIA GeForce GTX 560",,Windows 10 (64-bit),,0
Aeon Must Die!,AMD FX-8320 / Intel Core i5-4690K,8 GB RAM,"2 GB VRAM, AMD Radeon R9 380 / NVIDIA GeForce GTX 1050 Ti",,Windows 10 (64-bit),,1
AER Memories of Old,3 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 560, AMD HD 6870",Version 11,"Win 7, 8, 10, 64bit",3 GB available space,0
AER Memories of Old,3 GHz Quad Core CPU,4 GB RAM,"GeForce GTX 660TI, AMD HD 7800 series",Version 11,"Win 7, 8, 10, 64bit",3 GB available space,1
AereA,"Intel® Core™ 2 Duo 2,6Ghz / AMD Athlon™ 64 X2 3800+",4 GB RAM,NVIDIA® GeForce® GTX 560 Ti / ATI® Radeon™ HD 7850 or better,Version 9.0c,Windows Vista (32bit),4 GB available space,0
AereA,Intel® Core™ i5 4th Gen / AMD A10 series or better,8 GB RAM,NVIDIA® GeForce® GTX 760 / ATI® Radeon™ R9 M295X or better,Version 11,Windows 7 (64bit) or higher,4 GB available space,1
AEW: Fight Forever,Intel Core i5-3550 / AMD FX 8150 (AVX - Compatible processor),8 GB RAM,"GeForce GTX 1060 / Radeon RX 480 / Intel® Arc™ A380 Graphics, at least 4 GB Video Memory",Version 12,Windows® 10 64 bit,25 GB available space,0
AEW: Fight Forever,Intel i7-4790 / AMD FX 8350 (AVX - Compatible processor),16 GB RAM,"GeForce GTX 1070 / Radeon RX 580 / Intel® Arc™ A770 Graphics, at least 6 GB Video Memory",Version 12,Windows 10 64-bit,25 GB available space,1
Afrika Korps vs Desert Rats,"Pentium III, 1 GHz",256 MB ,"32MB, DirectX 8.0 compatible videocard",DirectX 8.0,Win 98/2000/XP/ME ,"1,5 GB free space",0
Afrika Korps vs Desert Rats,"Pentium IV, 1.4GHz",512 MB,"64MB, DirectX 9.0 compatible videocard",DirectX 9.0,Win 98/2000/XP/ME ,"1,5 GB free space",1
Afro Samurai 2: Revenge of Kuma,2 GHz processor,2 GB RAM,"Intel HD3000, Nvidia GeForce GTX550 or equivalent",Version 11,Windows 7,,0
Afro Samurai 2: Revenge of Kuma,3 GHz processor,3 GB RAM,NVIDIA® GeForce® GTX 650 ti 2GB ram or or ATI™ Radeon™ HD 6XXX or higher,Version 11,Windows 7,,1
After the Fall,Intel i5-7500 / Ryzen 5 1600 equivalent or greater,12 GB RAM,NVIDIA GTX 1060 / RX 580 equivalent or greater,Version 11,Windows 10 - 64 bit,,0
After Us,Intel Core i5-8400 or AMD Ryzen 3 3100,12 GB RAM,GeForce GTX 1050 Ti or GeForce GTX 960 or Intel Arc A750 or AMD Radeon RX 380 X,,Windows 10 64-bit,30 GB available space,0
After Us,Intel Core i7-8700 or AMD Ryzen 5 3600,16 GB RAM,GeForce GTX 1070 Ti or GeForce RTX 3060 or AMD Radeon RX Vega 56,,Windows 10 64-bit,30 GB available space,1
Aftercharge,Intel® Core™ i3 or AMD Phenom™ X3 8650,2 GB RAM,"NVIDIA® GeForce® GTX 460, ATI Radeon™ HD 4850, or Intel® HD Graphics 5500",Version 11,Windows® Vista/7/ 8/10 64-bit (latest Service Pack),5 GB available space,0
Afterfall: InSanity,"Intel Core 2 Duo 2Ghz, AMD Athlon 64 x2 2Ghz or better",2GB for Windows XP and 3GB for Windows Vista or Windows 7,"256 MB, DirectX 9.0c i Shader 3.0 (GeForce 8600GT / ATI equivalent or better)",DirectX 9.0c,Windows XP SP 2 / Windows Vista / Windows  7,,0
AFTERGRINDER,Intel Core i3 1.8 GHz,1 GB RAM,256 MB NVIDIA GeForce 8600 GTS,Version 9.0c,Windows 7 and above,1 GB available space,0
Afterlight,"Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz",4 GB RAM,"NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent",Version 9.0c,Windows 7/8/10 (64-bit OS required),3 GB available space,0
Afterlight,"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz",8 GB RAM,"NVIDIA GTX 660, Radeon R9-270",Version 11,Windows 8/10 (64-bit OS required),3 GB available space,1
Afterparty,Intel Core i3 2.5GHz,4 GB RAM,Radeon HD 6850 or equivalent,Version 11,"Windows 7 SP1, 64-bit",5 GB available space,0
Afterparty,Intel Core i5 3.0 GHz,8 GB RAM,Radeon RX 460 or equivalent,Version 11,"Windows 10, 64-bit",5 GB available space,1
Against the Storm,Intel i3-4160 or AMD FX-4350,4 GB RAM,Nvidia GeForce GTX 650 or AMD Radeon HD 7750,,Windows 7 64 Bit,5 GB available space,0
Against the Storm,Intel i5-3570K or AMD FX-9590,8 GB RAM,Nvidia GeForce GTX 970 or AMD Radeon R9 390X,,Windows 10 64 Bit,5 GB available space,1
Agatha Christie - Hercule Poirot: The First Cases,2ghz processor,4 GB RAM,"GeForce GTX 580, DirectX 10-compatible video card",Version 10,"Windows 7, Windows 8, Windows 8.1, Windows 10 (64-bit)",,0
Agatha Christie - Hercule Poirot: The First Cases,3ghz processor,8 GB RAM,GeForce 970 / Radeon R9 380,Version 11,"Windows 7, Windows 8, Windows 8.1, Windows 10 (64-bit)",,1
Agatha Christie - Hercule Poirot: The London Case,Intel Core i3,6 GB RAM,Geforce 970,Version 11,Windows 10 (64-bit),10 GB available space,0
Agatha Christie - Hercule Poirot: The London Case,Intel Core i5,16 GB RAM,Geforce 1080,Version 11,Windows 10 (64-bit),10 GB available space,1
Agatha Christie - The ABC Murders,AMD/Intel dual-core processor running at 2.2 GHz,2048 MB RAM,"ATI/NVIDIA dedicated/integrated or mobile graphic card, with at least 512MB of dedicated VRAM and with at least Shader Model 4.0 support",Version 9.0c,Windows XP/Vista/7/8/10,,0
Agatha Christie - The ABC Murders,AMD / Intel Dual-Core processor running at 3.0 GHz,3072 MB RAM,ATI/NVIDIA dedicated or mobile graphic card with at least 1GB of dedicated VRAM and with at least Shader Model 4.0 support,Version 9.0c,Windows XP/Vista/7/8/10,,1
Agatha Christie: Death on the Nile,800 Mhz or better,128 MB,64 MB VRAM,DirectX: 8.1 or later,Windows 98/ME/2000/XP/Vista,57 MB,0
Agatha Christie: Murder on the Orient Express,1.4 GHz Pentium® 3 Processor ,256 MB ,64 MB DirectX® 9 Compatible Video Card ,DirectX 9,Windows® 2000/XP,1.5 GB ,0
Age of Booty,"Intel Pentium 4 1.7 Ghz, Intel Celeron 1.7 Ghz, or AMD Athlon xp 1800+ or better ",512 Mb RAM ,ATI Radeon 9600 / NVIDIA GeForce FX 5800 ,DirectX 9.0c November 2007 release ,Windows XP sp2 or Vista ,400 Mb hard drive space,0
Age of Booty,"Intel Pentium 4 2.8 Ghz , AMD Athlon XP 3200+ or higher ",1024 Mb RAM,ATI Radeon 9800 / NVIDIA GeForce 6800,DirectX 9.0c November 2007 release ,Windows XP sp2 or Vista ,400 Mb hard drive space,1
Age of Conan: Hyborian Adventures,3GHz Pentium IV,1GB RAM,"Shader Model 2.0 and 128MB ram, nVidia GeForce 6600",,Windows Vista/XP,32GB,0
Age of Conan: Hyborian Adventures,Intel Core 2 Duo 2.4 GHz (E6600) or better,2GB or more,NVIDIA GeForce 7900 GTX or better,,Windows Vista/XP,32GB,1
Age of Darkness: Final Stand,Intel Core i5-6600 or AMD FX-8350,8 GB RAM,"Nvidia GeForce GTX 760, 2 GB or AMD Radeon HD 7870, 2 GB",,"Windows 8.1, 64-bit",5 GB available space,0
Age of Darkness: Final Stand,Intel Core i5-8400 or AMD Ryzen 5 1500X,8 GB RAM,"Nvidia GeForce GTX 970, 4 GB or AMD Radeon R9 Fury, 4 GB",,"Windows 10, 64-bit",5 GB available space,1
Age of Defense,Pentium or AMD 700mhz,512 MB RAM,Video Card DX9 128mb,,Microsoft Windows XP SP3 (32-bit) and newer,200 MB available space,0
Age of Empire Online,"Dual Core, 2Ghz or higher","Win XP SP3/Vista Home Basic – 1GB; Vista Premium, Ultimate/Windows 7 (32 bit) – 1.5GB; Windows 7 (64 bit) – 2.5GB",128 MB Shader 2 supported card or higher,,Win XP/Vista/7,2.5 GB required for downloads,0
Age of Empires,Pentium 90 or higher processor ,16 MB RAM ,Local SVGA bus video display (with 1 MB VRAM) ,,Microsoft Windows 95 operating system or Windows NT Workstation 4.0 with Service Pack 3,"80 MB of available hard disk space
50 MB free disk space for swap file ",0
Age of Empires II - Age of Kings,Multimedia PC with Pentium 166MHz or higher processor,32 MB of RAM,Super VGA with 2 MB of video memory,,Microsoft® Windows® 95/98/Me/XP/NT 4.0 with service pack 5,200 MB of hard disk space; additional 100 MB of hard disk space for swap file,0
Age of Empires II - Gold Edition,Multimedia PC with Pentium 166MHz or higher processor,32 MB of RAM,Super VGA with 2 MB of video memory,,Microsoft® Windows® 95/98/Me/XP/NT 4.0 with service pack 5,200 MB of hard disk space; additional 100 MB of hard disk space for swap file,0
Age of Empires II - The Conquerors Expansion,Multimedia PC with Pentium 166MHz or higher processor,"32 MB of Ram for Windows 95, 98, ME, 64 MB for Windows NT 4.0 and Windows 2000",Super VGA with 2 MB of video memory,,Microsoft® Windows® 95/98/Me/XP/NT 4.0 with service pack 5,80 MB of available hard disk space (in addition to the original Age of Empires II required disk); additional 100 MB of hard disk space for swap file,0
Age of Empires II HD,1.2GHZ CPU,1 GB RAM,Direct X 9.0c Capable GPU,9.0c,"Windows Vista, 7, 8 Pro+",2 GB HD space,0
Age of Empires II: Definitive Edition,Intel Core 2 Duo or AMD Athlon 64x2 5600+,4 GB RAM,NVIDIA® GeForce® GT 420 or ATI™ Radeon™ HD 6850 or Intel® HD Graphics 4000 or better with 2 GB VRAM,Version 11,Windows 10 64bit,30 GB available space,0
Age of Empires II: Definitive Edition,2.4 Ghz i5 or greater or AMD equivalent,8 GB RAM,Nvidia® GTX 650 or AMD HD 5850 or better,Version 11,Windows 10 64bit,30 GB available space,1
Age of Empires III,Intel Core 2 Duo 2.2 GHz or AMD Athlon 64 X2 2.0 GHz,2 GB RAM,64 MB NVIDIA GeForce 6800 or ATI Radeon X1300,DirectX 9.0c,Windows XP,12 GB HD space,0
Age of Empires III The Asian Dynasties,1.4 GHz equivalent or higher processor,256 MB of system RAM,64 MB video card with support for hardware transformation and lighting required,DirectX 9.0 or later,Microsoft® Windows® XP or higher,2 GB available hard disk space,0
Age of Empires III The WarChiefs,1.4 GHz equivalent or higher processor,256 MB of system RAM,64 MB video card with support for hardware transformation and lighting required,DirectX 9.0 or later,Microsoft® Windows® XP or higher,2 GB available hard disk space,0
Age of Empires III: Definitive Edition,Intel i3-2105 @ 3.1GHz or AMD Phenom II X4 973 with an average CPU Passmark score of 3735 or better,8 GB RAM,"GeForce GT 430, Radeon HD 5570, or Intel HD 4400 with an average Passmark G3D Mark of 570 or better, 2 GB VRAM",Version 11,"Windows 10 version 18362.0 or higher, 64-bit",42 GB available space,0
Age of Empires III: Definitive Edition,Intel i5-3300 @ 3.0GHz or AMD FX-8350 or equivalent with an average CPU Passmark score of 4100 or better,16 GB RAM,"GeForce GTX 980 or Radeon R9 Fury or equivalent with an average Passmark G3D Mark of 9500 or better, 4 GB VRAM",Version 11,"Windows 10 version 18362.0 or higher, 64-bit",42 GB available space,1
Age of Empires IV,Intel Core i5-6300U or AMD Ryzen 5 2400G,8 GB RAM,Intel HD 520 or AMD Radeon RX Vega 11,Version 12,Windows 10 64bit | Windows 11 64bit,50 GB available space,0
Age of Empires IV,3.6 GHz 6-core (Intel i5) or AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce 970 GPU or AMD Radeon RX 570 GPU with 4GB of VRAM,Version 12,Windows 10 64bit | Windows 11 64bit,50 GB available space,1
Age of Empires: Definitive Edition,1.8 Ghz+ Dual Core or greater i5 or AMD equivalent,4 GB RAM,"DirectX 11.0 compatible card with Direct3D Feature Level 11_0 or higher support and 1GB of free memory - Intel: HD 4000 (Ivy Bridge CPU)or better GPU - nVidia: GT 430 or better desktop GPU, or GT 425M or better mobile GPU - AMD: Radeon HD 5500 or better Desktop GPU, or Mobility Radeon 5650 or better mobile GPU",Version 11,Windows 10 64-bit,20 GB available space,0
Age of Empires: Definitive Edition,2.4 Ghz i5 or greater (4 HW threads),16 GB RAM,"2 GB, Nvidia GTX 650; AMD HD 5850",Version 11,Windows 10 64-bit,20 GB available space,1
Age of Giants,Any Modern CPU,1 GB RAM,Any Modern GPU,,Windows XP/Vista/7/8/10,,0
Age of Mythology,PC with 450 MHz equivalent or higher processor,128 MB of system RAM,16 MB video card required,DirectX 8.1,Microsoft® Windows® 98/Me/XP/2000,1.5 GB available hard disk space,0
Age of Mythology: The Titans Expansion,PC with 450 MHz equivalent or higher processor,128 MB of system RAM,16 MB video card required,,Microsoft® Windows® 98/Me/XP/2000,450 MB available hard disk space,0
Age of Pirates: Caribbean Tales ,Pentium IV 1.8 GHz or  equivalent ,256 MB RAM,GeForce 3 (not MX-series) class videocard with 128 MB RAM*,DirectX 9.0c,Windows XP,4 GB uncompressed hard disk space,0
Age of Pirates: Caribbean Tales ,Pentium IV 2.5 GHz or equivalent,1 GB RAM,DirectX 9 GeForce 6600 class videocard or equivalent*,DirectX 9.0c,Windows XP,4 GB uncompressed hard disk space,1
Age of Space,Intel i5 2.4Ghz (or equivalent),2048 MB RAM,GeForce 770 or better,Version 11,"Windows 7, 64-bit",2500 MB available space,0
Age of Space,Intel i7 3.5Ghz (or equivalent),4096 MB RAM,GeForce 970 or better,Version 12,"Windows 10, 64-bit",2500 MB available space,1
Age of Wonders 4,Intel® Core™ i5-2500K or AMD® Ryzen™ 5 1600X,8 GB RAM,Nvidia® GeForce™ GTX 670 (2GB) or AMD® Radeon™ HD 7870 (2GB) or Intel® Arc™ A380 (6GB) or Intel® Iris™ Xe G7 (Tiger Lake) or AMD® Radeon™ Vega 8,,Windows® 10 Home 64 Bit,20 GB available space,0
Age of Wonders 4,Intel® Core™ i7-9700K or AMD® Ryzen™ 5 5600X,16 GB RAM,Nvidia® GeForce™ GTX 1070 Ti (8GB) or AMD® Radeon™ RX 5700 XT (8GB),,Windows® 10 Home 64 Bit or Windows® 11,>20 GB available space,1
Age of Wonders II: The Wizard's Throne,Pentium II 300 MHz processor or equivalent,64MB RAM,DirectX 8.0 compatible 4MB video card,DirectX 8.0,Windows 95/98/ME/2000/XP,500MB,0
Age of Wonders III,Intel Core 2 Duo E6600 @ 2.4 Ghz or AMD Athlon 64 X2 5000+ @2.6 Ghz,2 GB RAM,nVidia 8800 / ATi Radeon HD 3870 with 512MB or Laptop integrated Intel HD 3000 with 3GB system ram,9.0c,"Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1",10 GB available space,0
Age of Wonders III,Intel Core 2 Quad Q6600 @ 2.4 Ghz or AMD Phenom X4 9900 @ 2.6 Ghz ,4 GB RAM,nVidia Geforce 460 1GB or AMD Radeon HD 6850 1GB,9.0c,"Windows Vista, Windows 7, Windows 8, Windows 8.1",10 GB available space,1
Age of Wonders: Planetfall,Intel Core i5 (3rd Generation) or AMD FX Series processor (or equivalents),6 GB RAM,nVidia GTX 650Ti 1GB or AMD Radeon HD 7770 (or equivalents),Version 11,"Windows 7 SP1, Windows 8.1 or Windows 10 (64-bit versions)",20 GB available space,0
Age of Wonders: Planetfall,Intel Core i5 (7th or 8th Generation) or AMD Ryzen 5,8 GB RAM,nVidia GeForce GTX 1060 3GB or AMD Radeon RX 570 4GB (or equivalents),Version 11,Windows 10 (64-bit),20 GB available space,1
Age of Wonders: Shadow Magic,Pentium II 450 MHz processor or equivalent,128MB,DirectX 8.1 compatible 16MB 3D video card,DirectX 8.1,Windows 98/ME/2000/XP,Hard Drive Space: 900MB,0
Age of Wonders: Shadow Magic,Pentium II 450 MHz processor or equivalent,192MB,DirectX 8.1 compatible 16MB 3D video card,DirectX 8.1,Windows 98/ME/2000/XP,Hard Drive Space: 900MB,1
Age of Wushu,Pentium 4 2.4Ghz or equivalent,1GB,"128MB, GeForce6600 or equivalent",,,10GB,0
Ageless,Intel i3-2100 @ 3GHz,4 GB RAM,GTX 650 1GB VRAM,Version 11,Windows 7 64-bit,2 GB available space,0
Ageless,Intel Core i5 2300,4 GB RAM,GTX 750ti 2GB VRAM,Version 11,Windows 10 64-bit,4 GB available space,1
Agenda,"SSE2 instruction set support, generally everything made since 2004 should work",2 GB RAM,DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work,Version 9.0c,Windows XP+,170 MB available space,0
Agents of Mayhem,Intel Core i3-3240 or above / or AMD equivalent,8192 MB RAM,Nvidia Geforce 750Ti or above / or AMD equivalent,,Windows 7/8/10 64bit,38 GB available space,0
Agents of Mayhem,Intel Core i5-4670K or above / or AMD equivalent,12288 MB RAM,GeForce GTX 1060 or above / or AMD equivalent,,Windows 7/8/10 64bit,38 GB available space,1
AGEOD's American Civil War,Pentium 4 1600 MHz/AMD Athlon XP 1600+,512 MB,"nVidia GeForce 4/ATI Radeon 8500, 64MB",DirectX 9.0c,Windows® 2000/XP/Vista,1 GB,0
AGEOD's American Civil War,Pentium 4 2000 MHz/AMD Athlon 2000+,1 GB,"nVidia GeForce FX 5700/ATI Radeon 9600, 128 MB",DirectX 9.0c,Windows® 2000/XP/Vista,1 GB,1
Agon: The Lost Sword of Toledo,Pentium 4 @ 1.6 GHz or Equivalent,512 MB,64 MB (nVidia GeForce 3 or later),DirectX 9.0c,Windows XP/Vista,2 GB Free,0
Agon: The Lost Sword of Toledo,Pentium 4 @ 2 GHz or Equivalent,1 GB,128 MB (nVidia GeForce 6600),DirectX 9.0c,Windows XP/Vista,2 GB Free,1
Agon: The Mysterious Codex,800 Mhz Pentium(R) III or equivalent processor,128 MB,32 MB DirectX(R) 8.0 Compatible 3D (Geforce 2 or equal),DirectX 8.0,Windows(R) 98/ME/2000/XP,,0
Agony,"Intel Core i3 3.2 GHz, AMD Phenom II X4 955 - 4 Core, 3.2 GHz",8 GB RAM,Radeon R9 280 or Nvidia GeForce GTX 660,Version 11,"Windows 7 / 8 / 10, 64-bit",17 GB available space,0
Agony,"Intel Core i5-8400, AMD Ryzen 5 1600",16 GB RAM,Radeon RX 580 or Nvidia GeForce GTX 1060 6GB,Version 11,"Windows 7 / 8 /10, 64-bit",17 GB available space,1
Agony UNRATED,"Intel Core i3 3.2 GHz, AMD Phenom II X4 955 - 4 Core, 3.2 GHz",8 GB RAM,Radeon R9 280 or Nvidia GeForce GTX 660,Version 11,"Windows 7 / 8 / 10, 64-bit",17 GB available space,0
Agony UNRATED,"Intel Core i5-8400, AMD Ryzen 5 1600",16 GB RAM,Radeon RX 580 or Nvidia GeForce GTX 1060 6GB,Version 11,"Windows 7 / 8 /10, 64-bit",17 GB available space,1
Agony: Lords of Hell,"Intel Core i3 3.2 GHz, AMD Phenom II X4 955 - 4 Core, 3.2 GHz",8 GB RAM,Radeon R9 280 or Nvidia GeForce GTX 660,Version 11,Windows 7 / 8 / 10 (64-bit),15 GB available space,0
Agony: Lords of Hell,"Intel Core i5-8400, AMD Ryzen 5 1600",16 GB RAM,Radeon RX 580 or Nvidia GeForce GTX 1060 6GB,Version 11,Windows 7 / 8 /10 (64-bit),17 GB available space,1
Agricultural Simulator 2011,Intel or AMD 2.0 GHz with SSE2 support or better,1 GB,Geforce® ATI Radeon® 256 MB or better,DirectX 9.0c or higher,Windows XP / Vista / 7,750 MB,0
Ahros: One Warrior Chronicle,Intel® i5-4590 / AMD FX-8350 equivalent or greater,8 GB RAM,NVIDIA® GeForce® GTX 970 or equivalent,,Windows 10 64 bit,8 GB available space,0
AI War 2,Dual Core 64bit CPU (2.2+ GHz Dual Core CPU or better),4 GB RAM,"NVIDIA GTX 510+, Radeon HD5900+, or Intel HD4000+",Version 11,"Windows 7, 8.1, or 10 64bit",4 GB available space,0
AI War 2,Any Quad Core or 3.0+ GHz Dual Core CPU,6 GB RAM,NVIDIA GTX 660 2GB / AMD HD 7870 2GB,Version 11,"(Windows 7, 8.1, or 10 64bit)",4 GB available space,1
AI War: Fleet Command,1.6Ghz CPU,512 MB,"Graphics card must support 1024x1024 textures (most 32MB and up graphics cards do), 1024x768 or greater desktop screen resolution (32 bit color recommended)",DirectX® 9.0c,"Windows XP, Windows Vista, Windows 7",300MB,0
AI War: Fleet Command,"2.4 Ghz recommended, Dual Core strongly recommended for Host)",1 GB,"Graphics card must support 1024x1024 textures (most 32MB and up graphics cards do), 1024x768 or greater desktop screen resolution (32 bit color recommended)",DirectX® 9.0c,"Windows XP, Windows Vista, Windows 7",300MB,1
AI War: The Zenith Remnant,1.6Ghz CPU,512 MB,"Graphics card must support 1024x1024 textures (most 32MB and up graphics cards do), 1024x768 or greater desktop screen resolution",DirectX® 9.0c,"Windows XP, Windows Vista, Windows 7",300MB,0
AI War: The Zenith Remnant,"2.4 Ghz recommended, Dual Core strongly recommended for Host",1 GB,"Graphics card must support 1024x1024 textures (most 32MB and up graphics cards do), 1024x768 or greater desktop screen resolution (32 bit color recommended)",DirectX® 9.0c,"Windows XP, Windows Vista, Windows 7",300MB,1
AION,Intel Pentium4 2.8Ghz / AMD Sempron 2800 or higher,1GB RAM,NVIDIA GeForce 6600 / AMD Radeon X1550 or higher,Version 9.0c,"Windows Vista, 7",,0
AION,"Intel Core 2 Duo, Pentium Dual-Core 2.5 GHz / AMD Athlon64 X2 Dual-Core 2.5GHz or higher",2GB RAM,NVIDIA GeForce 8600GT / AMD Radeon 4550 or higher,Version 9.0c,"Windows Vista, 7, 8, 10",,1
AIPD - Artificial Intelligence Police Department,Intel i5 1.8 GHz,4 GB RAM,Intel HD4000,Version 10,Win7 32-Bit,300 MB available space,0
Air Conflicts: Vietnam,Intel Duo 2.0GHz or compatible,1 GB RAM,DirectX 9.0 compatible graphics card (Nvidia GeForce 8800GTX+ or compatible with Shader Model 3.0),9.0c,Windows XP/7/8/Vista,5 GB available space ,0
Air Conflicts: Vietnam,Intel i5 2.5GHz or compatible,2 GB RAM,DirectX 9.0 compatible graphics card (Nvidia GeForce GTX 260+ or compatible with Shader Model 3.0) ,9.0c,Windows XP/7/8/Vista,5 GB available space,1
Airborne Kingdom,Intel Core i7-3770 or AMD FX-8350,8 GB RAM,"NVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GB",12,Windows 7 (64-bit),2 GB,0
Airborne Kingdom,Intel Core i7-8700 or AMD Ryzen 7 1800x,8 GB RAM,"NVIDIA GeForce GTX 1060, 3 GB or AMD Radeon RX 580, 4 GB",12,Windows 10 (64-bit),2 GB,1
AirBuccaneers,2.6 GHz Single Core,2 GB RAM,DirectX 9.0c Compatible Graphics Card,9.0c,Windows XP SP2,1 GB HD space,0
AirBuccaneers,3.0 GHz Dual Core,4 GB RAM,"DirectX 9.0c Compatible Graphics Card with 1GB Memory (Nvidia GeForce GTX 260, ATI Radeon 4890)",9.0c,Windows 7,1 GB HD space,1
Airhead,Core™2 Duo with 2.5GHz or AMD equivalent,4 GB RAM,NVIDIA Geforce® GTX™ 460 or AMD Radeon™ HD 6870,Version 11,Windows 7,650 MB available space,0
Airhead,Intel® Core™ i5 with 2.8GHz or AMD equivalent,8 GB RAM,NVIDIA Geforce® GTX™ 760 or AMD Radeon™ R280X,Version 11,Windows 10 (64-bit),650 MB available space,1
