name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
APC SMC 3000RMI-2U (Smart-UPS C 3000i-2U),1862900.0,https://prod.danawa.com/info/?pcode=3270345&cate=112777,APC,3270345,//img.danawa.com/prod_img/500000/345/270/img/3270345_1.jpg?shrink=330:*&_v=20200423154944,UPS,,,,,,,,,,,,,,,670,,,,,,,,,0,0,0,,201506,
GSI DOHICH ST-600 벌크,19200.0,https://prod.danawa.com/info/?pcode=2751839&cate=112777,GSI,2751839,//img.danawa.com/prod_img/500000/839/751/img/2751839_1.jpg?shrink=330:*&_v=20170411150503,ATX 파워,200,,,,,,,,,120.0,1,,10,케이블일체형,,24핀(20+4),,,,,3,3.0,,0,0,0,1,201408,
에너지옵티머스 S500 PRO 벌크,14900.0,https://prod.danawa.com/info/?pcode=16142312&cate=112777,에너지옵티머스,16142312,//img.danawa.com/prod_img/500000/312/142/img/16142312_1.jpg?shrink=330:*&_v=20220110133050,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,13,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,0,21,,201904,
APC SMC 3000i (Smart-UPS C 3000i),1452000.0,https://prod.danawa.com/info/?pcode=3270340&cate=112777,APC,3270340,//img.danawa.com/prod_img/500000/340/270/img/3270340_1.jpg?shrink=330:*&_v=20190906143542,UPS,,,,,,,,,,,,,,,544,,,,,,,,,0,0,0,,201506,
PNC PARTNER  EVEREST 500W PLUS 벌크,31600.0,https://prod.danawa.com/info/?pcode=11292792&cate=112777,PNC PARTNER,11292792,//img.danawa.com/prod_img/500000/792/292/img/11292792_1.jpg?shrink=330:*&_v=20210127142602,ATX 파워,500,,,,,+12V 싱글레일,,,,120.0,1,,32.5,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,2,0,43,3,201907,
AcBEL CE2 450,39920.0,https://prod.danawa.com/info/?pcode=1658133&cate=112777,AcBEL,1658133,//img.danawa.com/prod_img/500000/133/658/img/1658133_1.jpg?shrink=330:*&_v=20191023133014,ATX 파워,400,,,,,+12V 다중레일,,,,120.0,1,,"17, 19",케이블일체형,,24핀(20+4),,,1.0,,4,3.0,,8,0,0,,201204,
에너지옵티머스 EXTREME 600W 벌크,36600.0,https://prod.danawa.com/info/?pcode=9839895&cate=112777,에너지옵티머스,9839895,//img.danawa.com/prod_img/500000/895/839/img/9839895_1.jpg?shrink=330:*&_v=20230526153501,ATX 파워,600,,,,,+12V 싱글레일,,,,120.0,1,,46,케이블일체형,140,24핀,,,4.0,,6,3.0,,8,0,0,3,201911,
APC SMT1000I,505990.0,https://prod.danawa.com/info/?pcode=3838409&cate=112777,APC,3838409,//img.danawa.com/prod_img/500000/409/838/img/3838409_1.jpg?shrink=330:*&_v=20170412152940,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,201603,
큐닉스그룹 큐닉스 RS-700WF 80PLUS BRONZE 벌크,59910.0,https://prod.danawa.com/info/?pcode=14978072&cate=112777,큐닉스그룹,14978072,//img.danawa.com/prod_img/500000/072/978/img/14978072_1.jpg?shrink=330:*&_v=20210811140956,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,,액티브PFC,,120.0,1,FHB(Hypro),55,케이블일체형,150,24핀(20+4),,,4.0,,6,4.0,,40,0,0,5,202009,
APC RBC55 교체용 배터리,615000.0,https://prod.danawa.com/info/?pcode=2736210&cate=112777,APC,2736210,//img.danawa.com/prod_img/500000/210/736/img/2736210_1.jpg?shrink=330:*&_v=20140731150302,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
에너지옵티머스 EXTREME 700W 벌크,44600.0,https://prod.danawa.com/info/?pcode=9839922&cate=112777,에너지옵티머스,9839922,//img.danawa.com/prod_img/500000/922/839/img/9839922_1.jpg?shrink=330:*&_v=20220824081618,ATX 파워,700,,,,,+12V 싱글레일,91.0,,,120.0,1,,53,케이블일체형,140,24핀,8핀(4+4) 2개,,4.0,,6,3.0,,8,2,63,3,201911,
써멀테이크 TR2 S 600W 230V EU Standard,49800.0,https://prod.danawa.com/info/?pcode=6953920&cate=112777,써멀테이크,6953920,//img.danawa.com/prod_img/500000/920/953/img/6953920_1.jpg?shrink=330:*&_v=20210202181022,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,84.0,액티브PFC,99.0,120.0,1,,42,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,10,1,47,6,201901,
APC SRT2200XLI,2344500.0,https://prod.danawa.com/info/?pcode=5700015&cate=112777,APC,5700015,//img.danawa.com/prod_img/500000/015/700/img/5700015_1.jpg?shrink=330:*&_v=20171204140308,UPS,,,,,,,,,,,,,,,585,,,,,,,,,0,0,0,,201712,
GSI DOHICH PREMIUM 500W V2.3,37000.0,https://prod.danawa.com/info/?pcode=5023631&cate=112777,GSI,5023631,//img.danawa.com/prod_img/500000/631/023/img/5023631_1.jpg?shrink=330:*&_v=20180719143639,ATX 파워,500,,,,,+12V 다중레일,,,,120.0,1,,"15, 16",케이블일체형,140,24핀(20+4),,,2.0,,5,3.0,,8,0,0,2,201703,
BABEL BM-600VP Double Forward V2.31 Silverbel Series,39220.0,https://prod.danawa.com/info/?pcode=6763879&cate=112777,BABEL,6763879,//img.danawa.com/prod_img/500000/879/763/img/6763879_1.jpg?shrink=330:*&_v=20210204175708,ATX 파워,600,,,,,+12V 다중레일,,,,120.0,1,,,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,1.0,1.0,4,3.0,,0,0,59,,201812,
APC SRT6KXLI,5464000.0,https://prod.danawa.com/info/?pcode=4237917&cate=112777,APC,4237917,//img.danawa.com/prod_img/500000/917/237/img/4237917_1.jpg?shrink=330:*&_v=20170412153152,UPS,,,,,,,,,,,,,,,719,,,,,,,,,0,0,0,,201607,
APC SMT1500I,740000.0,https://prod.danawa.com/info/?pcode=3888244&cate=112777,APC,3888244,//img.danawa.com/prod_img/500000/244/888/img/3888244_1.jpg?shrink=330:*&_v=20170412153006,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,201603,
PNC PARTNER  EVEREST 2200AP 벌크,250000.0,https://prod.danawa.com/info/?pcode=6088467&cate=112777,PNC PARTNER,6088467,//img.danawa.com/prod_img/500000/467/088/img/6088467_1.jpg?shrink=330:*&_v=20220614102756,ATX 파워,2200,,,,,+12V 싱글레일,,액티브PFC,99.0,80.0,2,2볼,175,케이블일체형,230,24핀(20+4),8핀(4+4) 2개,,18.0,,12,7.0,,0,0,43,1,201804,
HOPELY K600 벌크,35990.0,https://prod.danawa.com/info/?pcode=5658330&cate=112777,HOPELY,5658330,//img.danawa.com/prod_img/500000/330/658/img/5658330_1.jpg?shrink=330:*&_v=20210202161908,ATX 파워,600,,,,,+12V 다중레일,,액티브PFC,99.0,120.0,1,,"19, 19",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,10,1,43,2,201711,
CORSAIR SF750 80 PLUS Platinum (해외구매),,https://prod.danawa.com/info/?pcode=14709167&cate=112777,CORSAIR,14709167,//img.danawa.com/prod_img/500000/167/709/img/14709167_1.jpg?shrink=330:*&_v=20210709162744,M-ATX(SFX) 파워,750,80 PLUS 플레티넘,,,,+12V 싱글레일,,액티브PFC,,92.0,1,Rifle,62.5,풀모듈러,100,24핀(20+4),,,2.0,,4,3.0,,16,0,0,,201901,
이도디스플레이 ICE-MAN TFX450W,23000.0,https://prod.danawa.com/info/?pcode=1757968&cate=112777,이도디스플레이 ICE-MAN,1757968,//img.danawa.com/prod_img/500000/968/757/img/1757968_1.jpg?shrink=330:*&_v=20171221154612,TFX 파워,200,,,,,,,,,80.0,1,,9,케이블일체형,,24핀(20+4),,,,,3,3.0,,8,0,0,1,201208,
PNC PARTNER  EVEREST 900W PLUS 벌크,90440.0,https://prod.danawa.com/info/?pcode=16031996&cate=112777,PNC PARTNER,16031996,//img.danawa.com/prod_img/500000/996/031/img/16031996_1.jpg?shrink=330:*&_v=20220104123206,ATX 파워,900,,,,,+12V 싱글레일,98.0,액티브PFC,98.0,120.0,1,,74,케이블일체형,150,24핀(20+4),8핀(4+4) 2개,,8.0,,8,4.0,,34,0,45,5,202112,
이도디스플레이 ICE-MAN PREMIUM 600W,38000.0,https://prod.danawa.com/info/?pcode=5128995&cate=112777,이도디스플레이 ICE-MAN,5128995,//img.danawa.com/prod_img/500000/995/128/img/5128995_1.jpg?shrink=330:*&_v=20210203125920,ATX 파워,600,,,,,+12V 다중레일,,액티브PFC,99.0,120.0,1,,"19, 19",케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,10,1,43,2,201705,
이도디스플레이 ICE-MAN 500T PLUS V2.2 KC,21000.0,https://prod.danawa.com/info/?pcode=4451345&cate=112777,이도디스플레이 ICE-MAN,4451345,//img.danawa.com/prod_img/500000/345/451/img/4451345_1.jpg?shrink=330:*&_v=20210203130306,ATX 파워,230,,,,,,,,,120.0,1,,11,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,0,43,1,201609,
셀텍 LR1204 DC to DC 150W 12V/12.5A 150W 어댑터 포함,61790.0,https://prod.danawa.com/info/?pcode=24713849&cate=112777,셀텍,24713849,//img.danawa.com/prod_img/500000/849/713/img/24713849_1.jpg?shrink=330:*&_v=20230731172224,DC to DC,,,,,,,,,,,,,8,,,24핀(20+4),,,,,1,1.0,,0,0,0,,202307,
APC SRT8KXLI,6568000.0,https://prod.danawa.com/info/?pcode=4237952&cate=112777,APC,4237952,//img.danawa.com/prod_img/500000/952/237/img/4237952_1.jpg?shrink=330:*&_v=20170412153202,UPS,,,,,,,,,,,,,,,715,,,,,,,,,0,0,0,,201607,
셀텍 LR1108 150W Plug Type 120W 파워어댑터 포함,53990.0,https://prod.danawa.com/info/?pcode=13376144&cate=112777,셀텍,13376144,//img.danawa.com/prod_img/500000/144/376/img/13376144_1.jpg?shrink=330:*&_v=20210216142321,DC to DC,150,,,,,,,,,,,,6,,,24핀(20+4),,,,,1,1.0,,0,0,0,,202102,
PowerFul P-FUL PF600PW V2.3 KC,37400.0,https://prod.danawa.com/info/?pcode=7834054&cate=112777,PowerFul,7834054,//img.danawa.com/prod_img/500000/054/834/img/7834054_1.jpg?shrink=330:*&_v=20190430161204,ATX 파워,600,,,,,+12V 다중레일,,,,120.0,1,,"15 , 16",케이블일체형,140,24핀(20+4),,,2.0,,5,3.0,,8,0,0,2,201904,
HOPELY 600JB 벌크,18490.0,https://prod.danawa.com/info/?pcode=4545328&cate=112777,HOPELY,4545328,//img.danawa.com/prod_img/500000/328/545/img/4545328_1.jpg?shrink=330:*&_v=20230511161940,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,11,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,0,43,1,201610,
포게임 AK600 80PLUS BRONZE 풀모듈러,65870.0,https://prod.danawa.com/info/?pcode=14789870&cate=112777,포게임,14789870,//img.danawa.com/prod_img/500000/870/789/img/14789870_1.jpg?shrink=330:*&_v=20210721151227,ATX 파워,600,80 PLUS 브론즈,,,,+12V 싱글레일,100.0,,,120.0,1,,50,풀모듈러,170,24핀(20+4),8+4+4핀 2개,,4.0,,8,4.0,,58,6,47,5,202107,
APC SMT2200RMI 2U,1754810.0,https://prod.danawa.com/info/?pcode=3838104&cate=112777,APC,3838104,//img.danawa.com/prod_img/500000/104/838/img/3838104_1.jpg?shrink=330:*&_v=20170412153030,UPS,,,,,,,,,,,,,,,683,,,,,,,,,0,0,0,,201603,
ADATA XPG CORE REACTOR 750W GOLD,142100.0,https://prod.danawa.com/info/?pcode=11576855&cate=112777,ADATA,11576855,//img.danawa.com/prod_img/500000/855/576/img/11576855_1.jpg?shrink=330:*&_v=20200626123555,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,,,120.0,1,FDB(유체),62.5,풀모듈러,140,24핀(20+4),,,6.0,,12,4.0,,32,0,0,10,202006,
FSP HYDRO PTM PRO 850W 80PLUS PLATINUM Full Modular,305500.0,https://prod.danawa.com/info/?pcode=12257225&cate=112777,FSP,12257225,//img.danawa.com/prod_img/500000/225/257/img/12257225_1.jpg?shrink=330:*&_v=20210106161541,ATX 파워,850,80 PLUS 플레티넘,,,1.0,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),70.8,풀모듈러,190,24핀,8핀(4+4) 3개,,8.0,,14,5.0,,63,14,63,10,202009,
APC SMT1000RMI2UC,699000.0,https://prod.danawa.com/info/?pcode=17224202&cate=112777,APC,17224202,//img.danawa.com/prod_img/500000/202/224/img/17224202_1.jpg?shrink=330:*&_v=20220610084329,UPS,,,,,,,,,,,,,,,477,,,,,,,,,0,0,0,,202206,
오존컴퍼니 VIPER DC to DC 150W 12V/5A 60W 어댑터 포함,36000.0,https://prod.danawa.com/info/?pcode=10040556&cate=112777,오존컴퍼니,10040556,//img.danawa.com/prod_img/500000/556/040/img/10040556_1.jpg?shrink=330:*&_v=20201007112656,DC to DC,150,,,,,,,,,,,,,,,24핀,,,,,1,1.0,,0,0,0,,201912,
에너맥스 REVOLUTION D.F. ERF650AWT 80Plus Gold Full Modular,,https://prod.danawa.com/info/?pcode=9498147&cate=112777,에너맥스,9498147,//img.danawa.com/prod_img/500000/147/498/img/9498147_1.jpg?shrink=330:*&_v=20211111085327,ATX 파워,650,80 PLUS 골드,,,,+12V 다중레일,,액티브PFC,,140.0,1,Twister,"25 , 30",풀모듈러,160,24핀,8핀(4+4) 1개,,6.0,,12,4.0,,58,6,63,10,201909,
셀텍 LR1010 DC to DC 180W 19V/4.74A 90W 어댑터 포함,66000.0,https://prod.danawa.com/info/?pcode=6025468&cate=112777,셀텍,6025468,//img.danawa.com/prod_img/500000/468/025/img/6025468_1.jpg?shrink=330:*&_v=20210215141849,DC to DC,,,,,,,,,,,,,7.5,,,24핀(20+4),,,,,2,1.0,,0,0,0,,201804,
FSP 750-50AAA 750W 80plus BRONZE 벌크,108990.0,https://prod.danawa.com/info/?pcode=15242048&cate=112777,FSP,15242048,//img.danawa.com/prod_img/500000/048/242/img/15242048_1.jpg?shrink=330:*&_v=20210914101737,ATX 파워,750,80 PLUS 브론즈,,,,,85.0,액티브PFC,,120.0,1,,62,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,8,2.0,,0,0,0,2,202109,
APC SRT3000XLI,3296000.0,https://prod.danawa.com/info/?pcode=5699929&cate=112777,APC,5699929,//img.danawa.com/prod_img/500000/929/699/img/5699929_1.jpg?shrink=330:*&_v=20171204135356,UPS,,,,,,,,,,,,,,,640,,,,,,,,,0,0,0,,201712,
이도디스플레이 ICE-MAN PREMIUM 500W V2.3,33000.0,https://prod.danawa.com/info/?pcode=4447526&cate=112777,이도디스플레이 ICE-MAN,4447526,//img.danawa.com/prod_img/500000/526/447/img/4447526_1.jpg?shrink=330:*&_v=20210203131253,ATX 파워,500,,,,,+12V 다중레일,,,,120.0,1,,"15, 16",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,10,1,43,2,201609,
케이씨컴 아이리스 600SI 블랙 벌크,22550.0,https://prod.danawa.com/info/?pcode=6874015&cate=112777,케이씨컴 아이리스,6874015,//img.danawa.com/prod_img/500000/015/874/img/6874015_1.jpg?shrink=330:*&_v=20181217134158,ATX 파워,300,,,,,,,,,120.0,1,,15,케이블일체형,140,24핀(20+4),,,1.0,1.0,4,4.0,,8,0,0,2,201812,
ANIX 듀얼파워 커넥터,4350.0,https://prod.danawa.com/info/?pcode=14705492&cate=112777,ANIX,14705492,//img.danawa.com/prod_img/500000/492/705/img/14705492_1.jpg?shrink=330:*&_v=20210709141851,전용 액세서리,,,,,,,,,,,,,,,,24핀,,,,,,,,0,0,0,,202107,
APC SMT2200I,1281990.0,https://prod.danawa.com/info/?pcode=3838023&cate=112777,APC,3838023,//img.danawa.com/prod_img/500000/023/838/img/3838023_1.jpg?shrink=330:*&_v=20160307093248,UPS,,,,,,,,,,,,,,,544,,,,,,,,,0,0,0,,201603,
APC SMC 2000i (Smart-UPS C 2000i),1015000.0,https://prod.danawa.com/info/?pcode=3270285&cate=112777,APC,3270285,//img.danawa.com/prod_img/500000/285/270/img/3270285_1.jpg?shrink=330:*&_v=20170412152730,UPS,,,,,,,,,,,,,,,440,,,,,,,,,0,0,0,,201506,
이도디스플레이 ICE-MAN 600AL V2.3,28900.0,https://prod.danawa.com/info/?pcode=1940920&cate=112777,이도디스플레이 ICE-MAN,1940920,//img.danawa.com/prod_img/500000/920/940/img/1940920_1.jpg?shrink=330:*&_v=20210203131426,ATX 파워,300,,,,,,,,,120.0,1,,15,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,1.0,1.0,4,4.0,,10,0,43,2,201302,
델타 R-3K,1380000.0,https://prod.danawa.com/info/?pcode=20612789&cate=112777,델타,20612789,//img.danawa.com/prod_img/500000/789/612/img/20612789_1.jpg?shrink=330:*&_v=20230620153957,UPS,,,,,,,,,,,,,,,565,,,,,,,,,0,0,0,,202306,
마이크로닉스 Cyclone III 600W After Cooling 중고,36000.0,https://prod.danawa.com/info/?pcode=15911549&cate=112777,마이크로닉스,15911549,//img.danawa.com/prod_img/500000/549/911/img/15911549_1.jpg?shrink=330:*&_v=20211210164913,ATX 파워,600,,,,,+12V 싱글레일,99.0,,,120.0,1,,49.9,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,5,3.0,,8,5,59,,201710,
EATON Ellipse ECO 1200 USB DIN 기본,317000.0,https://prod.danawa.com/info/?pcode=2722708&cate=112777,EATON,2722708,//img.danawa.com/prod_img/500000/708/722/img/2722708_1.jpg?shrink=330:*&_v=20201007112656,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
HOPELY 500RW V2.3 벌크,31490.0,https://prod.danawa.com/info/?pcode=4545079&cate=112777,HOPELY,4545079,//img.danawa.com/prod_img/500000/079/545/img/4545079_1.jpg?shrink=330:*&_v=20210202162949,ATX 파워,500,,,,,+12V 다중레일,,,,120.0,1,,"15, 16",케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,10,1,43,2,201610,
APC SMT1000RMI 2U,534310.0,https://prod.danawa.com/info/?pcode=3838071&cate=112777,APC,3838071,//img.danawa.com/prod_img/500000/071/838/img/3838071_1.jpg?shrink=330:*&_v=20170412152951,UPS,,,,,,,,,,,,,,,457,,,,,,,,,0,0,0,,201603,
AONE 태왕 TFX-450T KC 벌크,21000.0,https://prod.danawa.com/info/?pcode=14744363&cate=112777,AONE,14744363,//img.danawa.com/prod_img/500000/363/744/img/14744363_1.jpg?shrink=330:*&_v=20220304145735,TFX 파워,200,,,,,+12V 싱글레일,,,,80.0,1,,10,케이블일체형,,24핀(20+4),,,,,3,3.0,,0,0,0,1,201403,
APC SMT750RMI 2U,490000.0,https://prod.danawa.com/info/?pcode=3838278&cate=112777,APC,3838278,//img.danawa.com/prod_img/500000/278/838/img/3838278_1.jpg?shrink=330:*&_v=20170412153108,UPS,,,,,,,,,,,,,,,406,,,,,,,,,0,0,0,,201603,
APC SUA 5000RMI 5U,3405000.0,https://prod.danawa.com/info/?pcode=73084&cate=112777,APC,73084,//img.danawa.com/prod_img/large/group_146/73084_1.jpg?shrink=330:*&_v=20170412153358,UPS,,,,,,,,,,,,,,,660,,,,,,,,,0,0,0,,200307,
EATON Ellipse ECO 1600 USB DIN 기본,379000.0,https://prod.danawa.com/info/?pcode=2722722&cate=112777,EATON,2722722,//img.danawa.com/prod_img/500000/722/722/img/2722722_1.jpg?shrink=330:*&_v=20201007112656,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
HOPELY 600MB KC NEW 벌크,25490.0,https://prod.danawa.com/info/?pcode=9247065&cate=112777,HOPELY,9247065,//img.danawa.com/prod_img/500000/065/247/img/9247065_1.jpg?shrink=330:*&_v=20210202161245,ATX 파워,300,,,,,,,,,120.0,1,,15,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,1.0,1.0,4,4.0,,10,1,43,2,201908,
라이트컴 COMS 릴레이형 듀얼파워 커넥터 IE869,5790.0,https://prod.danawa.com/info/?pcode=5724916&cate=112777,라이트컴 COMS,5724916,//img.danawa.com/prod_img/500000/916/724/img/5724916_1.jpg?shrink=330:*&_v=20171212162624,전용 액세서리,,,,,,,,,,,,,,,,24핀,,,,,,,,0,0,0,,201712,
APC RBC7 교체용 배터리,308000.0,https://prod.danawa.com/info/?pcode=2734545&cate=112777,APC,2734545,//img.danawa.com/prod_img/500000/545/734/img/2734545_1.jpg?shrink=330:*&_v=20140731115441,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201407,
르그랑코리아 KEOR SP1500,320000.0,https://prod.danawa.com/info/?pcode=13951292&cate=112777,르그랑코리아,13951292,//img.danawa.com/prod_img/500000/292/951/img/13951292_1.jpg?shrink=330:*&_v=20210420155417,UPS,,,,,,,,,,,,,,,380,,,,,,,,,0,0,0,,202104,
APC SRT192BP2 외장 배터리,1975000.0,https://prod.danawa.com/info/?pcode=5701772&cate=112777,APC,5701772,//img.danawa.com/prod_img/500000/772/701/img/5701772_1.jpg?shrink=330:*&_v=20171204170532,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201712,
델타 RT-5K,3250000.0,https://prod.danawa.com/info/?pcode=20613125&cate=112777,델타,20613125,//img.danawa.com/prod_img/500000/125/613/img/20613125_1.jpg?shrink=330:*&_v=20230620155138,UPS,,,,,,,,,,,,,,,430,,,,,,,,,0,0,0,,202306,
APC SMT1500IC,740000.0,https://prod.danawa.com/info/?pcode=13381670&cate=112777,APC,13381670,//img.danawa.com/prod_img/500000/670/381/img/13381670_1.jpg?shrink=330:*&_v=20210415131747,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,202102,
EATON 5P 1550G,691000.0,https://prod.danawa.com/info/?pcode=5651165&cate=112777,EATON,5651165,//img.danawa.com/prod_img/500000/165/651/img/5651165_1.jpg?shrink=330:*&_v=20180124170538,UPS,,,,,,,,,,,,,,,450,,,,,,,,,0,0,0,,201711,
셀텍 LR1010 DC to DC 180W 어댑터 미포함,37990.0,https://prod.danawa.com/info/?pcode=2180509&cate=112777,셀텍,2180509,//img.danawa.com/prod_img/500000/509/180/img/2180509_1.jpg?shrink=330:*&_v=20210215141832,DC to DC,,,,,,,,,,,,,604,,,24핀(20+4),,,,,2,1.0,,0,0,0,,201308,
셀텍 LR1204 DC to DC 150W 12V/5A 60W 어댑터 포함,32790.0,https://prod.danawa.com/info/?pcode=24713822&cate=112777,셀텍,24713822,//img.danawa.com/prod_img/500000/822/713/img/24713822_1.jpg?shrink=330:*&_v=20230731172122,DC to DC,,,,,,,,,,,,,8,,,24핀(20+4),,,,,1,1.0,,0,0,0,,202307,
COUGAR GEX 750 80PLUS GOLD Full Modular,124000.0,https://prod.danawa.com/info/?pcode=12165989&cate=112777,COUGAR,12165989,//img.danawa.com/prod_img/500000/989/165/img/12165989_1.jpg?shrink=330:*&_v=20211117123329,ATX 파워,750,80 PLUS 골드,,,3.0,+12V 싱글레일,100.0,,,120.0,1,HDB/HYB,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,4.0,,8,6.0,,35,14,63,10,202009,
APC SRT96BP 외장 배터리,1180000.0,https://prod.danawa.com/info/?pcode=5699969&cate=112777,APC,5699969,//img.danawa.com/prod_img/500000/969/699/img/5699969_1.jpg?shrink=330:*&_v=20171204135936,UPS,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,201712,
APC SRT10KXLI,7995000.0,https://prod.danawa.com/info/?pcode=4237990&cate=112777,APC,4237990,//img.danawa.com/prod_img/500000/990/237/img/4237990_1.jpg?shrink=330:*&_v=20170412153132,UPS,,,,,,,,,,,,,,,715,,,,,,,,,0,0,0,,201607,
PNC PARTNER  EVEREST 500K RGB 벌크,37400.0,https://prod.danawa.com/info/?pcode=11292813&cate=112777,PNC PARTNER,11292813,//img.danawa.com/prod_img/500000/813/292/img/11292813_1.jpg?shrink=330:*&_v=20210127142256,ATX 파워,500,,,,,+12V 싱글레일,,,,120.0,1,,32.5,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,66,0,43,3,201904,
에너지옵티머스 Thunderbolt S600 PRO,15900.0,https://prod.danawa.com/info/?pcode=7725250&cate=112777,에너지옵티머스,7725250,//img.danawa.com/prod_img/500000/250/725/img/7725250_1.jpg?shrink=330:*&_v=20210825171021,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,13,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,2,21,2,201905,
ares Akira T500BK Plus UP,21000.0,https://prod.danawa.com/info/?pcode=4944620&cate=112777,ares,4944620,//img.danawa.com/prod_img/500000/620/944/img/4944620_1.jpg?shrink=330:*&_v=20170410133648,TFX 파워,200,,,,,+12V 싱글레일,,,,80.0,1,,9,케이블일체형,,24핀(20+4),,,,,3,3.0,,8,0,0,2,201702,
써멀테이크 터프파워 그랜드 RGB 750W 골드 풀 모듈러,,https://prod.danawa.com/info/?pcode=5245870&cate=112777,써멀테이크,5245870,//img.danawa.com/prod_img/500000/870/245/img/5245870_1.jpg?shrink=330:*&_v=20210202174338,ATX 파워,750,80 PLUS 골드,,,2.0,+12V 싱글레일,100.0,액티브PFC,99.0,140.0,1,HDB/HYB,62.5,풀모듈러,160,24핀(20+4),8핀(4+4) 1개,,4.0,,9,4.0,,127,6,63,10,201706,
썬루트 TX650 80PLUS BRONZE 230V EU,56000.0,https://prod.danawa.com/info/?pcode=11720066&cate=112777,썬루트,11720066,//img.danawa.com/prod_img/500000/066/720/img/11720066_1.jpg?shrink=330:*&_v=20210203161954,ATX 파워,650,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,,54,케이블일체형,150,24핀(20+4),8핀(4+4) 1개,,2.0,,6,3.0,,10,14,43,5,202007,
에너맥스 MAXPRO II EMP600AGT-C 80Plus Standard 230V EU,58000.0,https://prod.danawa.com/info/?pcode=10418007&cate=112777,에너맥스,10418007,//img.danawa.com/prod_img/500000/007/418/img/10418007_1.jpg?shrink=330:*&_v=20210120111007,ATX 파워,600,80 PLUS 스탠다드,,,,,92.0,액티브PFC,99.0,120.0,1,,46,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,3.0,,42,2,107,5,202001,
PowerFul P-FUL PF600REAL 12VSD,51700.0,https://prod.danawa.com/info/?pcode=7828099&cate=112777,PowerFul,7828099,//img.danawa.com/prod_img/500000/099/828/img/7828099_1.jpg?shrink=330:*&_v=20190430114935,ATX 파워,600,,,,,+12V 다중레일,,,,120.0,1,,22,케이블일체형,140,24핀(20+4),,,2.0,,6,3.0,,8,0,0,3,201904,
