name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
앱코 SETTLER-II ST-700S 80PLUS STANDARD,56000.0,https://prod.danawa.com/info/?pcode=18872015&cate=112777,앱코,18872015,//img.danawa.com/prod_img/500000/015/872/img/18872015_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,85.0,액티브PFC,99.0,120.0,1,,42,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,3.0,,7,3.0,,40,2,47,6,202301,
마이크로닉스 Classic II 풀체인지 600W 80PLUS BRONZE 230V EU,58131.0,https://prod.danawa.com/info/?pcode=14677028&cate=112777,마이크로닉스,14677028,//img.danawa.com/prod_img/500000/028/677/img/14677028_1.jpg?shrink=330:*&_v=20230911161530,ATX 파워,600,80 PLUS 브론즈,BRONZE,STANDARD+,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),50,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,43,6,59,7,202107,
잘만 TeraMax II 1000W 80PLUS Gold 풀모듈러 블랙 ATX 3.0 (PCIE5),169970.0,https://prod.danawa.com/info/?pcode=20662874&cate=112777,잘만,20662874,//img.danawa.com/prod_img/500000/874/662/img/20662874_1.jpg?shrink=330:*&_v=20230628150349,ATX 파워,1000,80 PLUS 골드,PLATINUM,A-,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),83.33,풀모듈러,140,24핀,8핀(4+4) 2개,1.0,4.0,,12,3.0,,56,6,63,10,202306,
맥스엘리트 MAXWELL DUKE 1000W 80PLUS PLATINUM 풀모듈러 ATX 3.0,218000.0,https://prod.danawa.com/info/?pcode=18901058&cate=112777,맥스엘리트,18901058,//img.danawa.com/prod_img/500000/058/901/img/18901058_1.jpg?shrink=330:*&_v=20230915100517,ATX 파워,1000,80 PLUS 플레티넘,PLATINUM,A-,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),83,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,12,6.0,,31,14,383,10,202302,
맥스엘리트 MAXWELL PRIMO 600W 80PLUS STANDARD 플랫,52500.0,https://prod.danawa.com/info/?pcode=18503426&cate=112777,맥스엘리트,18503426,//img.danawa.com/prod_img/500000/426/503/img/18503426_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,96.0,액티브PFC,95.0,120.0,1,HDB/HYB,48,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,2.0,,40,2,379,5,202212,
마이크로닉스 Classic II 풀체인지 700W 80PLUS BRONZE 230V EU,78031.0,https://prod.danawa.com/info/?pcode=13934357&cate=112777,마이크로닉스,13934357,//img.danawa.com/prod_img/500000/357/934/img/13934357_1.jpg?shrink=330:*&_v=20230911161543,ATX 파워,700,80 PLUS 브론즈,BRONZE,STANDARD,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),58.3,케이블일체형,140,24핀(20+4),8+4+4핀 1개,1.0,2.0,,6,4.0,,43,6,59,7,202104,
마이크로닉스 WIZMAX 850W 80PLUS SILVER ATX3.0 (PCIE5),132000.0,https://prod.danawa.com/info/?pcode=20628194&cate=112777,마이크로닉스,20628194,//img.danawa.com/prod_img/500000/194/628/img/20628194_1.jpg?shrink=330:*&_v=20230710093109,ATX 파워,850,80 PLUS 실버,,,0.9,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB,70.8,,160,24핀(20+4),8+4+4핀 1개,1.0,2.0,,8,4.0,,58,6,619,6,202306,
마이크로닉스 Classic II 풀체인지 800W 80PLUS BRONZE 230V EU,92915.0,https://prod.danawa.com/info/?pcode=13934516&cate=112777,마이크로닉스,13934516,//img.danawa.com/prod_img/500000/516/934/img/13934516_1.jpg?shrink=330:*&_v=20230911161604,ATX 파워,800,80 PLUS 브론즈,SILVER,STANDARD+,0.6,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),67,케이블일체형,140,24핀(20+4),8+4+4핀 1개,1.0,2.0,,8,4.0,,43,6,59,7,202104,
darkFlash UPMOST 850W 80PLUS GOLD FULL MODULAR 화이트,140860.0,https://prod.danawa.com/info/?pcode=19814027&cate=112777,darkFlash,19814027,//img.danawa.com/prod_img/500000/027/814/img/19814027_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70.5,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,3.0,,8,4.0,,49,6,63,10,202304,
마이크로닉스 Classic II 750W 80PLUS GOLD 230V EU 풀모듈러,134082.0,https://prod.danawa.com/info/?pcode=12487214&cate=112777,마이크로닉스,12487214,//img.danawa.com/prod_img/500000/214/487/img/12487214_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,750,80 PLUS 골드,,,0.2,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),62.5,풀모듈러,140,24핀(20+4),8+4+4핀 1개,1.0,2.0,,8,4.0,,47,14,63,10,202010,
마이크로닉스 COOLMAX VISION II 500W,39880.0,https://prod.danawa.com/info/?pcode=16566995&cate=112777,마이크로닉스,16566995,//img.danawa.com/prod_img/500000/995/566/img/16566995_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,500,,,,0.3,+12V 싱글레일,100.0,,,120.0,1,HDB/HYB,41.7,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,8,6,43,5,202203,
마이크로닉스 Classic II 850W 80PLUS GOLD 230V EU 풀모듈러,157178.0,https://prod.danawa.com/info/?pcode=12487301&cate=112777,마이크로닉스,12487301,//img.danawa.com/prod_img/500000/301/487/img/12487301_1.jpg?shrink=330:*&_v=20230627162543,ATX 파워,850,80 PLUS 골드,,,0.5,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),70.8,풀모듈러,140,24핀(20+4),8+4+4핀 1개,1.0,2.0,,8,4.0,,47,14,63,10,202010,
잘만 MegaMax 800W 80PLUS STANDARD,67670.0,https://prod.danawa.com/info/?pcode=15786305&cate=112777,잘만,15786305,//img.danawa.com/prod_img/500000/305/786/img/15786305_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,800,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,HDB/HYB,60,케이블일체형,140,24핀(20+4),8+4+4핀 1개,,4.0,,8,4.0,,40,2,43,6,202111,
잘만 MegaMax 600W 80PLUS STANDARD,52420.0,https://prod.danawa.com/info/?pcode=10174200&cate=112777,잘만,10174200,//img.danawa.com/prod_img/500000/200/174/img/10174200_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,98.0,120.0,1,HDB/HYB,45,케이블일체형,140,24핀(20+4),8(4+4)+4핀 1개,,2.0,,6,4.0,,42,2,43,6,201912,
마이크로닉스 Classic II 풀체인지 500W 80PLUS BRONZE 230V EU,50690.0,https://prod.danawa.com/info/?pcode=14677133&cate=112777,마이크로닉스,14677133,//img.danawa.com/prod_img/500000/133/677/img/14677133_1.jpg?shrink=330:*&_v=20230911161519,ATX 파워,500,80 PLUS 브론즈,BRONZE,STANDARD++,,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),41.6,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,3.0,,43,6,59,7,202107,
MSI MAG A850GL 80PLUS 골드 풀 모듈러 ATX 3.0 (PCIE5),147300.0,https://prod.danawa.com/info/?pcode=21206702&cate=112777,MSI,21206702,//img.danawa.com/prod_img/500000/702/206/img/21206702_1.jpg?shrink=330:*&_v=20230720151715,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,,120.0,1,FDB(유체),70.5,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,3.0,4.0,,8,4.0,,48,4,1087,7,202307,
마이크로닉스 COOLMAX P-1050W 80PLUS PLATINUM ATX 3.0 (PCIE5),239000.0,https://prod.danawa.com/info/?pcode=19961321&cate=112777,마이크로닉스,19961321,//img.danawa.com/prod_img/500000/321/961/img/19961321_1.jpg?shrink=330:*&_v=20230427151345,ATX 파워,1050,80 PLUS 플레티넘,,,1.5,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),87.5,풀모듈러,140,24핀(20+4),8핀(4+4) 1개,1.0,2.0,,10,4.0,,43,14,623,10,202304,
SuperFlower SF-850F14HG LEADEX III GOLD WHITE (PCIE 5),163980.0,https://prod.danawa.com/info/?pcode=20315813&cate=112777,SuperFlower,20315813,//img.danawa.com/prod_img/500000/813/315/img/20315813_1.jpg?shrink=330:*&_v=20230525125039,ATX 파워,850,80 PLUS 골드,A,,,+12V 싱글레일,99.0,액티브PFC,,130.0,1,FDB(유체),70.8,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,1.0,6.0,,9,4.0,,55,2,63,10,202305,
SuperFlower SF-1000F14XG LEADEX VII GOLD ATX 3.0 (PCIE5),227770.0,https://prod.danawa.com/info/?pcode=20057756&cate=112777,SuperFlower,20057756,//img.danawa.com/prod_img/500000/756/057/img/20057756_1.jpg?shrink=330:*&_v=20230523102424,ATX 파워,1000,80 PLUS 골드,PLATINUM,,,+12V 싱글레일,99.0,액티브PFC,99.0,140.0,1,FDB(유체),83.3,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,12,4.0,,51,14,639,10,202305,
시소닉 VERTEX GX-1200 GOLD Full Modular ATX 3.0,395000.0,https://prod.danawa.com/info/?pcode=18698087&cate=112777,시소닉,18698087,//img.danawa.com/prod_img/500000/087/698/img/18698087_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,1200,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),100,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,16,3.0,,11,6,383,10,202301,
잘만 EcoMax 500W,35730.0,https://prod.danawa.com/info/?pcode=6216861&cate=112777,잘만,6216861,//img.danawa.com/prod_img/500000/861/216/img/6216861_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,500,,,,,+12V 다중레일,91.0,,,120.0,1,,"20, 20",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,8,1,43,3,201806,
마이크로닉스 WIZMAX 1050W 80PLUS PLATINUM 풀모듈러 ATX 3.0 (PCIE5),231576.0,https://prod.danawa.com/info/?pcode=19023893&cate=112777,마이크로닉스,19023893,//img.danawa.com/prod_img/500000/893/023/img/19023893_1.jpg?shrink=330:*&_v=20230824123252,ATX 파워,1050,80 PLUS 플레티넘,TITANIUM,STANDARD++,0.4,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),87.5,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,12,4.0,,59,14,639,10,202302,
마이크로닉스 Classic II 750W 80PLUS GOLD 230V EU 풀모듈러 화이트,135787.0,https://prod.danawa.com/info/?pcode=16237661&cate=112777,마이크로닉스,16237661,//img.danawa.com/prod_img/500000/661/237/img/16237661_1.jpg?shrink=330:*&_v=20230728161844,ATX 파워,750,80 PLUS 골드,,,0.2,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),62.5,풀모듈러,140,24핀(20+4),8+4+4핀 2개,1.0,2.0,,8,4.0,,47,14,63,10,202201,
시소닉 FOCUS GOLD GM-750 Modular,152000.0,https://prod.danawa.com/info/?pcode=9782097&cate=112777,시소닉,9782097,//img.danawa.com/prod_img/500000/097/782/img/9782097_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,750,80 PLUS 골드,,,3.0,,99.0,액티브PFC,99.0,120.0,1,FDB(유체),62,세미모듈러,140,24핀(20+4),8핀(4+4) 2개,,4.0,,8,3.0,,56,6,63,7,201910,
마이크로닉스 WIZMAX 750W 80PLUS GOLD,83612.0,https://prod.danawa.com/info/?pcode=17538716&cate=112777,마이크로닉스,17538716,//img.danawa.com/prod_img/500000/716/538/img/17538716_1.jpg?shrink=330:*&_v=20221222165514,ATX 파워,750,80 PLUS 골드,,,0.4,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,HDB/HYB,62.5,케이블일체형,,24핀(20+4),8+4+4핀 1개,,4.0,,6,4.0,,58,6,123,7,202207,
앱코 ULTIMATE GX850 80PLUS GOLD 풀모듈러 ATX 3.0 블랙,159000.0,https://prod.danawa.com/info/?pcode=23573519&cate=112777,앱코,23573519,//img.danawa.com/prod_img/500000/519/573/img/23573519_1.jpg?shrink=330:*&_v=20230727132939,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,99.0,,1,FDB(유체),70.5,풀모듈러,140,24핀(20+4),8+4+4핀 1개,1.0,3.0,,12,8.0,,27,6,381,10,202307,
맥스엘리트 MAXWELL DUKE 1000W 80PLUS PLATINUM 풀모듈러 ATX 3.0 WHITE,222130.0,https://prod.danawa.com/info/?pcode=27602531&cate=112777,맥스엘리트,27602531,//img.danawa.com/prod_img/500000/531/602/img/27602531_1.jpg?shrink=330:*&_v=20230915100552,ATX 파워,1000,80 PLUS 플레티넘,PLATINUM,A-,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),83,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,12,6.0,,31,14,383,10,202308,
NZXT C1200 80Plus Gold Full Modular ATX 3.0,232950.0,https://prod.danawa.com/info/?pcode=19587200&cate=112777,NZXT,19587200,//img.danawa.com/prod_img/500000/200/587/img/19587200_1.jpg?shrink=330:*&_v=20230331164428,ATX 파워,1200,80 PLUS 골드,GOLD,,,+12V 싱글레일,100.0,액티브PFC,96.0,135.0,1,FDB(유체),100,풀모듈러,150,24핀(20+4),8+4+4핀 1개,1.0,4.0,,8,4.0,,7,14,59,10,202303,
시소닉 A12 STANDARD 230V EU SSR-600RA LLC,62000.0,https://prod.danawa.com/info/?pcode=11247363&cate=112777,시소닉,11247363,//img.danawa.com/prod_img/500000/363/247/img/11247363_1.jpg?shrink=330:*&_v=20210621093905,ATX 파워,600,80 PLUS 스탠다드,,,0.7,+12V 싱글레일,96.0,액티브PFC,99.0,120.0,1,Sleeve,48,케이블일체형,140,24핀(20+4),8(4+4)+4핀 1개,,2.0,,6,3.0,,42,9,635,5,202005,
마이크로닉스 Classic II 풀체인지 700W 80PLUS BRONZE 230V EU 화이트,87900.0,https://prod.danawa.com/info/?pcode=16342190&cate=112777,마이크로닉스,16342190,//img.danawa.com/prod_img/500000/190/342/img/16342190_1.jpg?shrink=330:*&_v=20230731174221,ATX 파워,700,80 PLUS 브론즈,BRONZE,STANDARD,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),58.3,케이블일체형,140,24핀(20+4),8+4+4핀 1개,1.0,2.0,,6,4.0,,43,6,59,7,202202,
마이크로닉스 WIZMAX 1200W 80PLUS PLATINUM 풀모듈러 ATX 3.0 (PCIE5),278072.0,https://prod.danawa.com/info/?pcode=19023932&cate=112777,마이크로닉스,19023932,//img.danawa.com/prod_img/500000/932/023/img/19023932_1.jpg?shrink=330:*&_v=20230824123342,ATX 파워,1200,80 PLUS 플레티넘,TITANIUM,STANDARD++,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),100,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,12,4.0,,59,14,639,10,202302,
SuperFlower SF-850F14XG LEADEX VII GOLD ATX 3.0 (PCIE5),183470.0,https://prod.danawa.com/info/?pcode=20057990&cate=112777,SuperFlower,20057990,//img.danawa.com/prod_img/500000/990/057/img/20057990_1.jpg?shrink=330:*&_v=20230523101341,ATX 파워,850,80 PLUS 골드,PLATINUM,,,+12V 싱글레일,99.0,액티브PFC,99.0,140.0,1,FDB(유체),70.8,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,12,4.0,,51,14,639,10,202305,
시소닉 FOCUS GOLD GM-850 Modular,176000.0,https://prod.danawa.com/info/?pcode=10448835&cate=112777,시소닉,10448835,//img.danawa.com/prod_img/500000/835/448/img/10448835_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,850,80 PLUS 골드,,,3.0,,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70,세미모듈러,140,24핀(20+4),8핀(4+4) 2개,,6.0,,8,3.0,,58,6,63,7,202001,
맥스엘리트 MAXWELL DUKE 1300W 80PLUS PLATINUM 풀모듈러 ATX 3.0 WHITE,297790.0,https://prod.danawa.com/info/?pcode=27602564&cate=112777,맥스엘리트,27602564,//img.danawa.com/prod_img/500000/564/602/img/27602564_1.jpg?shrink=330:*&_v=20230830141140,ATX 파워,1300,80 PLUS 플레티넘,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),108,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,12,6.0,,31,14,383,10,202308,
맥스엘리트 MAXWELL BARON 700W 80PLUS BRONZE 플랫,73040.0,https://prod.danawa.com/info/?pcode=16200479&cate=112777,맥스엘리트,16200479,//img.danawa.com/prod_img/500000/479/200/img/16200479_1.jpg?shrink=330:*&_v=20230503152932,ATX 파워,700,80 PLUS 브론즈,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,HDB/HYB,58,케이블일체형,140,24핀(20+4),8핀(4+4) 2개,,2.0,,3,3.0,,40,2,379,7,202201,
리안리 SP750 80PLUS GOLD WHITE,164700.0,https://prod.danawa.com/info/?pcode=16489511&cate=112777,리안리,16489511,//img.danawa.com/prod_img/500000/511/489/img/16489511_1.jpg?shrink=330:*&_v=20230418173135,M-ATX(SFX) 파워,750,80 PLUS 골드,TITANIUM,STANDARD+,,,99.0,,,92.0,1,FDB(유체),62,풀모듈러,100,24핀(20+4),,,3.0,,2,1.0,,19,0,63,5,202202,
시소닉 FOCUS GOLD GX-1000 Full Modular,271000.0,https://prod.danawa.com/info/?pcode=9564369&cate=112777,시소닉,9564369,//img.danawa.com/prod_img/500000/369/564/img/9564369_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,1000,80 PLUS 골드,,,3.0,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),83,풀모듈러,140,24핀,8핀(4+4) 2개,,6.0,,10,5.0,,63,6,63,10,201909,
쿨러마스터 MWE 600 BRONZE V2 230V,55990.0,https://prod.danawa.com/info/?pcode=12400646&cate=112777,쿨러마스터,12400646,//img.danawa.com/prod_img/500000/646/400/img/12400646_1.jpg?shrink=330:*&_v=20210107134751,ATX 파워,600,80 PLUS 브론즈,,,,+12V 싱글레일,98.0,액티브PFC,,120.0,1,HDB/HYB,49,케이블일체형,140,24핀,8+4+4핀 1개,,4.0,,6,3.0,,32,12,59,5,202010,
마이크로닉스 COOLMAX VISION II 600W,48500.0,https://prod.danawa.com/info/?pcode=16567067&cate=112777,마이크로닉스,16567067,//img.danawa.com/prod_img/500000/067/567/img/16567067_1.jpg?shrink=330:*&_v=20220314140636,ATX 파워,600,,,,0.8,+12V 싱글레일,100.0,,,120.0,1,HDB/HYB,50,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,8,6,43,5,202203,
EVGA 750 GQ 80PLUS GOLD,119900.0,https://prod.danawa.com/info/?pcode=5973034&cate=112777,EVGA,5973034,//img.danawa.com/prod_img/500000/034/973/img/5973034_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,135.0,1,FDB(유체),62.4,세미모듈러,165,24핀,8핀(4+4) 2개,,6.0,,9,3.0,,19,22,63,5,201803,
앱코 ULTIMATE GX850 80PLUS GOLD 풀모듈러 ATX 3.0 화이트,169000.0,https://prod.danawa.com/info/?pcode=23575055&cate=112777,앱코,23575055,//img.danawa.com/prod_img/500000/055/575/img/23575055_1.jpg?shrink=330:*&_v=20230727133110,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,99.0,,1,FDB(유체),70.5,풀모듈러,140,24핀(20+4),8+4+4핀 1개,1.0,3.0,,12,8.0,,27,6,381,10,202307,
쿨러마스터 MWE 500 BRONZE V2 230V,45700.0,https://prod.danawa.com/info/?pcode=12400607&cate=112777,쿨러마스터,12400607,//img.danawa.com/prod_img/500000/607/400/img/12400607_1.jpg?shrink=330:*&_v=20210107134956,ATX 파워,500,80 PLUS 브론즈,,,,+12V 싱글레일,98.0,액티브PFC,,120.0,1,HDB/HYB,41,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,6,3.0,,32,12,59,5,202010,
NEWZEN SKULL 1000XM ATX 3.0 80PLUS GOLD PCIE5,192000.0,https://prod.danawa.com/info/?pcode=20507534&cate=112777,NEWZEN,20507534,//img.danawa.com/prod_img/500000/534/507/img/20507534_1.jpg?shrink=330:*&_v=20230801085709,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),83.5,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,12,4.0,,51,6,639,10,202306,
Antec NeoECO 850W 80PLUS GOLD 풀모듈러 ATX 3.0 (PCIE5),188990.0,https://prod.danawa.com/info/?pcode=25098770&cate=112777,Antec,25098770,//img.danawa.com/prod_img/500000/770/098/img/25098770_1.jpg?shrink=330:*&_v=20230801103603,ATX 파워,850,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,,120.0,1,FDB(유체),70.8,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,4.0,,12,4.0,,59,14,639,10,202308,
마이크로닉스 Classic II 1050W 80PLUS GOLD 230V EU 풀모듈러,195301.0,https://prod.danawa.com/info/?pcode=12487337&cate=112777,마이크로닉스,12487337,//img.danawa.com/prod_img/500000/337/487/img/12487337_1.jpg?shrink=330:*&_v=20230519102751,ATX 파워,1050,80 PLUS 골드,,,0.1,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,FDB(유체),87.5,풀모듈러,140,24핀(20+4),8핀(4+4) 1개,1.0,2.0,,10,4.0,,47,14,63,10,202010,
시소닉 VERTEX GX-1000 GOLD Full Modular ATX 3.0,345000.0,https://prod.danawa.com/info/?pcode=18698078&cate=112777,시소닉,18698078,//img.danawa.com/prod_img/500000/078/698/img/18698078_1.jpg?shrink=330:*&_v=20230307103912,ATX 파워,1000,80 PLUS 골드,,,,+12V 싱글레일,100.0,액티브PFC,99.0,135.0,1,FDB(유체),83,풀모듈러,160,24핀(20+4),8핀(4+4) 2개,1.0,3.0,,16,3.0,,11,6,383,10,202301,
쿨러마스터 MWE GOLD 1250-V2 ATX 3.0 (PCIE5),266150.0,https://prod.danawa.com/info/?pcode=18429605&cate=112777,쿨러마스터,18429605,//img.danawa.com/prod_img/500000/605/429/img/18429605_1.jpg?shrink=330:*&_v=20221206095853,ATX 파워,1250,80 PLUS 골드,,,,,,액티브PFC,,140.0,1,FDB(유체),104,풀모듈러,180,24핀,8+4+4핀 1개,1.0,3.0,,12,4.0,,19,2,63,10,202212,
FSP HYPER K 600W 80PLUS Standard 230V EU,57980.0,https://prod.danawa.com/info/?pcode=4027461&cate=112777,FSP,4027461,//img.danawa.com/prod_img/500000/461/027/img/4027461_1.jpg?shrink=330:*&_v=20210107094115,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,Rifle,45,케이블일체형,140,24핀,8핀(4+4) 1개,,2.0,,6,3.0,,40,1,37,5,201605,
SuperFlower SF-1000F14PE LEADEX VI PRO PLATINUM BLACK (PCIE 5),238000.0,https://prod.danawa.com/info/?pcode=20202218&cate=112777,SuperFlower,20202218,//img.danawa.com/prod_img/500000/218/202/img/20202218_1.jpg?shrink=330:*&_v=20230518080659,ATX 파워,1000,80 PLUS 플레티넘,,,0.5,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),83.3,풀모듈러,150,24핀(20+4),8핀(4+4) 2개,1.0,8.0,,12,4.0,,51,14,639,10,202305,
아이구주 TITAN GF-850 80PLUS GOLD Full Modular,124650.0,https://prod.danawa.com/info/?pcode=15216788&cate=112777,아이구주,15216788,//img.danawa.com/prod_img/500000/788/216/img/15216788_1.jpg?shrink=330:*&_v=20230621161852,ATX 파워,850,80 PLUS 골드,,,3.0,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),70.5,풀모듈러,140,24핀,8+4+4+4핀 1개,1.0,,6.0,12,4.0,,58,6,63,10,202109,
잘만 EcoMax 700W,47220.0,https://prod.danawa.com/info/?pcode=14998259&cate=112777,잘만,14998259,//img.danawa.com/prod_img/500000/259/998/img/14998259_1.jpg?shrink=330:*&_v=20230830134026,ATX 파워,700,,,,,+12V 싱글레일,85.0,,,120.0,1,HDB/HYB,50,,140,24핀(20+4),8+4+4핀 1개,,4.0,,5,3.0,,8,2,43,3,202108,
NEWZEN SKULL 850SM MODULAR ATX 3.0 80PLUS GOLD (PCIE5),123050.0,https://prod.danawa.com/info/?pcode=24713456&cate=112777,NEWZEN,24713456,//img.danawa.com/prod_img/500000/456/713/img/24713456_1.jpg?shrink=330:*&_v=20230731172504,ATX 파워,850,80 PLUS 골드,,,1.0,+12V 싱글레일,100.0,액티브PFC,,120.0,1,HDB/HYB,70.5,세미모듈러,140,24핀(20+4),8핀(4+4) 2개,1.0,2.0,,6,3.0,,50,6,639,10,202307,
마이크로닉스 COOLMAX FOCUS II 900W ETA SILVER PCIE5,94900.0,https://prod.danawa.com/info/?pcode=20009693&cate=112777,마이크로닉스,20009693,//img.danawa.com/prod_img/500000/693/009/img/20009693_1.jpg?shrink=330:*&_v=20230503102033,ATX 파워,900,,SILVER,STANDARD,,+12V 싱글레일,100.0,액티브PFC,99.0,140.0,1,HDB,75,,150,24핀(20+4),8+4+4핀 1개,1.0,4.0,,6,3.0,,40,6,619,5,202305,
GIGABYTE UD750GM 80PLUS GOLD 풀모듈러 피씨디렉트,99890.0,https://prod.danawa.com/info/?pcode=16761692&cate=112777,GIGABYTE,16761692,//img.danawa.com/prod_img/500000/692/761/img/16761692_1.jpg?shrink=330:*&_v=20220406095837,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,,액티브PFC,,120.0,1,HDB/HYB,61,풀모듈러,140,24핀(20+4),8핀(4+4) 2개,,4.0,,8,3.0,,19,2,63,10,202202,
마이크로닉스 Classic II 풀체인지 600W 80PLUS BRONZE 230V EU 화이트,62318.0,https://prod.danawa.com/info/?pcode=16965596&cate=112777,마이크로닉스,16965596,//img.danawa.com/prod_img/500000/596/965/img/16965596_1.jpg?shrink=330:*&_v=20230731174307,ATX 파워,600,80 PLUS 브론즈,BRONZE,STANDARD+,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),50,케이블일체형,140,24핀(20+4),8+4핀 1개,,2.0,,6,4.0,,43,6,59,7,202205,
