name,price,link,company,product_seq,image,cpu_socket,chipset,form_factor,memory_type,memory_number,memory_capacity,xmp,expo,sata3_number,m2_number,m2_interface,m2_formfactor,pcie_version,vga_connection,wireless_lan,wired_lan_speed,phase,graphic_output,back_panel,io_header,feature,reg_date,bookmark
Supermicro X13SRA-TF STCOM,1263550,https://prod.danawa.com/info/?pcode=20606708&cate=112751,Supermicro,20606708,//img.danawa.com/prod_img/500000/708/606/img/20606708_1.jpg?shrink=330:*&_v=20230620125649,인텔(소켓4677),인텔 W790,(30.48x26.67cm),DDR5,8,2048.0,,,6,2,20,40,24,,0,10.0,,16,USB 3.2 / USB 3.1 / RJ-45 / 오디오잭 / 시리얼포트,8240,0,202306,
Supermicro H12SSL-C STCOM,1178710,https://prod.danawa.com/info/?pcode=20509004&cate=112751,Supermicro,20509004,//img.danawa.com/prod_img/500000/004/509/img/20509004_1.jpg?shrink=330:*&_v=20230612160225,AMD(소켓SP3),,ATX (30.5x24.4cm),DDR4,8,2048.0,,,8,4,10,40,8,,0,10.0,,16,USB 3.0 / USB 2.0 / RJ-45 / 시리얼포트,8208,0,202306,
Supermicro X13SEM-F STCOM,1361040,https://prod.danawa.com/info/?pcode=20600072&cate=112751,Supermicro,20600072,//img.danawa.com/prod_img/500000/072/600/img/20600072_1.jpg?shrink=330:*&_v=20230619182755,인텔(소켓4677),인텔 C741,M-ATX (24.4x24.4cm),DDR5,8,2048.0,,,10,2,10,40,16,,0,10.0,,16,USB 3.0 / USB 2.0 / RJ-45,8240,64,202306,
Supermicro H12DSi-NT6 STCOM,1520260,https://prod.danawa.com/info/?pcode=20508416&cate=112751,Supermicro,20508416,//img.danawa.com/prod_img/500000/416/508/img/20508416_1.jpg?shrink=330:*&_v=20230612160157,AMD(소켓SP3),,E-ATX (30.5x33.0cm),DDR4,16,256,,,10,4,10,40,4,,0,100.0,,16,USB 3.0 / USB 2.0 / RJ-45 / 시리얼포트,8208,0,202306,
ASRock B85M PRO4 (중고),37490,https://prod.danawa.com/info/?pcode=5994057&cate=112751,ASRock,5994057,//img.danawa.com/prod_img/500000/057/994/img/5994057_1.jpg?shrink=330:*&_v=20180518143902,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,4,32,1.0,,4,,0,0,5,PCIe3.0 x16,0,10.0,4.0,26,USB 3.0 / S/PDIF / PS/2,0,0,201305,
Supermicro X13SEI-TF STCOM,1431650,https://prod.danawa.com/info/?pcode=20600042&cate=112751,Supermicro,20600042,//img.danawa.com/prod_img/500000/042/600/img/20600042_1.jpg?shrink=330:*&_v=20230619182925,인텔(소켓4677),인텔 C741,(31.24x25.65cm),DDR5,8,2048.0,,,10,2,18,40,16,,0,100.0,,16,USB 3.0 / USB 2.0 / RJ-45,8208,64,202306,
Supermicro X13DEI-T STCOM,1963200,https://prod.danawa.com/info/?pcode=20645075&cate=112751,Supermicro,20645075,//img.danawa.com/prod_img/500000/075/645/img/20645075_1.jpg?shrink=330:*&_v=20230622134003,인텔(소켓4677),인텔 C741,E-ATX (30.74x33.15cm),DDR5,16,4096.0,,,10,2,10,40,16,,0,100.0,,16,USB 3.0 / USB 2.0 / RJ-45 / 시리얼포트,8240,0,202306,
ASUS PRIME A320M-K 아이보라,68490,https://prod.danawa.com/info/?pcode=5122402&cate=112751,ASUS PRIME,5122402,//img.danawa.com/prod_img/500000/402/122/img/5122402_1.jpg?shrink=330:*&_v=20230215074907,AMD(소켓AM4),AMD A320,M-ATX (22.6x22.1cm),DDR4,2,32,,,4,1,7,14,2,,0,10.0,6.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,64,201705,
Supermicro H13SSL-NT STCOM,1388480,https://prod.danawa.com/info/?pcode=20646362&cate=112751,Supermicro,20646362,//img.danawa.com/prod_img/500000/362/646/img/20646362_1.jpg?shrink=330:*&_v=20230731102611,AMD(소켓SP5),,,DDR5,12,3072.0,,,8,2,10,40,16,,0,100.0,,16,USB 3.0 / RJ-45,8208,0,202306,
ASUS PRO WS W680-ACE IPMI 대원씨티에스,572120,https://prod.danawa.com/info/?pcode=27547895&cate=112751,ASUS PRO WS,27547895,//img.danawa.com/prod_img/500000/895/547/img/27547895_1.jpg?shrink=330:*&_v=20230811102116,인텔(소켓1700),인텔 W680,ATX (30.5x24.4cm),DDR5,4,128,1.0,,4,3,11,46,20,PCIe5.0 x16,4,25.0,,22,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / BIOS 플래시백,8370,73,202308,
FOXCONN H55MXV (중고),17800,https://prod.danawa.com/info/?pcode=4471348&cate=112751,FOXCONN,4471348,//img.danawa.com/prod_img/500000/348/471/img/4471348_1.jpg?shrink=330:*&_v=20170410165139,인텔(소켓1156),인텔 H55,Micro-ATX (24.4 x 24.4cm),DDR3,2,,,,,,0,0,3,PCIe x16,0,10.0,6.0,24,,0,0,201609,
FOXCONN G31MX-K (중고),15000,https://prod.danawa.com/info/?pcode=2951159&cate=112751,FOXCONN,2951159,//img.danawa.com/prod_img/500000/159/951/img/2951159_1.jpg?shrink=330:*&_v=20170410161637,인텔(소켓775),인텔 G31,Micro-ATX (24.4 x 24.4cm),DDR2,2,,,,,,0,0,3,PCIe x16,0,10.0,,16,,0,0,201501,
ASUS TUF Gaming B550-PLUS 아이보라,172000,https://prod.danawa.com/info/?pcode=11583224&cate=112751,ASUS,11583224,//img.danawa.com/prod_img/500000/224/583/img/11583224_1.jpg?shrink=330:*&_v=20230504162717,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,,,6,2,7,46,12,PCIe4.0 x16,0,25.0,10.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11314,90,202006,
에너지옵티머스 B75USB BTC-8P (벌크),71300,https://prod.danawa.com/info/?pcode=17670656&cate=112751,에너지옵티머스,17670656,//img.danawa.com/prod_img/500000/656/670/img/17670656_1.jpg?shrink=330:*&_v=20220817131551,인텔(소켓1155),인텔 B75,ATX (23x18.5cm),DDR3,2,16,,,4,,0,0,2,PCIe 호환,0,10.0,4.0,18,USB 3.0 / USB 2.0 / RJ-45,48,0,202208,
H310 (중고),39890,https://prod.danawa.com/info/?pcode=11973338&cate=112751,,11973338,//img.danawa.com/prod_img/500000/338/973/img/11973338_1.jpg?shrink=330:*&_v=20200805093915,인텔(소켓1151v2),인텔 H310,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202008,
NVIDIA Jetson Orin Nano Developer Kit 용량학인필요 (해외구매),720280,https://prod.danawa.com/info/?pcode=27691589&cate=112751,NVIDIA,27691589,//img.danawa.com/prod_img/500000/589/691/img/27691589_1.jpg?shrink=330:*&_v=20230822132738,,6-core ARM Cortex-A78AE,기타 (10x7.9cm),LPDDR5,,4또는8확인필요,,,,1,6,0,4,,1,10.0,,4,USB 3.0 / RJ-45,0,0,202308,
ASUS KRPA-U16 아이보라,717080,https://prod.danawa.com/info/?pcode=13911509&cate=112751,ASUS,13911509,//img.danawa.com/prod_img/500000/509/911/img/13911509_1.jpg?shrink=330:*&_v=20221208142025,AMD(소켓SP3),,기타,DDR4,16,2048.0,,,16,,15,46,12,PCIe4.0 x16,0,10.0,,16,USB 3.0 / RJ-45,0,0,202104,
GIGABYTE GA-B85M-DS3H-A (중고),33380,https://prod.danawa.com/info/?pcode=6371155&cate=112751,GIGABYTE,6371155,//img.danawa.com/prod_img/500000/155/371/img/6371155_1.jpg?shrink=330:*&_v=20180808133222,인텔(소켓1150),인텔 B85,Micro-ATX (24.4 x 24.4cm),DDR3,4,32,1.0,,4,,0,0,4,PCIe3.0 x16,0,10.0,,26,USB 3.0 / PS/2,0,64,201502,
MSI MAG B450M 박격포 맥스 (해외구매),131930,https://prod.danawa.com/info/?pcode=13628870&cate=112751,MSI,13628870,//img.danawa.com/prod_img/500000/870/628/img/13628870_1.jpg?shrink=330:*&_v=20221028091759,AMD(소켓AM4),AMD B450,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,7,14,6,PCIe3.0 x16,0,10.0,7.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,336,201907,
H110 M-ATX (중고),29500,https://prod.danawa.com/info/?pcode=6898267&cate=112751,,6898267,//img.danawa.com/prod_img/500000/267/898/img/6898267_1.jpg?shrink=330:*&_v=20190514115502,인텔(소켓1151),인텔 H110,M-ATX,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201812,
ASUS PRIME X570-P/CSM 아이보라,261510,https://prod.danawa.com/info/?pcode=8514897&cate=112751,ASUS,8514897,//img.danawa.com/prod_img/500000/897/514/img/8514897_1.jpg?shrink=330:*&_v=20220517172318,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,,,6,2,7,46,10,PCIe4.0 x16,0,10.0,12.0,2,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,338,201907,
ASUS WS X299 SAGE/10G 대원씨티에스,1200110,https://prod.danawa.com/info/?pcode=27508019&cate=112751,ASUS,27508019,//img.danawa.com/prod_img/500000/019/508/img/27508019_1.jpg?shrink=330:*&_v=20230809181846,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,6,46,4,PCIe3.0 x16,0,100.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / 클리어CMOS,11290,89,202308,
COLORFUL CH510M-K M.2 V20 STCOM,92400,https://prod.danawa.com/info/?pcode=27679898&cate=112751,COLORFUL,27679898,//img.danawa.com/prod_img/500000/898/679/img/27679898_1.jpg?shrink=330:*&_v=20230821164734,인텔(소켓1200),인텔 H470,M-ATX (23.6x18.8cm),DDR4,2,64,,,4,1,7,10,4,PCIe3.0 x16,0,10.0,5.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,48,64,202308,
ASUS PRO WS X299 SAGE II 대원씨티에스,1042680,https://prod.danawa.com/info/?pcode=27507917&cate=112751,ASUS PRO WS,27507917,//img.danawa.com/prod_img/500000/917/507/img/27507917_1.jpg?shrink=330:*&_v=20230809175438,인텔(소켓2066),인텔 X299,CEB (30.5x26.7cm),DDR4,8,256,1.0,,8,2,5,46,6,PCIe3.0 x16,0,25.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / 클리어CMOS,11290,89,202308,
ASUS WS X299 PRO 대원씨티에스,586890,https://prod.danawa.com/info/?pcode=27507986&cate=112751,ASUS,27507986,//img.danawa.com/prod_img/500000/986/507/img/27507986_1.jpg?shrink=330:*&_v=20230809180103,인텔(소켓2066),인텔 X299,ATX (30.5x24.4cm),DDR4,8,128,1.0,,6,2,5,46,4,PCIe3.0 x16,0,10.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / 클리어CMOS,11320,25,202308,
ECS DURATHON2 GLKD-I J4125 코잇 (무지박스) (기본),138490,https://prod.danawa.com/info/?pcode=20652176&cate=112751,ECS,20652176,//img.danawa.com/prod_img/500000/176/652/img/20652176_1.jpg?shrink=330:*&_v=20230623124202,인텔(CPU내장),인텔 셀러론 J4125,M-iTX (17.0x17.0cm),DDR4 노트북용,1,8,,,2,1,1,8,0,,4,10.0,,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,64,202306,
ASUS ROG STRIX B550-F GAMING WIFI II 아이보라,274990,https://prod.danawa.com/info/?pcode=15381398&cate=112751,ASUS,15381398,//img.danawa.com/prod_img/500000/398/381/img/15381398_1.jpg?shrink=330:*&_v=20211006143438,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,,,6,2,15,46,12,PCIe4.0 x16,3,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11312,344,202110,
ASUS WS X299 PRO-SE 대원씨티에스,625250,https://prod.danawa.com/info/?pcode=27508001&cate=112751,ASUS,27508001,//img.danawa.com/prod_img/500000/001/508/img/27508001_1.jpg?shrink=330:*&_v=20230809180639,인텔(소켓2066),인텔 X299,ATX (30.5x24.4cm),DDR4,8,128,1.0,,6,2,5,46,4,PCIe3.0 x16,0,10.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / BIOS 플래시백 / 클리어CMOS,11314,89,202308,
ASUS PRIME H510M-K 아이보라,94390,https://prod.danawa.com/info/?pcode=14913623&cate=112751,ASUS,14913623,//img.danawa.com/prod_img/500000/623/913/img/14913623_1.jpg?shrink=330:*&_v=20230405093030,인텔(소켓1200),인텔 H510,M-ATX (22.6x20.3cm),DDR4,2,64,1.0,,4,1,7,14,12,PCIe4.0 x16,0,10.0,,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,9264,64,202104,
ASUS PRIME B550M-A 아이보라,116780,https://prod.danawa.com/info/?pcode=11583173&cate=112751,ASUS,11583173,//img.danawa.com/prod_img/500000/173/583/img/11583173_1.jpg?shrink=330:*&_v=20210729164052,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,,,4,2,7,46,12,PCIe4.0 x16,0,10.0,,26,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,11312,64,202006,
H110 ATX (중고),26500,https://prod.danawa.com/info/?pcode=6898489&cate=112751,,6898489,//img.danawa.com/prod_img/500000/489/898/img/6898489_1.jpg?shrink=330:*&_v=20220415150900,인텔(소켓1151),인텔 H110,표준 ATX,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201812,
MSI MAG X670E 토마호크 WIFI (해외구매),429750,https://prod.danawa.com/info/?pcode=27576677&cate=112751,MSI,27576677,//img.danawa.com/prod_img/500000/677/576/img/27576677_1.jpg?shrink=330:*&_v=20230814160820,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,192,,1.0,4,4,24,44,28,PCIe5.0 x16,3,25.0,17.0,7,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / BIOS 플래시백,3248,73,202308,
ASUS WS C621E SAGE 아이보라,1011990,https://prod.danawa.com/info/?pcode=5973277&cate=112751,ASUS,5973277,//img.danawa.com/prod_img/500000/277/973/img/5973277_1.jpg?shrink=330:*&_v=20210914172903,인텔(소켓3647),인텔 C621,EEB (30.5x33.0cm),DDR4,12,768,,,10,1,5,46,4,PCIe3.0 x16,0,10.0,,16,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,0,0,201803,
ASRock Rack ROME2D16-2T,1323000,https://prod.danawa.com/info/?pcode=24703229&cate=112751,ASRock Rack,24703229,//img.danawa.com/prod_img/500000/229/703/img/24703229_1.jpg?shrink=330:*&_v=20230731105738,AMD(소켓SP3),,EEB (30.5x33.0cm),DDR4,16,256,,,21,,0,0,4,PCIe3.0 x16,0,100.0,,16,USB 3.0 / RJ-45,8208,64,202307,
GIGABYTE GA-B75M-D3H (중고),34000,https://prod.danawa.com/info/?pcode=3025492&cate=112751,GIGABYTE,3025492,//img.danawa.com/prod_img/500000/492/025/img/3025492_1.jpg?shrink=330:*&_v=20180604170415,인텔(소켓1155),인텔 B75,Micro-ATX (24.4 x 24.4cm),DDR3,4,32,,,,,0,0,5,PCIe3.0 x16,0,10.0,,26,USB 3.0 / PS/2,0,64,201502,
PEGATRON IPMSB/H61 (B3) (중고) 인텍앤컴퍼니,23500,https://prod.danawa.com/info/?pcode=2191233&cate=112751,PEGATRON,2191233,//img.danawa.com/prod_img/500000/233/191/img/2191233_1.jpg?shrink=330:*&_v=20210507142531,인텔(소켓1155),인텔 H61,Micro-ATX (24.4 x 24.4cm),DDR3,2,8,,,,,0,0,3,PCIe x16,0,10.0,,24,PS/2,0,0,201303,
ASUS P11C-M/4L 아이보라,400500,https://prod.danawa.com/info/?pcode=6700150&cate=112751,ASUS,6700150,//img.danawa.com/prod_img/500000/150/700/img/6700150_1.jpg?shrink=330:*&_v=20230329162146,인텔(소켓1151v2),인텔 C242,M-ATX (24.4x24.4cm),DDR4,4,64,,,6,2,5,46,2,,0,10.0,,16,USB 3.1 / USB 3.0 / RJ-45 / 시리얼포트,0,0,201811,
ASRock B550 Taichi Razer Edition (해외구매),,https://prod.danawa.com/info/?pcode=18167378&cate=112751,ASRock,18167378,//img.danawa.com/prod_img/500000/378/167/img/18167378_1.jpg?shrink=330:*&_v=20221102130156,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,1.0,,8,2,7,46,14,PCIe4.0 x16,3,25.0,16.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3248,346,202101,
B150 M-ATX (중고),41290,https://prod.danawa.com/info/?pcode=6897841&cate=112751,,6897841,//img.danawa.com/prod_img/500000/841/897/img/6897841_1.jpg?shrink=330:*&_v=20181219154127,인텔(소켓1151),인텔 B150,M-ATX,,,,,,,,0,0,0,,0,0.0,,0,,0,0,201812,
MSI B550M PRO-VDH WIFI (해외구매),149880,https://prod.danawa.com/info/?pcode=18036965&cate=112751,MSI,18036965,//img.danawa.com/prod_img/500000/965/036/img/18036965_1.jpg?shrink=330:*&_v=20221019093659,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,15,14,12,PCIe4.0 x16,3,10.0,,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,73,202210,
ASUS WS C246 PRO 아이보라,359350,https://prod.danawa.com/info/?pcode=6731779&cate=112751,ASUS,6731779,//img.danawa.com/prod_img/500000/779/731/img/6731779_1.jpg?shrink=330:*&_v=20190131095618,인텔(소켓1151v2),,ATX (30.5x24.4cm),DDR4,4,64,,,8,2,5,46,4,PCIe3.0 x16,0,10.0,,14,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,0,0,201811,
ASUS PRO WS WRX80E-SAGE SE WIFI 아이보라,1268990,https://prod.danawa.com/info/?pcode=13923911&cate=112751,ASUS,13923911,//img.danawa.com/prod_img/500000/911/923/img/13923911_1.jpg?shrink=330:*&_v=20230801172107,AMD(소켓sWRX8),AMD WRX80,E-ATX (30.98x33.02cm),DDR4,8,2048,,,8,3,15,46,12,PCIe4.0 x16,3,100.0,16.0,0,USB 3.2 / USB 3.1 / RJ-45 / S/PDIF / 오디오잭,8368,64,202104,
삼성전자 H61S1 (중고),18500,https://prod.danawa.com/info/?pcode=13607285&cate=112751,삼성전자,13607285,//img.danawa.com/prod_img/500000/285/607/img/13607285_1.jpg?shrink=330:*&_v=20210331102006,인텔(소켓1155),,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202103,
A320 (중고),50110,https://prod.danawa.com/info/?pcode=16275866&cate=112751,,16275866,//img.danawa.com/prod_img/500000/866/275/img/16275866_1.jpg?shrink=330:*&_v=20220125160844,AMD(소켓AM4),AMD A320,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202201,
ASRock Rack EPC621D8A 명인일렉트로닉스,697740,https://prod.danawa.com/info/?pcode=6132986&cate=112751,ASRock Rack,6132986,//img.danawa.com/prod_img/500000/986/132/img/6132986_1.jpg?shrink=330:*&_v=20180511170314,인텔(소켓3647),인텔 C621,ATX (30.5x24.4cm),DDR4,8,,,,6,○,5,8,4,PCIe3.0 x16,0,10.0,,16,USB 3.0 / RJ-45,0,64,201805,
ASUS ROG MAXIMUS Z690 EXTREME 아이보라,3500000,https://prod.danawa.com/info/?pcode=15609305&cate=112751,ASUS,15609305,//img.danawa.com/prod_img/500000/305/609/img/15609305_1.jpg?shrink=330:*&_v=20220427152748,인텔(소켓1700),인텔 Z690,E-ATX (30.5x27.7cm),DDR5,4,128,1.0,,6,5,31,46,30,PCIe5.0 x16,3,100.0,25.0,3,USB 3.2 / USB 3.1 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,7281,88,202111,
GIGABYTE GA-H110M-DS2V 듀러블에디션 (중고),42000,https://prod.danawa.com/info/?pcode=6153517&cate=112751,GIGABYTE,6153517,//img.danawa.com/prod_img/500000/517/153/img/6153517_1.jpg?shrink=330:*&_v=20230411091205,인텔(소켓1151),인텔 H110,Micro-ATX (24.4 x 24.4cm),DDR4,2,32,,,4,,0,0,2,,0,10.0,4.0,24,USB 3.0 / USB 2.0 / 오디오잭 / PS/2,0,0,201510,
ASUS H81M-K (중고),24000,https://prod.danawa.com/info/?pcode=4483142&cate=112751,ASUS,4483142,//img.danawa.com/prod_img/500000/142/483/img/4483142_1.jpg?shrink=330:*&_v=20180206115525,인텔(소켓1150),인텔 H81,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,,,0,0,2,PCIe x16,0,10.0,,24,USB 3.0 / PS/2,0,0,201609,
ASRock B75M-DGS (중고),36000,https://prod.danawa.com/info/?pcode=14652515&cate=112751,ASRock,14652515,//img.danawa.com/prod_img/500000/515/652/img/14652515_1.jpg?shrink=330:*&_v=20210705092622,인텔(소켓1155),인텔 B75,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,,,0,0,4,PCIe3.0 x16,0,10.0,4.0,24,USB 3.0 / PS/2,0,64,201208,
B360 (중고),47890,https://prod.danawa.com/info/?pcode=11973377&cate=112751,,11973377,//img.danawa.com/prod_img/500000/377/973/img/11973377_1.jpg?shrink=330:*&_v=20200805094100,인텔(소켓1151v2),인텔 B360,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202008,
ASUS H110M-K 아이보라,139000,https://prod.danawa.com/info/?pcode=3603620&cate=112751,ASUS,3603620,//img.danawa.com/prod_img/500000/620/603/img/3603620_1.jpg?shrink=330:*&_v=20190131095724,인텔(소켓1151),인텔 H110,Micro-ATX (24.4 x 24.4cm),DDR4,2,32,1.0,,4,,0,0,2,,0,10.0,5.0,24,USB 3.0 / USB 2.0 / 오디오잭 / PS/2,0,64,201512,
ASUS ROG CROSSHAIR VIII DARK HERO 아이보라,1400000,https://prod.danawa.com/info/?pcode=12719003&cate=112751,ASUS,12719003,//img.danawa.com/prod_img/500000/003/719/img/12719003_1.jpg?shrink=330:*&_v=20211022162253,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,,,8,2,7,46,12,PCIe4.0 x16,3,25.0,16.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3216,344,202011,
ASUS ROG STRIX X570-I GAMING 아이보라,760000,https://prod.danawa.com/info/?pcode=9591549&cate=112751,ASUS,9591549,//img.danawa.com/prod_img/500000/549/591/img/9591549_1.jpg?shrink=330:*&_v=20220517172622,AMD(소켓AM4),AMD X570,M-iTX (17.0x17.0cm),DDR4,2,64,,,4,2,5,14,8,PCIe4.0 x16,3,10.0,10.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,3120,90,201910,
ASUS ProArt X670E-CREATOR WIFI 아이보라,1124800,https://prod.danawa.com/info/?pcode=18538781&cate=112751,ASUS,18538781,//img.danawa.com/prod_img/500000/781/538/img/18538781_1.jpg?shrink=330:*&_v=20221220075322,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,4,26,46,24,PCIe5.0 x16,3,100.0,18.0,7,USB4 / USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / 오디오잭,3184,72,202209,
ASUS PRIME H610M-K D4 아이보라,104290,https://prod.danawa.com/info/?pcode=18523409&cate=112751,ASUS,18523409,//img.danawa.com/prod_img/500000/409/523/img/18523409_1.jpg?shrink=330:*&_v=20221216154621,인텔(소켓1700),인텔 H610,M-ATX (23.4x20.3cm),DDR4,2,64,1.0,,4,1,7,14,14,PCIe4.0 x16,0,10.0,,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202201,
에너지옵티머스 B250 BTC-12P (벌크),105500,https://prod.danawa.com/info/?pcode=16734461&cate=112751,에너지옵티머스,16734461,//img.danawa.com/prod_img/500000/461/734/img/16734461_1.jpg?shrink=330:*&_v=20220830090853,인텔(소켓1151),인텔 B250,ATX (30x19cm),DDR4,2,32,,,4,,0,0,2,,0,1.0,6.0,24,USB 3.0 / USB 2.0 / RJ-45 / PS/2,16,0,202204,
ASUS P8B75-M LX (중고),29370,https://prod.danawa.com/info/?pcode=4489674&cate=112751,ASUS,4489674,//img.danawa.com/prod_img/500000/674/489/img/4489674_1.jpg?shrink=330:*&_v=20170410165723,인텔(소켓1155),인텔 B75,Micro-ATX (24.4 x 24.4cm),DDR3,2,16,,,2,,0,0,5,PCIe3.0 x16,0,10.0,,24,USB 3.0 / PS/2,0,64,201609,
ASUS H97-PLUS (중고),61240,https://prod.danawa.com/info/?pcode=6145321&cate=112751,ASUS,6145321,//img.danawa.com/prod_img/500000/321/145/img/6145321_1.jpg?shrink=330:*&_v=20180517161535,인텔(소켓1150),인텔 H97,일반-ATX (30.5 x 24.4cm),DDR3,4,32,,,6,1,0,0,5,PCIe3.0 x16,0,10.0,4.0,26,USB 3.0 / USB 2.0 / RJ-45 / PS/2,0,64,201405,
ASUS PRIME X299-A II 아이보라,586990,https://prod.danawa.com/info/?pcode=9660786&cate=112751,ASUS,9660786,//img.danawa.com/prod_img/500000/786/660/img/9660786_1.jpg?shrink=330:*&_v=20191014121541,인텔(소켓2066),인텔 X299,ATX (30.5x24.4cm),DDR4,8,256,1.0,,8,2,7,46,6,PCIe3.0 x16,0,10.0,,0,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3072,88,201910,
ASRock H110M-HDV (중고),40050,https://prod.danawa.com/info/?pcode=6153694&cate=112751,ASRock,6153694,//img.danawa.com/prod_img/500000/694/153/img/6153694_1.jpg?shrink=330:*&_v=20230411092521,인텔(소켓1151),인텔 H110,Micro-ATX (23.0 x 18.2cm),DDR4,2,32,1.0,,4,,0,0,2,,0,10.0,5.0,26,USB 3.0 / USB 2.0 / 오디오잭 / PS/2,0,64,201509,
MSI PRO X670-P WiFi (해외구매),299210,https://prod.danawa.com/info/?pcode=18222548&cate=112751,MSI,18222548,//img.danawa.com/prod_img/500000/548/222/img/18222548_1.jpg?shrink=330:*&_v=20221109095324,AMD(소켓AM5),AMD X670,ATX (30.5x24.4cm),DDR5,4,128,,,6,4,26,44,12,PCIe4.0 x16,3,25.0,17.0,7,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3248,8,202209,
GIGABYTE B550I AORUS PRO AX (해외구매),358990,https://prod.danawa.com/info/?pcode=14400002&cate=112751,GIGABYTE,14400002,//img.danawa.com/prod_img/500000/002/400/img/14400002_1.jpg?shrink=330:*&_v=20220516172428,AMD(소켓AM4),AMD B550,M-iTX (17.0x17.0cm),DDR4,2,64,1.0,,4,2,7,12,12,PCIe4.0 x16,3,25.0,8.0,6,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,11568,90,202006,
아두이노 적외선 PIR 인체감지센서 HC-SR501,750,https://prod.danawa.com/info/?pcode=13435220&cate=112751,,13435220,//img.danawa.com/prod_img/500000/220/435/img/13435220_1.jpg?shrink=330:*&_v=20210223140506,,,,,,,,,,,0,0,0,,0,0.0,,0,,0,0,202102,
ASUS P8H67 B3 (중고),33570,https://prod.danawa.com/info/?pcode=6449392&cate=112751,ASUS,6449392,//img.danawa.com/prod_img/500000/392/449/img/6449392_1.jpg?shrink=330:*&_v=20180910093512,인텔(소켓1155),인텔 H67 (B3),일반-ATX (30.5 x 24.4cm),DDR3,4,32,,,,,0,0,3,PCIe x16,0,10.0,5.0,0,USB 3.0 / S/PDIF / PS/2,0,0,201303,
