,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
36,36,36,36,36,36,36,A Robot Named Fight!,Intel Pentium E2180 2.0 GHz (or AMD equivalent),1 GB RAM,Anything with DX9 (shader model 3.0) capability,Version 9.0,Windows XP SP2+,600 MB available space,0
37,37,37,37,37,37,37,A Short Hike,Intel or AMD Dual Core at 2 GHz or better,2 GB RAM,Intel Graphics 4400 or better,Version 11,Windows 7 SP1+ (or later),400 MB available space,0
38,38,38,38,38,38,38,A Show of Kindness,"CPU: Intel i5-4590, AMD FX 8350 equivalent or better",4 GB RAM,"Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better",,"Windows 7 SP1, Windows 8.1 or later, Windows 10",5 GB available space,0
39,39,39,39,39,39,39,A Show of Kindness,"CPU: Intel i5-4590, AMD FX 8350 equivalent or better",4 GB RAM,"Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better",,"Windows 7 SP1, Windows 8.1 or later, Windows 10",5 GB available space,1
40,40,40,40,40,40,40,A Story About My Uncle,"Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better",2 GB RAM,"DirectX 9.0c-compatible, SM 3.0-compatible",Version 9.0c,"Windows XP (SP3), Windows Vista (SP2), Windows 7, Windows 8",2 GB available space,0
41,41,41,41,41,41,41,A Story About My Uncle,QuadCore 2.0 GHz+,4 GB RAM,"DirectX 9.0c-compatible, SM 3.0-compatible, 1024MB VRAM+",Version 9.0c,Windows 7 or 8,2 GB available space,1
42,42,42,42,42,42,42,A Tale of Paper,Intel CPU Core i3,4 GB RAM,Nvidia GPU GeForce GTX 660,Version 11,"Windows 7, 64-bit",3015 MB available space,0
43,43,43,43,43,43,43,A Tale of Paper,Intel CPU Core i7,8 GB RAM,Nvidia GPU GeForce GTX 660,Version 11,"Windows 7, 64-bit",4 GB available space,1
44,44,44,44,44,44,44,A Vampyre Story,1.6 GHz,512 MB,256 MB video card GeForce FX-generation or ATI Radeon 9500,DirectX 9.0,Windows XP / Windows Vista,3 GB hard disk space,0
45,45,45,45,45,45,45,A Vampyre Story,2 GHz,512 MB,512 MB video card GeForce 6 or ATI Radeon 9800,DirectX 9.0 ,Windows XP / Windows Vista,5 GB hard disk space,1
46,46,46,46,46,46,46,A Virus Named Tom,,,Direct X 9.0c / Shader Model 2.0,9.0c,Windows XP (sp2),250 MB HD space,0
47,47,47,47,47,47,47,A Virus Named Tom,,,,10,Windows XP (sp2),250 MB HD space,1
48,48,48,48,48,48,48,A Walk in the Dark,1.7 GHz Dual Core or Greater,2 GB RAM,256 MB DirectX 9.0c compatible graphics card (shader model 3),DirectX 9.0c,"Windows XP, Vista, 7, 8",200 MB available space,0
49,49,49,49,49,49,49,A Way Out,"Intel core i3-2100T @ 2.5GHz/AMD FX 6100, or better",8 GB,"NVIDIA GeForce GTX 650Ti 2GB, AMD Radeon HD 7750 2GB",DirectX 11,"Windows 7 64-bit, 8.1 64-bit or Windows 10 64-bit",25 GB,0
50,50,50,50,50,50,50,A Way Out,Intel Core i5 3570K; AMD Ryzen 3 1300x or equivalent,16 GB,Nvidia GTX 960; AMD R9 290 or equivalent,DirectX 11,"Windows 7 64-bit, 8.1 64-bit or Windows 10 64-bit",25 GB,1
51,51,51,51,51,51,51,A-10 VR,Intel Core i5-4590 equivalent or greater,8 GB RAM,NVIDIA GeForce GTX 970 /Radeon R9 290 equivalent or greater,,"Windows 7,8 or 10 (64bit)",200 MB available space,0
52,52,52,52,52,52,52,A.I. Invasion,Intel or AMD 2.0-3.4 GHz Dual Core,4 GB RAM,"512 mb, Directx 9.0c SM 3.0",Version 9.0c,Windows Vista/7/8,2 GB available space,0
53,53,53,53,53,53,53,A.I. Invasion,Intel/AMD 3.0+ GHz Quad Core or Greater,8 GB RAM,1GB Nvidia GT/GTS or ATI Radeon HD,Version 9.0c,Windows 7,2 GB available space,1
54,54,54,54,54,54,54,A.I. Space Corps,Intel or AMD 2.0-3.4 GHz Dual Core,4 GB RAM,"512 mb, Directx 9.0c SM 3.0",Version 9.0c,Windows Vista/7/8,2 GB available space ,0
55,55,55,55,55,55,55,A.I. Space Corps,Intel/AMD 3.0+ GHz Quad Core or Greater,8 GB RAM,1GB Nvidia GT/GTS or ATI Radeon HD,Version 9.0c,Windows 7,2 GB available space ,1
56,56,56,56,56,56,56,A.I.M.,Intel Pentium III or AMD Athlon 800 MHz,256 MB ,"32 Mb video memory, nVidia GeForce 2; ATI Radeon 7500 or higher",DirectX 8.1,"Microsoft Windows 98 SE, ME, 2000, XP","2,500 MB hard disk space for installation; 600 Mb for save games and swap file",0
57,57,57,57,57,57,57,A.I.M.,"Intel Pentium IV or AMD Athlon 1,5 HHz",512 Mb,"64 Mb video memory, nVidia GeForce 3 and higher; or ATI Radeon 8500 and higher; AGP 4x; for maximum settings 128 Mb video memory, nVidia GeForce FX 5600; or ATI Radeon 9500 and higher; AGP 8x",Direct X 8.1,"Microsoft Windows 98 SE, ME, 2000, XP","2,500 MB hard disk space for installation; 600 Mb for save games and swap file",1
58,58,58,58,58,58,58,A.I.M. 2 Clan Wars,Intel Pentium IV or AMD Athlon 800 MHz,256 MB,"32 Mb video memory, nVidia GeForce 3; ATI Radeon 7500 or higher",Direct X 8.1,"Microsoft Windows 98 SE, ME, 2000, XP","2,500 MB hard disk space for installation; 600 Mb for save games and swap file",0
59,59,59,59,59,59,59,A.I.M. 2 Clan Wars,"Intel Pentium IV or AMD Athlon 1,5 HHz",768 MB,"64 Mb video memory, nVidia GeForce 3 and higher; or ATI Radeon 8500 and higher; AGP 4x; for maximum settings 128 Mb video memory, nVidia GeForce FX 5900; or ATI Radeon 9800 and higher; AGP 8x",Direct X 8.1,"Microsoft Windows 98 SE, ME, 2000, XP","3,500 MB hard disk space for installation; 600 Mb for save games and swap file",1
60,60,60,60,60,60,60,A.N.N.E,2.2 ghz,2 GB RAM,[GT710]  [HD7750],,Microsoft Windows 10,2 GB available space,0
61,61,61,61,61,61,61,A.N.N.E,2.4 ghz,3 GB RAM,[GT730]  [R7 240],,Microsoft Windows 10,2 GB available space,1
62,62,62,62,62,62,62,A3 India,P III 600MHz,128 MB RAM,"min. 32 MB VRAM
NVIDIA:  Riva TNT series
ATI:  Radeon 7000
3dfx:  Voodoo 4  ",DirectX 8.1 or higher,,1.2 GB,0
63,63,63,63,63,63,63,A3 India,P III 1GHz,512 MB RAM,"NVIDIA:  GeForce 2 or higher
ATI:  Radeon 8500 or higher
3dfx:  Higher than Voodoo 4 ",DirectX 8.1 or higher,,1.5 GB,1
64,64,64,64,64,64,64,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.5 GHz processor,1GB,3D card with 512MB video memory,DirectX 9.0c,Windows XP/Vista/7,,0
65,65,65,65,65,65,65,Aaero,Intel Core i3,4 GB RAM,NVidia GTX 550,,Windows 10,2 GB available space,0
66,66,66,66,66,66,66,Aarklash: Legacy,"AMD/intel dual-core running at 1,8 GHz (AMD Athlon II and Intel Core2Duo are the oldest CPU architectures recommended)","1,5 Go for windows XP / 2 Go for Vista, Seven or 8 GB RAM ","Integrated or mobile graphic card, with at least 256MB of dedicated VRAM and with at least DirectX 9.0c and Shader Model 4.0 support. ATI/AMD Radeon 3800 series and above and NVIDIA GeForce 8600 series are minimum required graphic cards.",Version 9.0c,Windows 7 / Vista / XP PC (32 ou 64 bit),4 GB available space,0
67,67,67,67,67,67,67,Aarklash: Legacy,"AMD/intel quad-core running at 2,2 GHz (Intel Core I 1st gen or AMD Phenom II x4 or newer architectures are recommended)",2 Go for 32 bit windows (XP/Vista/7/8) / 3 Go for 64 bit windows (XP/Vista/7/8) GB RAM,ATI/Nvidia dedicated or mobile graphic card with at least 512MB of dedicated VRAM and with at least DirectX 9.0c and Shader Model 4.0 support. ATI/AMD Radeon HD4800 series and NVIDIA GeForce GTX260 and above are recommended graphic cards.,Version 9.0c,Windows 7 / Vista / XP PC (32 ou 64 bit),4 GB available space,1
68,68,68,68,68,68,68,Abandon Ship,2.4GHz Processor,4 GB RAM,NVIDIA GeForce 460 Graphics Card or equivalent,Version 11,Windows 7 64-Bit,5 GB available space,0
69,69,69,69,69,69,69,Abatron,2 GHz Dual-Core 64-bit CPU,4 GB RAM,DirectX10 Compatible GPU with 1 GB Video RAM,Version 10,"64-Bit Windows 7 Service Pack 1, or Windows 8, or Windows 10",5 GB available space,0
70,70,70,70,70,70,70,Above,2 GHz Processor or better,2 GB RAM,Intel HD 3000 or better,Version 11,Vista SP1+ or later,2 GB available space,0
71,71,71,71,71,71,71,Absolute Drift,2.2GHz Dual Core,2 GB RAM,512 MB RAM,,Windows XP / Vista / 7 / 8 / 10 (64-bit Systems Only),350 MB available space,0
72,72,72,72,72,72,72,Absolute Tactics: Daughters of Mercy,Intel Core i5-650 | AMD Phenom II X4 965,2 GB RAM,DirectX10 graphics adapter with 512 MB VRAM,Version 10,Windows 7,4 GB available space,0
73,73,73,73,73,73,73,Absolver,Intel Core i7-950 (4 * 3000) or equivalent / AMD Phenom II X4 965 (4 * 3400) or equivalent,4 GB RAM,GeForce GTX 480 (1536 MB) / Radeon HD 7850 (2048 MB),Version 9.0,Windows 7/8/8.1/10 x64,11 GB available space,0
74,74,74,74,74,74,74,Absolver,Intel Core i5-4670K (4*3400) or equivalent / AMD FX-8320 (8 * 3500) or equivalent,8 GB RAM,GeForce GTX 960 (4096 MB) / Radeon R9 380 (2048 MB) or better,Version 9.0,Windows 7/8/8.1/10 x64,11 GB available space,1
75,75,75,75,75,75,75,Abstract Initiative,Core i3 | AMD A6 2.4Ghz,2 GB RAM,NVIDIA GeForce GT 240 | AMD Radeon HD 4670 | Intel HD Graphics 4000,Version 9.0,Windows Vista SP2 | 7 SP1 | 8 | 10,5 GB available space,0
76,76,76,76,76,76,76,Abyss Odyssey,Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 4800+,2 GB RAM,ATI 3850HD 512 MB or NVIDIA GeForce 8800 GT 512MB,Version 9.0c,"Windows XP, Vista, 7",4 GB available space,0
77,77,77,77,77,77,77,Abyss Odyssey,Intel Core i5,4 GB RAM,NVIDIA GeForce GTX 280,Version 9.0c,"Windows XP, Vista, 7",4 GB available space,1
78,78,78,78,78,78,78,Abyss World : Apocalypse,INTEL CORE I5-8400 or AMD RYZEN 3 3300X,12 GB RAM,NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB,Version 12,Windows 10 (64-bit),80 GB available space,0
79,79,79,79,79,79,79,Abyss World : Apocalypse,INTEL CORE I7-8700K or AMD RYZEN 5 3600X,16 GB RAM,NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB,Version 12,Windows 10/11 (64-bit),80 GB available space,1
80,80,80,80,80,80,80,ABZU,3.0GHz CPU Dual Core,4 GB RAM,Geforce GTX 750 / Radeon R7 260X,Version 11,"Windows 7, 64-bit",6 GB available space,0
81,81,81,81,81,81,81,ABZU,2.4GHz CPU Quad Core,8 GB RAM,Geforce GTX 780 / Radeon R9 290X,Version 11,"Windows 7, 64-bit",6 GB available space,1
82,82,82,82,82,82,82,AC-130: Operation Devastation,Pentium® III 1.4 GHz or faster or equivalent,256 MB RAM,64 MB video card or higher,DirectX® 9.0c,Windows® XP/Vista,250 MB Hard Disk space,0
83,83,83,83,83,83,83,Academia: School Simulator,1.6 GHz,4 GB RAM,onboard,,"Windows 7,10",50 MB available space,0
84,84,84,84,84,84,84,Academia: School Simulator,(Any),8 GB RAM,onboard,,"Windows 7,10",,1
85,85,85,85,85,85,85,Acaratus,Intel Core 2 Duo or AMD equivalent,2 GB RAM,512 MB VRAM,Version 10,Windows XP/Vista/7/8/10 (32 or 64 bit),2 GB available space,0
86,86,86,86,86,86,86,Acaratus,Intel i5 series or AMD equivalent,2 GB RAM,NVIDIA 1 GB VRAM,Version 10,Windows 7/8/10 (64 bit),2 GB available space,1
87,87,87,87,87,87,87,Accounting,Intel i5-4590 equivalent or better,4 GB RAM,"Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better",,"Windows 7 SP1, Windows 8.1 or later, Windows 10",1 GB available space,0
88,88,88,88,88,88,88,ACE COMBAT 7: SKIES UNKNOWN,Intel Core i3-7100,4 GB RAM,NVIDIA GeForce GTX 750Ti (2GB),Version 11,Windows 7 / 8 / 8.1 / 10 (64-bit OS required),50 GB available space,0
89,89,89,89,89,89,89,ACE COMBAT 7: SKIES UNKNOWN,Intel Core i5-7500,8 GB RAM,NVIDIA GeForce GTX 1060 (3GB),Version 11,Windows 7 / 8 / 8.1 / 10 (64-bit OS required),50 GB available space,1
90,90,90,90,90,90,90,Ace Combat Assault Horizon,Intel Core 2 Duo 1.8Ghz or AMD Athlon X2 2.4 Ghz,2 GB RAM,Nvidia GeForce 8800GT and higher ; ATI radeon HD 3850 and higher,9.0c,"Windows XP , Windows Vista, Windows 7, 8 (32 or 64 bit versions, optimized for 64 bit and multicore processors )",16 GB HD space,0
91,91,91,91,91,91,91,Ace Combat Assault Horizon,"Intel Core 2 Quad 2.7Ghz or better, AMD Phenom II X4 3Ghz or better",4 GB,Nvidia GeForce 8800GT and higher ; ATI radeon HD 3850,9.0c,"Windows Vista, Windows 7, 8 (32 or 64 bit versions, optimized for 64 bit and multicore processors )",20GB,1
92,92,92,92,92,92,92,Ace of Seafood,Intel Core 2 Duo 2GHz or higher,1 GB RAM,"DirectX® 11 supported GPU（GeForce GTX 400 series, or Radeon HD 6000 series）",Version 11,"Windows 7, 8, 8.1, 10",1 GB available space,0
93,93,93,93,93,93,93,Ace of Spades,2.4 GHz Intel Dual Core Processor or AMD equivalent ,2 GB RAM,"Recommend use of dedicated graphics card (GeForce 6800 GT or higher, Radeon X1600 or higher, Intel Graphics version GMA 4500 or higher with 128 MB of dedicated RAM. Laptop/Mobility cards will vary. OpenGL 2.0 Support or better",9.0c,Windows XP with SP3 / Vista / 7,200 MB HD space,0
94,94,94,94,94,94,94,Ace of Spades,2.6+ GHz Intel Quad Core Processor or AMD equivalent ,4 GB RAM,GeForce GTX460 dedicated graphics card or AMD equivalent. OpenGL 2.0 Support or better,9.0c,Windows XP with SP3 / Vista / 7,,1
95,95,95,95,95,95,95,Aces of the Galaxy,Pentium(R) 4 2.0 GHz or AMD(R) equivalent,512 MB of RAM for Windows(R) XP or 1 GB of RAM for Windows Vista(TM),9.0c-compatible video card with 128 MB RAM,DirectX® 9.0c,Windows Vista/XP,120 MB free uncompressed hard drive space,0
96,96,96,96,96,96,96,Achilles: Legends Untold,AMD Ryzen™ 3 1200 / Intel® Core™ i3-8100,8 GB RAM,NVIDIA® GeForce® GTX 1050 4GB / AMD Radeon™ RX 560 4GB,Version 12,"Windows 10, 64-bit",30 GB available space,0
97,97,97,97,97,97,97,Achilles: Legends Untold,AMD Ryzen™ 5 2600X / Intel® Core™ i5-8400,16 GB RAM,NVIDIA® GeForce® GTX 1660 6GB / AMD Radeon™ RX 580,Version 12,"Windows 10, 64-bit",30 GB available space,1
98,98,98,98,98,98,98,Achtung Panzer: Kharkov 1943,AMD Athlon x2 4200+ Intel Pentium D 3GHz,1 GB RAM,ATI Radeon x1600 256 Mb nVidia GeForce 7600 256 MB video card,DirectX® 9.0c,Windows XP SP2/Vista,2.6 GB hard disk space,0
99,99,99,99,99,99,99,Act of Aggression,AMD/INTEL DUAL-CORE 2.5 GHZ,2048 MB RAM,512 MB 100% DIRECTX 10 COMPATIBLE AMD RADEON HD 4870/NVIDIA GEFORCE 9800 GT OR HIGHER,10,WINDOWS VISTA/WINDOWS 7/WINDOWS 8,15 GB available space,0
100,100,100,100,100,100,100,Act of Aggression,AMD/INTEL QUAD-CORE 3 GHZ,4096 MB RAM,2 GB 100% DIRECTX 11 COMPATIBLE AMD RADEON HD 7870/NVIDIA GEFORCE 660 OR HIGHER,11,WINDOWS VISTA/WINDOWS 7/WINDOWS 8,15 GB available space,1
101,101,101,101,101,101,101,Act of War: Direct Action,Pentium® III 1.5 GHz,256 MB RAM,Windows® 98/SE/Me/2000/XP-compatible 64 MB SVGA with hardware T&L;,DirectX® version 9.0c (included) or higher,Windows® 98/SE/Me/2000/XP,1.4 GB Free,0
102,102,102,102,102,102,102,Act of War: Direct Action,"Pentium® 4, 2.0 GHz",384 MB,128 MB SVGA with hardware T&L video card recommended graphics card (graphics card should be compatible with DirectX ® version 9.0c or higher),DirectX® version 9.0c (included) or higher,Windows® 98/SE/Me/2000/XP,3.5 GB Free,1
103,103,103,103,103,103,103,Act of War: High Treason,Pentium® III 1.5 GHz,256 MB RAM,Windows® 98/SE/Me/2000/XP-compatible 64 MB SVGA with hardware T&L;,DirectX® version 9.0c (included) or higher,Windows® 98/SE/Me/2000/XP,,0
104,104,104,104,104,104,104,Act of War: High Treason,"Pentium® 4, 2.0 GHz",384 MB,128 MB SVGA with hardware T&L video card recommended graphics card (graphics card should be compatible with DirectX ® version 9.0c or higher),DirectX® version 9.0c (included) or higher,Windows® 98/SE/Me/2000/XP,,1
105,105,105,105,105,105,105,Actraiser Renaissance,"AMD A8-7600, Intel® Core™ i3-3210",8 GB RAM,"AMD Radeon™ R7 240, NVIDIA® GeForce® GT 730",Version 11,Windows® 8.1 64-bit / Windows® 10 64-bit,5 GB available space,0
106,106,106,106,106,106,106,Actraiser Renaissance,"AMD Ryzen™ 3 1200, Intel® Core™ i5-3330",8 GB RAM,"AMD Radeon™ R7 260X, NVIDIA® GeForce® GTX 750",Version 11,Windows® 8.1 64-bit / Windows® 10 64-bit,5 GB available space,1
107,107,107,107,107,107,107,Ad Exitum,"Quad-core Intel or AMD, 2 GHz or faster",4 GB RAM,DirectX 10 compatible graphics card,,Windows 7/8 64-bit,2500 MB available space,0
108,108,108,108,108,108,108,Ad Exitum,"Quad-core Intel or AMD, 2.5 GHz or faster",8 GB RAM,DirectX 11 compatible graphics card,,Windows 7/8/10 64-bit,2500 MB available space,1
109,109,109,109,109,109,109,Ad Infinitum,Intel Core i5-8400 or AMD Ryzen 5 1600X,12 GB RAM,"NVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7850, 2 GB or Intel Arc A380, 6 GB",Version 11,"Windows 10, 64-bit",21 GB available space,0
110,110,110,110,110,110,110,Adam Wolfe,1.5 GHz,1 GB RAM,Graphics card with DirectX 9 level (shader model 2.0) capabilities,Version 9.0,Windows XP/Windows Vista/Windows 7/Windows 8/Windows 10,1.7 GB available space,0
111,111,111,111,111,111,111,Adam Wolfe,2.0 GHz,2 GB RAM,Graphics card with DirectX 9 level (shader model 2.0) capabilities,Version 9.0,Windows XP/Windows Vista/Windows 7/Windows 8/Windows 10,1.7 GB available space,1
112,112,112,112,112,112,112,Adorables,1 GHz,1 GB RAM,(Any),,Windows XP,120 MB available space,0
113,113,113,113,113,113,113,Adorables,2 GHz,1 GB RAM,(Any),,Windows 7,120 MB available space,1
114,114,114,114,114,114,114,Adore,Intel(R) Core(TM) 2 Duo CPU E8400 @ 3.00Hz,4 GB RAM,NVIDIA GTX 260 | ATI Radeon HD 4800 Series,Version 11,Windows 7,4 GB available space,0
115,115,115,115,115,115,115,Adore,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHZ,4 GB RAM,Geforce GTX 660,Version 11,Windows 10,4 GB available space,1
116,116,116,116,116,116,116,ADR1FT,Intel Core 2 Quad CPU Q9550 @ 2.83 GHz / AMD Phenom 9850 @ 2.5 GHz,8 GB RAM,NVIDIA GTX 650 2GB or AMD HD7770 2GB,Version 11,Windows 64 bits,6000 MB available space,0
117,117,117,117,117,117,117,ADR1FT,Intel i5 4570 @ 3.2 GHz / AMD Phenom II 945 @ 3.0 GHz,16 GB RAM,NVIDIA GTX 970 / AMD R9 290 equivalent or greater,Version 11,Windows 10 64 bits,6000 MB available space,1
118,118,118,118,118,118,118,Advent Rising,2.0 GHz Processor,256 MB of RAM,128 MB ATI 9000 or higher or 128 MB GeForce 3 or higher (except GeForce 4 MX),DirectX 9.0 (included with download),Windows 2000/XP,5.5 GB Minimum Hard Drive Space,0
119,119,119,119,119,119,119,Advent Rising,3.4 GHz Processor,512 MB of RAM,256 MB GeForce FX 5600 or higher or ATI Radeon 9600 or higher,DirectX 9.0 (included with download),Windows 2000/XP,5.5 GB Minimum Hard Drive Space,1
120,120,120,120,120,120,120,AdVenture Capitalist,(Any),512 MB RAM,(Any),Version 9.0,Windows XP,60 MB available space,0
121,121,121,121,121,121,121,Adventure Craft,Intel Core 2 Duo 2.5GHz or equivalent processor,512 MB RAM,"Dedicated GPU with 256 MB memory, shader version 4 capable",Version 10,Microsoft® Windows® Vista or higher,700 MB available space,0
122,122,122,122,122,122,122,Adventure Craft,Intel Core 2 Duo 2.8GHz or equivalent processor,1 GB RAM,Nvidia GeForce 8800/AMD Radeon HD 5670 or equivalent video card with 512 MB memory,Version 11,Microsoft® Windows® 7 or higher,700 MB available space,1
123,123,123,123,123,123,123,Adventure Time: Pirates of the Enchiridion,Intel Core 2 Quad Q6600 (2.4 GHz) or AMD equivalent,4 GB RAM,GeForce GT 430 (1024 MB)/ Radeon HD 6850 (1024 MB),Version 9.0c,Windows 7 / 8 / 10,3 GB available space,0
124,124,124,124,124,124,124,Adventure Time: Pirates of the Enchiridion,"Intel i5, 4 x 2.6 GHz or AMD equivalent",4 GB RAM,(Any),Version 11,Windows 10,5 GB available space,1
125,125,125,125,125,125,125,Adventure Time: The Secret Of The Nameless Kingdom,Intel™ Pentium 4 2.4 ghz with Hyper Threading,1 GB RAM,"NVIDIA® Geforce 9600GT, AMD® Radeon™ HD 3870 or higher (it must be able to manage Pixel Shader 3.0) with at least 512MB of display memory",,"Windows®XP™ SP2, Windows®Vista™ or Windows®7",1 GB available space,0
126,126,126,126,126,126,126,Adventure Time: The Secret Of The Nameless Kingdom,Intel™ Core 2 Duo / AMD™ Athlon 64 X2 or higher.,4 GB RAM,"NVIDIA® GeForce™ 200 series or higher, AMD® Radeon™ HD5000 series or higher (it must be able to manage Pixel Shader 3.0) with at least 512MB of display memory",,"Windows®XP™ SP2, Windows®Vista™ or Windows®7",2 GB available space,1
127,127,127,127,127,127,127,AdventureQuest 3D,Dual Core 1.8GHZ or Single Core 3.0GHZ,1 GB RAM,512 MB,Version 9.0c,Windows 7,500 MB available space,0
128,128,128,128,128,128,128,AdventureQuest 3D,Dual Core 2.66GHZ,2 GB RAM,1 GB,Version 9.0c,Windows 10,1 GB available space,1
129,129,129,129,129,129,129,Adventures of Bertram Fiddle: Episode 1: A Dreadly Business,(Any),2 GB RAM,(Any),,Windows XP or later,1 GB available space,0
130,130,130,130,130,130,130,Adventures of Bertram Fiddle: Episode 2: A Bleaker Predicklement,(Any),2 GB RAM,DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities,,Windows XP SP2+,2 GB available space,0
131,131,131,131,131,131,131,Aegis Defenders,Intel Core 2 Duo E5200,4 GB RAM,GeForce 9800GTX+ (1GB),Version 10,Windows 7,2 GB available space,0
132,132,132,132,132,132,132,Aegis Defenders,Intel Core i5,8 GB RAM,GeForce GTX 560,Version 11,Windows 10,2 GB available space,1
133,133,133,133,133,133,133,Aeon Drive,Intel Core i3,2000 MB RAM,Intel HD 4000,Version 10,"Windows 10, 64-bit",500 MB available space,0
134,134,134,134,134,134,134,Aeon Must Die!,AMD FX-4300 / Intel Core i3-4130,4 GB RAM,"1 GB VRAM, AMD Radeon HD 7770 / NVIDIA GeForce GTX 560",,Windows 10 (64-bit),,0
135,135,135,135,135,135,135,Aeon Must Die!,AMD FX-8320 / Intel Core i5-4690K,8 GB RAM,"2 GB VRAM, AMD Radeon R9 380 / NVIDIA GeForce GTX 1050 Ti",,Windows 10 (64-bit),,1
136,136,136,136,136,136,136,AER Memories of Old,3 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 560, AMD HD 6870",Version 11,"Win 7, 8, 10, 64bit",3 GB available space,0
137,137,137,137,137,137,137,AER Memories of Old,3 GHz Quad Core CPU,4 GB RAM,"GeForce GTX 660TI, AMD HD 7800 series",Version 11,"Win 7, 8, 10, 64bit",3 GB available space,1
138,138,138,138,138,138,138,AereA,"Intel® Core™ 2 Duo 2,6Ghz / AMD Athlon™ 64 X2 3800+",4 GB RAM,NVIDIA® GeForce® GTX 560 Ti / ATI® Radeon™ HD 7850 or better,Version 9.0c,Windows Vista (32bit),4 GB available space,0
139,139,139,139,139,139,139,AereA,Intel® Core™ i5 4th Gen / AMD A10 series or better,8 GB RAM,NVIDIA® GeForce® GTX 760 / ATI® Radeon™ R9 M295X or better,Version 11,Windows 7 (64bit) or higher,4 GB available space,1
140,140,140,140,140,140,140,AEW: Fight Forever,Intel Core i5-3550 / AMD FX 8150 (AVX - Compatible processor),8 GB RAM,"GeForce GTX 1060 / Radeon RX 480 / Intel® Arc™ A380 Graphics, at least 4 GB Video Memory",Version 12,Windows® 10 64 bit,25 GB available space,0
141,141,141,141,141,141,141,AEW: Fight Forever,Intel i7-4790 / AMD FX 8350 (AVX - Compatible processor),16 GB RAM,"GeForce GTX 1070 / Radeon RX 580 / Intel® Arc™ A770 Graphics, at least 6 GB Video Memory",Version 12,Windows 10 64-bit,25 GB available space,1
142,142,142,142,142,142,142,Afrika Korps vs Desert Rats,"Pentium III, 1 GHz",256 MB ,"32MB, DirectX 8.0 compatible videocard",DirectX 8.0,Win 98/2000/XP/ME ,"1,5 GB free space",0
143,143,143,143,143,143,143,Afrika Korps vs Desert Rats,"Pentium IV, 1.4GHz",512 MB,"64MB, DirectX 9.0 compatible videocard",DirectX 9.0,Win 98/2000/XP/ME ,"1,5 GB free space",1
144,144,144,144,144,144,144,Afro Samurai 2: Revenge of Kuma,2 GHz processor,2 GB RAM,"Intel HD3000, Nvidia GeForce GTX550 or equivalent",Version 11,Windows 7,,0
145,145,145,145,145,145,145,Afro Samurai 2: Revenge of Kuma,3 GHz processor,3 GB RAM,NVIDIA® GeForce® GTX 650 ti 2GB ram or or ATI™ Radeon™ HD 6XXX or higher,Version 11,Windows 7,,1
146,146,146,146,146,146,146,After the Fall,Intel i5-7500 / Ryzen 5 1600 equivalent or greater,12 GB RAM,NVIDIA GTX 1060 / RX 580 equivalent or greater,Version 11,Windows 10 - 64 bit,,0
147,147,147,147,147,147,147,After Us,Intel Core i5-8400 or AMD Ryzen 3 3100,12 GB RAM,GeForce GTX 1050 Ti or GeForce GTX 960 or Intel Arc A750 or AMD Radeon RX 380 X,,Windows 10 64-bit,30 GB available space,0
148,148,148,148,148,148,148,After Us,Intel Core i7-8700 or AMD Ryzen 5 3600,16 GB RAM,GeForce GTX 1070 Ti or GeForce RTX 3060 or AMD Radeon RX Vega 56,,Windows 10 64-bit,30 GB available space,1
149,149,149,149,149,149,149,Aftercharge,Intel® Core™ i3 or AMD Phenom™ X3 8650,2 GB RAM,"NVIDIA® GeForce® GTX 460, ATI Radeon™ HD 4850, or Intel® HD Graphics 5500",Version 11,Windows® Vista/7/ 8/10 64-bit (latest Service Pack),5 GB available space,0
150,150,150,150,150,150,150,Afterfall: InSanity,"Intel Core 2 Duo 2Ghz, AMD Athlon 64 x2 2Ghz or better",2GB for Windows XP and 3GB for Windows Vista or Windows 7,"256 MB, DirectX 9.0c i Shader 3.0 (GeForce 8600GT / ATI equivalent or better)",DirectX 9.0c,Windows XP SP 2 / Windows Vista / Windows  7,,0
151,151,151,151,151,151,151,AFTERGRINDER,Intel Core i3 1.8 GHz,1 GB RAM,256 MB NVIDIA GeForce 8600 GTS,Version 9.0c,Windows 7 and above,1 GB available space,0
