,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
9149,9149,9149,9149,9149,9149,9149,Sports Bar VR,Intel i5-4590 / AMD FX 8350 equivalent or greater,4 GB RAM,NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater,Version 11,Windows 7 SP1 or newer,2 GB available space,0
9150,9150,9150,9150,9150,9150,9150,Sports Bar VR,Intel i5-4590 / AMD FX 8350 equivalent or greater,8 GB RAM,NVIDIA GeForce® GTX 980 / AMD Radeon™ R9 380 equivalent or greater,Version 11,Windows 7 SP1 or newer,2 GB available space,1
9151,9151,9151,9151,9151,9151,9151,Sprint Cars: Road to Knoxville,Pentium III 933 MHz or compatible ,256 MB RAM ,DirectX compatible video card ,DirectX 9.0,Windows 2000/XP ,700 MB free hard disk space,0
9152,9152,9152,9152,9152,9152,9152,Sprint Vector,Intel i5-4590,8 GB RAM,NVIDIA GeForce GTX 970 | AMD R9 290X,Version 11,"Windows 10, 64-bit",10 GB available space,0
9153,9153,9153,9153,9153,9153,9153,Sprint Vector,Intel i7-4770,16 GB RAM,NVIDIA GeForce GTX 980 Ti | AMD Radeon R9 Fury X,Version 12,"Windows 10, 64-bit",10 GB available space,1
9154,9154,9154,9154,9154,9154,9154,SpyParty,Celeron,2 GB RAM,Intel HD 3000,Version 9.0,Windows XP,300 MB available space,0
9155,9155,9155,9155,9155,9155,9155,Spyro Reignited Trilogy,Intel Core i3-2100 | AMD FX-6300,4 GB RAM,NVIDIA GeForce GTX 660 (2 GB) | AMD Radeon HD 7850 (2 GB),Version 9.0,"Windows 7, 64-bit",40 GB available space,0
9156,9156,9156,9156,9156,9156,9156,Spyro Reignited Trilogy,Intel Core i5-2500K | AMD FX-8350,8 GB RAM,NVIDIA GeForce GTX 960 (2 GB) | AMD Radeon RX 480,Version 9.0,"Windows 7, 64-bit",40 GB available space,1
9157,9157,9157,9157,9157,9157,9157,Squad,Intel Core i or AMD Ryzen with 4 physical cores,8 GB RAM,Geforce GTX 770 or AMD Radeon HD 7970 with at least 4 GB of VRAM,Version 11,Windows 7 SP1 (x64),55 GB available space,0
9158,9158,9158,9158,9158,9158,9158,Squad,Intel Core i or AMD Ryzen with 6 physical cores,16 GB RAM,Nvidia GTX 1060 or AMD Radeon 570 with at least 6GB of VRAM,Version 12,"Windows 7 SP1 (x64), Windows 8 (x64), Windows 10 (x64)",55 GB available space,1
9159,9159,9159,9159,9159,9159,9159,Squadron 42,Quad core CPU,16GB+ RAM,DirectX 11 Graphics Card with 2GB RAM (4GB strongly recommended),,"Windows 7 (64bit) with Service Pack 1, Windows 8 (64bit), Windows 10 - Anniversary Update (64bit)",SSD strongly recommended,0
9160,9160,9160,9160,9160,9160,9160,Square Heroes,Any with 2 or more Cores,1 GB RAM,"ATI or NVIDIA with at least 256MB, Intel GMA 950 and above",Version 9.0c,"Windows: XP (SP3), Vista, 7, 8 or 10",256 MB available space,0
9161,9161,9161,9161,9161,9161,9161,Square Heroes,Any with 2 or more Cores,2 GB RAM,"ATI or NVIDIA with at least 512MB, Intel HD 4000 and above",Version 9.0c,"Windows: XP (SP3), Vista, 7, 8 or 10",1 GB available space,1
9162,9162,9162,9162,9162,9162,9162,SquareCells,2.0Ghz+,2 GB RAM,Shader Model 2.0+,,Windows XP or later,50 MB available space,0
9163,9163,9163,9163,9163,9163,9163,Squarewave Maker,Intel i5-2300/AMD FX-4300,4 GB RAM,nVidia GTX 560 (2GB)/AMD Radeon 7850 (2GB),Version 11,"Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)",,0
9164,9164,9164,9164,9164,9164,9164,Squarewave Maker,Intel i7-4770/AMD FX-8350,8 GB RAM,nVidia GTX 980 (4GB)/AMD R9 380 (4GB),Version 11,Windows 10 (64 bit only),,1
9165,9165,9165,9165,9165,9165,9165,Squids,Athlon 64 3000+ @ 2 Ghz (1 core processor),512 MB,Radeon X1300 with 512 MB VRAM (launched back in 2005),,(Windows XP),,0
9166,9166,9166,9166,9166,9166,9166,Squirm,Intel Dual Core or Equivalent,4 GB RAM,DirectX 9 compatible video card,Version 9.0,"Windows XP (Recommended: Windows 7, Windows 8, Windows 10)",150 MB available space,0
9167,9167,9167,9167,9167,9167,9167,Squishy the Suicidal Pig,1.8 GHz,1 GB RAM,128 mb,,Windows 7 or Windows 8,80 MB available space,0
9168,9168,9168,9168,9168,9168,9168,Stable Orbit,2.0Ghz Dual Core Processor,4 GB RAM,1Gb Dedicated GPU,,Windows 7 (64-bit),4 GB available space,0
9169,9169,9169,9169,9169,9169,9169,Stable Orbit,Intel i5 or similar,8 GB RAM,"RX 480, GTX 1060 or better",,Windows 7 (64-bit) or above,4 GB available space,1
9170,9170,9170,9170,9170,9170,9170,Stage Presence,Intel i5-4690K,8 GB RAM,GTX 970,Version 11,Windows 10,2 GB available space,0
9171,9171,9171,9171,9171,9171,9171,Stage Presence,Intel i5-4690K,16 GB RAM,GTX 1070,Version 12,Windows 10,2 GB available space,1
9172,9172,9172,9172,9172,9172,9172,Stained,Intel Core 2 Duo,2 GB RAM,Video card must be 256 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 3.0,Version 9.0,Windows Xp,600 MB available space,0
9173,9173,9173,9173,9173,9173,9173,Stained,Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750 processor or better,2 GB RAM,Video card must be 256 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 3.0,Version 9.0,Windows® 7/Vista/XP,600 MB available space,1
9174,9174,9174,9174,9174,9174,9174,Stairs,"Inter Core2 Duo, AMD Athlon64 x2 or better",2 GB RAM,"NvidiaGeforce 9600GT, ATI Radeon 4670HD or equivalent",Version 9.0,"Windows XP, Vista, 7",4 GB available space,0
9175,9175,9175,9175,9175,9175,9175,Stairs,"Intel Core i5/i7, AMD equivalent or better",4 GB RAM,"Nvidia GeForce GTX 280, ATI Radeon 4870 or better",Version 9.0,"Windows XP, Vista, 7",4 GB available space,1
9176,9176,9176,9176,9176,9176,9176,Stalker Online,Intel Core i5 / AMD Ryzen 5 (or better),8000 MB RAM,GeForce 1050Ti / AMD RX570 with 3Gb memory (or better),Version 9.0c,Windows 7/8 (64-bit),7000 MB available space,0
9177,9177,9177,9177,9177,9177,9177,STAND OUT: VR Battle Royale,i5 64bits,4 GB RAM,GTX 960,Version 11,Windows 10,4 GB available space,0
9178,9178,9178,9178,9178,9178,9178,STAND OUT: VR Battle Royale,i7 64bit,8 GB RAM,GTX 1060,Version 11,Windows 10,4 GB available space,1
9179,9179,9179,9179,9179,9179,9179,STANDBY,1Ghz and up,1 GB RAM,256 Mb,,Windows XP or later,500 MB available space,0
9180,9180,9180,9180,9180,9180,9180,Star Citizen,Quad Core CPU,16GB+ RAM,DirectX 11 Graphics Card with 2GB RAM (4GB strongly recommended),DirectX 11,"Windows 7 (64bit) with Service Pack 1, Windows 8 (64bit), Windows 10 - Anniversary Update (64bit) ",SSD strongly recommended,0
9181,9181,9181,9181,9181,9181,9181,Star Conflict,"2.0 Ghz, Intel Pentium 4 / AMD Athlon II",4 GB RAM,"512 MB, NVidia / AMD Radeon / Intel (HD 3000, HD 4000) with support for Pixel Shader 3.0 (AMD Radeon X1000 not supported) ",9.0c,Windows XP,6 GB,0
9182,9182,9182,9182,9182,9182,9182,Star Conflict,"2.3 Ghz, Intel Core 2 Duo / AMD ",4 GB RAM ,"1024 MB, NVidia GeForce 650 / AMD Radeon HD 5750",9.0c,Windows 7/8/10,6 GB,1
9183,9183,9183,9183,9183,9183,9183,Star Control: Kessari Quadrant,Intel Pentium or equivalent,100 MB RAM,Intel integrated or better,,Windows XP or higher,900 MB available space,0
9184,9184,9184,9184,9184,9184,9184,Star Control: Origins,Dual Core Intel or AMD processor,4 GB RAM,Intel Integrated 520 or equivalent,Version 11,Windows 7 / 8 / 10 64-bit,26 GB available space,0
9185,9185,9185,9185,9185,9185,9185,Star Control: Origins,Quad-core Intel or AMD processor,8 GB RAM,Video card with 2GB of video memory,Version 11,Windows 7 / 8 / 10 64-bit,26 GB available space,1
9186,9186,9186,9186,9186,9186,9186,Star Control: The Ur-Quan Masters,Intel Pentium or equivalent,100 MB RAM,Intel integrated or better,,Windows XP or higher,30 MB available space,0
9187,9187,9187,9187,9187,9187,9187,Star Crusade CCG,Intel Pentium D or AMD Athlon 64 X2,2 GB RAM,NVIDIA GeForce 6800 (256 MB) or ATI Radeon X1600 (256 MB) or better,Version 9.0c,"XP, Vista, 7, 8",3 GB available space,0
9188,9188,9188,9188,9188,9188,9188,Star Crusade CCG,Intel Core ™ 2 Duo E6600 (2.2 GHz) or AMD Athlone 64 X2 5000+ (2.6 GHz) or better,4 GB RAM,NVIDIA GeForce 8800 GT (512 MB) or ATI Radeon HD4850 (512 MB) or better,Version 10,"7, 8",3 GB available space,1
9189,9189,9189,9189,9189,9189,9189,Star Horizon,Dual Core 2.4 GHz,2 GB RAM,"Shader Model 3.0, 256MB",Version 9.0c,Windows XP SP3 and later,1700 MB available space,0
9190,9190,9190,9190,9190,9190,9190,Star Horizon,Dual Core 2.5 GHz,4 GB RAM,"Shader Model 3.0, 512MB",Version 9.0c,Windows XP SP3 and later,1700 MB available space,1
9191,9191,9191,9191,9191,9191,9191,Star Nomad 2,Duo Core 2.2Ghz,4 GB RAM,Intel HD3000 or equivalent,Version 10,Windows 7+ 32bit,600 MB available space,0
9192,9192,9192,9192,9192,9192,9192,Star Nomad 2,Intel i3 3Ghz+ or equivalent,8 GB RAM,AMD GCN 1.0+ or NVIDIA Kepler+ with 1GB VRAM,Version 11,Windows 7+ 64bit,600 MB available space,1
9193,9193,9193,9193,9193,9193,9193,STAR OCEAN - THE LAST HOPE Remaster,Interl core i3-2100 / AMD A8-6500,2 GB RAM,NVIDIA GeForce GT630 VRAM 512MB / AMD Radeon R7 250 VRAM 512MB,Version 11,Windows 7 - 64 bit,55 GB available space,0
9194,9194,9194,9194,9194,9194,9194,STAR OCEAN - THE LAST HOPE Remaster,Intel Core i5-4670 / AMD A10-7850K,6 GB RAM,NVIDIA GeForce GTX960 VRAM 2GB / AMD Radeon R9 380 VRAM 2GB and over,Version 11,"Windows 7, 8.1, 10 (All 64bit)",55 GB available space,1
9195,9195,9195,9195,9195,9195,9195,STAR OCEAN THE DIVINE FORCE,Intel® Core™ i7-7700 / AMD Ryzen™ 5 1500X,16 GB RAM,"NVIDIA® GeForce® GTX 1060 6 GB VRAM / AMD Radeon™ RX 580, Minimum 4GB VRAM required",Version 11,Windows® 10 / Windows® 11 64-bit,70 GB available space (SSD storage recommended),0
9196,9196,9196,9196,9196,9196,9196,STAR OCEAN THE DIVINE FORCE,Intel® Core™ i7-8700K / AMD Ryzen™ 5 3600X,16 GB RAM,NVIDIA® GeForce® RTX 2070 / AMD Radeon™ RX 5700 XT,Version 11,Windows® 10 / Windows® 11 64-bit,70 GB available space (SSD storage recommended),1
9197,9197,9197,9197,9197,9197,9197,Star Renegades,Intel® Core™ i3-3220T @ 2.80GHz / AMD Phenom II X4 820 @ 2.8 GHz,4 GB RAM,NVIDIA® GeForce® GTX 750 (2GB VRAM) / AMD Radeon™ Pro 460 (2GB VRAM),Version 11,Windows 7+,5 GB available space,0
9198,9198,9198,9198,9198,9198,9198,Star Renegades,Intel® Core™ i5-6600K @ 3.5GHz / AMD Ryzen™ 3 2200G @ 3.5GHz,8 GB RAM,NVIDIA® GeForce® GTX 960 (4GB VRAM) / AMD Radeon™ Pro 570 (4GB VRAM),Version 11,Windows® 10 64-bit,5 GB available space,1
9199,9199,9199,9199,9199,9199,9199,Star Ruler,"1 Core, 2.0 GHz, SSE2 Support (Pentium 4 and higher) ",512 MB ,"256 MB, OpenGL 2.1 or better ",,"Windows XP, Vista, 7 ",500 MB,0
9200,9200,9200,9200,9200,9200,9200,Star Ruler 2,SSE2 Capable processor,1 GB RAM,"AMD or Nvidia Graphics card w/ 512MB RAM, OpenGL 2.1 Support",,Windows Vista,600 MB available space,0
9201,9201,9201,9201,9201,9201,9201,Star Ruler 2,Intel Core i7 or AMD Phenom II,2 GB RAM,NVIDIA GTX 460 w/ 1GB RAM,,Windows 7 64-bit,600 MB available space,1
9202,9202,9202,9202,9202,9202,9202,Star Story: The Horizon Escape,2.0 GHz+ Dual Core Processor or higher,2 GB RAM,Intel HD 3000 or higher,Version 9.0,"Windows XP, 7, 8, 10",4 GB available space,0
9203,9203,9203,9203,9203,9203,9203,Star Trek (2013),Intel Core 2 @ 2GHz / AMD Athlon 64 X2 4200+,2 GB RAM,Nvidia Geforce 9600/ ATI Radeon HD 2900 GFX RAM: 512 MB,9.0c,Windows XP SP2,8 GB HD space,0
9204,9204,9204,9204,9204,9204,9204,Star Trek (2013),2.4 GHz quad core or higher,4 GB RAM,Nvidia GeforceGTX 560/ATI Radeon HD 5850 or better GFX RAM: 1GB or more,9.0c,Windows Vista or higher,8 GB HD space,1
9205,9205,9205,9205,9205,9205,9205,Star Trek Online,Core 2 Duo 1.8Ghz (or equivalent AMD CPU),2GB RAM,"(NVidia GeForce 6600, ATI/AMD Radeon X1300, or Intel G965 Express) (Direct3D Hardware Feature Level 10)",Version 10,"Windows 7, 8 or 10 (64-bit)",21GB,0
9206,9206,9206,9206,9206,9206,9206,Star Trek Online,Core i5-2xxx Quad Core or better,4GB RAM or better,"NVidia GeForce GTX 4xx, ATI/AMD Radeon HD 5xxx, or Intel HD Graphics 4xxx (Direct3D Hardware Feature Level 11.0) or better",Version 11.0 or better,Windows 10,21GB,1
9207,9207,9207,9207,9207,9207,9207,Star Trek: Bridge Commander,Pentium® II 300Mhz processor (Pentium® II 450Mhz processor recommended) or Athlon® processor,64MB RAM,"3-D Hardware Accelerator (with 16MB VRAM)*
100% DirectX® 8.0a compatible 16MB video card and drivers",DirectX® 8.0a or higher (included),US version of Microsoftâ Windows® 95 OSR2/98/ME/2000/XP operating system,650 MB of uncompressed hard disk space for game files; plus an additional 100 MB for Windows® swap file,0
9208,9208,9208,9208,9208,9208,9208,Star Trek: Bridge Crew,"Intel® i5-4590, AMD FX 8350 equivalent or better",8 GB RAM,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better",,"Windows 7 SP1, Windows 8.1 or Windows 10",,0
9209,9209,9209,9209,9209,9209,9209,Star Trek: D-A-C,Intel Pentium 4 - 2400 Mhz or AMD Athlon XP 2400+,1024MB (XP) or 2048MB (Vista/Windows 7),GeForce 6600 GT or ATI Radeon X1300-series with 256 MB dedicated video memory,DirectX 9.0c,"Windows XP, Vista, 7",400mb,0
9210,9210,9210,9210,9210,9210,9210,Star Trek: Deep Space Nine: The Fallen,Pentium II 266MHz or higher,64Mbytes system RAM,4Mbyte video card (3D accelerator recommended),DirectX version 7.0 or later.,Windows 95 or Windows 98 or Windows NT4.0 with Service Pack 4 installed or Windows 2000.,165Mbytes local disk space (for minimum install),0
9211,9211,9211,9211,9211,9211,9211,Star Trek: Deep Space Nine: The Fallen,Pentium II 400MHz,128Mbytes system RAM,8MB+ 3D Accelerator card,DirectX version 7.0 or later.,Windows 95 or Windows 98 or Windows NT4.0 with Service Pack 4 installed or Windows 2000.,165Mbytes local disk space (for minimum install),1
9212,9212,9212,9212,9212,9212,9212,Star Trek: Elite Force II,Pentium® III 600 or Athlon™ processor or higher ,128MB of RAM ,3D Hardware Accelerator Card required - 100% DirectX® 9.0 compatible 32MB video card and drivers* ,DirectX® 9.0 (included) ,English version of Microsoft® Windows® 98/98SE/ME/2000/XP ,1.3GB of uncompressed free hard disk space (plus 200MB for Windows swap file) ,0
9213,9213,9213,9213,9213,9213,9213,Star Trek: Resurgence,AMD FX-8350 / Intel® Core™ i5-3330,8 GB RAM,AMD Radeon™ RX 5700 / NVIDIA® GeForce® GTX 1080,Version 12,Windows® 10 64-bit,16 GB or more,0
9214,9214,9214,9214,9214,9214,9214,Star Trek: Resurgence,AMD Ryzen 5 3600XT / Intel® Core™i7 3GHz or higher,16 GB RAM,AMD Radeon RX 6700/ NVIDIA GeForce RTX 2080 or higher,Version 12,Windows® 10 64-bit,16 GB or more,1
9215,9215,9215,9215,9215,9215,9215,Star Wars Attack Squadrons,Intel® Core2® Duo E6750 @2.66GHz,4GB RAM,NVIDIA GeForce 8800GT (512MB Video RAM) or integrated Intel chipsets Fourth Generation (4K) or better,Microsoft DirectX 9.0c,Windows 7 or better,,0
9216,9216,9216,9216,9216,9216,9216,Star Wars Battlefront,Intel P3 1.0 GHz or AMD Athlon 1000 MHz,256 MB ,"64 MB 3D Graphics card with Hardware Transform and Lighting (T&L) Capability
",Microsoft DirectX 9.0c,Windows 98,2.7 GB,0
9217,9217,9217,9217,9217,9217,9217,Star Wars Battlefront,"Intel P4 2.0 GHz or AMD Athlon XP 2400+
",512 MB,128 MB 3D Graphics card with Hardware Vertex and Pixel Shader (VS/PS) Capability,Microsoft DirectX 9.0c,"Windows 98, ME, 2K, XP, Vista",2.7 GB,1
9218,9218,9218,9218,9218,9218,9218,Star Wars Battlefront (2015),Intel i3 6300T or equivalent,8GB RAM,"nVidia GeForce GTX 660 2GB, ATI Radeon HD 7850 2GB",DirectX 11,"64-bit Windows 7, Windows 8.1 and Windows 10",At least 40 GB of free space,0
9219,9219,9219,9219,9219,9219,9219,Star Wars Battlefront (2015),Intel i5 6600 or equivalent,16GB RAM,"nVidia GeForce GTX 970 4GB, AMD Radeon R9 290 4GB",11.1,64-bit Windows 10 or later,At least 40 GB of free space,1
9220,9220,9220,9220,9220,9220,9220,Star Wars Battlefront 2 (2017),AMD FX-6350 / Intel Core i5 6600K,8 GB RAM,AMD Radeon™ HD 7850 2GB / NVIDIA GeForce® GTX 660 2GB,Version 11,"64-bit Windows 7 SP1, Windows 8.1 and Windows 10",60 GB available space,0
9221,9221,9221,9221,9221,9221,9221,Star Wars Battlefront 2 (2017),AMD FX 8350 Wraith / Intel Core i7 6700 or equivalent,16 GB RAM,AMD Radeon™ RX 480 4GB / NVIDIA GeForce® GTX 1060 3GB,Version 11,64-bit Windows 10 or later,60 GB available space,1
9222,9222,9222,9222,9222,9222,9222,Star Wars Battlefront II (2005),"Pentium 4 1.5 GHz or Athlon XP 1500+
",256 MB,64 MB 3D Graphics card with Hardware Vertex andPixel Shader (VS/PS) Capability,DirectX 9.0c ,"Windows 2000, XP or Vista",4.3 GB,0
9223,9223,9223,9223,9223,9223,9223,Star Wars Battlefront II (2005),Pentium 4 2.8 GHz or AMD Athlon XP 2800+,512 MB,128 MB 3D Graphics card with Hardware Vertex andPixel Shader (VS/PS) Capability,DirectX 9.0c ,"Windows 2000, XP or Vista",4.3 GB,1
9224,9224,9224,9224,9224,9224,9224,Star Wars Clone Wars Adventures,Intel Pentium 4 or greater processor,512 MB,"One of our suggested video cards*
(Radeon 8500 / GeForce 3 Series)",,Windows XP or Windows Vista operating system,,0
9225,9225,9225,9225,9225,9225,9225,Star Wars Clone Wars Adventures,Intel Pentium 4 or greater processor,1 GB,GeForce 6 or better video card,,"Windows XP, Windows Vista, or Windows 7 operating system",,1
9226,9226,9226,9226,9226,9226,9226,Star Wars Empire at War,Intel Pentium III 1.0GHz or AMD Athlon 1.0 GHz,512 MB,64 MB graphics card with Shader Model 2.0 support / ATI Radeon 9600 / NVIDIA 7200 / Intel 965,100% DirectX 9.0c compatible,"Windows XP SP3, Windows Vista SP2, Windows 7",,0
9227,9227,9227,9227,9227,9227,9227,Star Wars Empire at War,Intel Pentium Dual Core CPU,1 GB,256 MB graphics card with Shader Model 3.0 support / ATI Radeon X1900 / NVIDIA 8600,100% DirectX 9.0c compatible,"Windows XP SP3, Windows Vista SP2, Windows 7",,1
9228,9228,9228,9228,9228,9228,9228,Star Wars Empire At War: Forces of Corruption,Intel Pentium III 1.0 GHz or AMD Athlon 1.0 GHz,256Mb RAM or higher,32 MB graphics card with Hardware Transform and Lighting (T&L) capability *,100% DirectX 9.0c compatible computer,"Windows 2000, Windows XP",4.75,0
9229,9229,9229,9229,9229,9229,9229,Star Wars Episode I Racer,1.8 GHz,1 GB RAM,3D graphics card compatible with DirectX 9.0c and 256 MB VRAM,Version 9.0c,Windows 7 or newer,550 MB available space,0
