name,price,link,company,product_seq,image,code,socket,core_number,thread_number,l2_cache,l3_cache,tdp,pbpmtp,has_graphic,graphic_name,graphic_core_speed,memory_capacity,memory_type,memory_clock,memory_channel,pcie_channel_number,pcie_version,has_cooler,clock_basic,clock_max,nm,tech_support,bench_mark,reg_date,bookmark
AMD 라이젠5-5세대 7600,267300.0,https://prod.danawa.com/info/?pcode=18718496&cate=112747,AMD,18718496,//img.danawa.com/prod_img/500000/496/718/img/18718496_1.jpg?shrink=330:*&_v=20230518090511,라파엘,AMD(소켓AM5),6,12,6.0,32.0,65.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,3.8,5.1,5.0,,27651,202301,
AMD 라이젠7-5세대 7800X3D,575670.0,https://prod.danawa.com/info/?pcode=19627808&cate=112747,AMD,19627808,//img.danawa.com/prod_img/500000/808/627/img/19627808_1.jpg?shrink=330:*&_v=20230627163422,라파엘,AMD(소켓AM5),8,16,8.0,96.0,120.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.2,5.0,5.0,,34740,202304,
인텔 코어i5-13세대 13400F,258090.0,https://prod.danawa.com/info/?pcode=18640280&cate=112747,인텔,18640280,//img.danawa.com/prod_img/500000/280/640/img/18640280_1.jpg?shrink=330:*&_v=20230627163439,랩터레이크,인텔(소켓1700),10,16,9.5,20.0,,148.0,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.5,4.6,10.0,,25588,202301,
AMD 라이젠5-5세대 7500F,221160.0,https://prod.danawa.com/info/?pcode=21694499&cate=112747,AMD,21694499,//img.danawa.com/prod_img/500000/499/694/img/21694499_1.jpg?shrink=330:*&_v=20230727151838,라파엘,AMD(소켓AM5),6,12,6.0,32.0,65.0,,0,,,128.0,1.0,5200.0,2.0,28.0,1.0,1,3.7,5.0,5.0,,25578,202307,
AMD 라이젠5-5세대 7600X,291800.0,https://prod.danawa.com/info/?pcode=17913311&cate=112747,AMD,17913311,//img.danawa.com/prod_img/500000/311/913/img/17913311_1.jpg?shrink=330:*&_v=20230317131559,라파엘,AMD(소켓AM5),6,12,6.0,32.0,105.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.7,5.3,5.0,,28830,202209,
AMD 라이젠5-4세대 5600G,155280.0,https://prod.danawa.com/info/?pcode=14927675&cate=112747,AMD,14927675,//img.danawa.com/prod_img/500000/675/927/img/14927675_1.jpg?shrink=330:*&_v=20220808090643,세잔,AMD(소켓AM4),6,12,3.0,16.0,65.0,,1,AMD 라데온 그래픽 7,1900.0,,2.0,3200.0,2.0,,4.0,1,3.9,4.4,7.0,,19922,202108,
인텔 코어i9-13세대 13900K,754210.0,https://prod.danawa.com/info/?pcode=18039569&cate=112747,인텔,18039569,//img.danawa.com/prod_img/500000/569/039/img/18039569_1.jpg?shrink=330:*&_v=20230627160321,랩터레이크,인텔(소켓1700),24,32,32.0,36.0,,253.0,1,인텔 UHD 770,1650.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.0,5.8,10.0,,59769,202210,
인텔 코어i5-12세대 12400F,180030.0,https://prod.danawa.com/info/?pcode=16101353&cate=112747,인텔,16101353,//img.danawa.com/prod_img/500000/353/101/img/16101353_1.jpg?shrink=330:*&_v=20230623112425,엘더레이크,인텔(소켓1700),6,12,7.5,18.0,117.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.5,4.4,10.0,,19639,202201,
인텔 코어i5-13세대 13600KF,382410.0,https://prod.danawa.com/info/?pcode=18038831&cate=112747,인텔,18038831,//img.danawa.com/prod_img/500000/831/038/img/18038831_1.jpg?shrink=330:*&_v=20221020215958,랩터레이크,인텔(소켓1700),14,20,20.0,24.0,,181.0,0,,,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.5,5.1,10.0,,38230,202210,
인텔 코어i7-13세대 13700K,540600.0,https://prod.danawa.com/info/?pcode=18039374&cate=112747,인텔,18039374,//img.danawa.com/prod_img/500000/374/039/img/18039374_1.jpg?shrink=330:*&_v=20230623104755,랩터레이크,인텔(소켓1700),16,24,24.0,30.0,,253.0,1,인텔 UHD 770,1600.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.4,5.4,10.0,,46838,202210,
AMD 라이젠5-4세대 5600X,170790.0,https://prod.danawa.com/info/?pcode=12625265&cate=112747,AMD,12625265,//img.danawa.com/prod_img/500000/265/625/img/12625265_1.jpg?shrink=330:*&_v=20220623161504,버미어,AMD(소켓AM4),6,12,3.0,32.0,65.0,,0,,,,2.0,3200.0,,,2.0,1,3.7,4.6,7.0,,21936,202011,
AMD 라이젠5-4세대 5600,153270.0,https://prod.danawa.com/info/?pcode=16741211&cate=112747,AMD,16741211,//img.danawa.com/prod_img/500000/211/741/img/16741211_1.jpg?shrink=330:*&_v=20220530142319,버미어,AMD(소켓AM4),6,12,3.0,32.0,65.0,,0,,,,2.0,3200.0,2.0,,2.0,1,3.5,4.4,7.0,,21618,202204,
인텔 코어i5-12세대 12400,229010.0,https://prod.danawa.com/info/?pcode=16101326&cate=112747,인텔,16101326,//img.danawa.com/prod_img/500000/326/101/img/16101326_1.jpg?shrink=330:*&_v=20220526090716,엘더레이크,인텔(소켓1700),6,12,7.5,18.0,117.0,,1,인텔 UHD 730,1450.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.5,4.4,10.0,,19483,202201,
인텔 코어i5-13세대 13500,319530.0,https://prod.danawa.com/info/?pcode=18640319&cate=112747,인텔,18640319,//img.danawa.com/prod_img/500000/319/640/img/18640319_1.jpg?shrink=330:*&_v=20230109160339,랩터레이크,인텔(소켓1700),14,20,11.5,24.0,,154.0,1,인텔 UHD 770,1550.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.5,4.8,10.0,,32496,202301,
AMD 라이젠5 PRO 4650G,111240.0,https://prod.danawa.com/info/?pcode=11876443&cate=112747,AMD,11876443,//img.danawa.com/prod_img/500000/443/876/img/11876443_1.jpg?shrink=330:*&_v=20220224155534,르누아르,AMD(소켓AM4),6,12,3.0,8.0,65.0,,1,AMD 라데온 그래픽 7,1900.0,,2.0,3200.0,2.0,,4.0,1,3.7,4.2,7.0,,16267,202007,
AMD 라이젠7-5세대 7700X,410200.0,https://prod.danawa.com/info/?pcode=17913710&cate=112747,AMD,17913710,//img.danawa.com/prod_img/500000/710/913/img/17913710_1.jpg?shrink=330:*&_v=20230317131829,라파엘,AMD(소켓AM5),8,16,8.0,32.0,105.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.5,5.4,5.0,,36365,202209,
인텔 코어i5-13세대 13600K,410300.0,https://prod.danawa.com/info/?pcode=18039269&cate=112747,인텔,18039269,//img.danawa.com/prod_img/500000/269/039/img/18039269_1.jpg?shrink=330:*&_v=20221020215958,랩터레이크,인텔(소켓1700),14,20,20.0,24.0,,181.0,1,인텔 UHD 770,1550.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.5,5.1,10.0,,38350,202210,
인텔 코어i7-13세대 13700KF,507080.0,https://prod.danawa.com/info/?pcode=18039356&cate=112747,인텔,18039356,//img.danawa.com/prod_img/500000/356/039/img/18039356_1.jpg?shrink=330:*&_v=20221028174057,랩터레이크,인텔(소켓1700),16,24,24.0,30.0,,253.0,0,,,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.4,5.4,10.0,,46597,202210,
AMD 라이젠7-4세대 5700X,241180.0,https://prod.danawa.com/info/?pcode=16741349&cate=112747,AMD,16741349,//img.danawa.com/prod_img/500000/349/741/img/16741349_1.jpg?shrink=330:*&_v=20220919142319,버미어,AMD(소켓AM4),8,16,4.0,32.0,65.0,,0,,,,2.0,3200.0,2.0,,2.0,1,3.4,4.6,7.0,,26795,202204,
인텔 코어i7-13세대 13700F,478910.0,https://prod.danawa.com/info/?pcode=18640379&cate=112747,인텔,18640379,//img.danawa.com/prod_img/500000/379/640/img/18640379_1.jpg?shrink=330:*&_v=20230309161028,랩터레이크,인텔(소켓1700),16,24,24.0,30.0,,219.0,0,,,128.0,3.0,5600.0,2.0,20.0,3.0,1,2.1,5.2,10.0,,40237,202301,
인텔 코어i7-12세대 12700F,370070.0,https://prod.danawa.com/info/?pcode=16101464&cate=112747,인텔,16101464,//img.danawa.com/prod_img/500000/464/101/img/16101464_1.jpg?shrink=330:*&_v=20220119173907,엘더레이크,인텔(소켓1700),12,20,12.0,25.0,180.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.1,4.9,10.0,,30992,202201,
인텔 코어i3-12세대 12100F,115610.0,https://prod.danawa.com/info/?pcode=16101179&cate=112747,인텔,16101179,//img.danawa.com/prod_img/500000/179/101/img/16101179_1.jpg?shrink=330:*&_v=20220119172656,엘더레이크,인텔(소켓1700),4,8,5.0,12.0,89.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.3,4.3,10.0,,14252,202201,
인텔 코어i7-13세대 13700,518700.0,https://prod.danawa.com/info/?pcode=18640397&cate=112747,인텔,18640397,//img.danawa.com/prod_img/500000/397/640/img/18640397_1.jpg?shrink=330:*&_v=20230112092250,랩터레이크,인텔(소켓1700),16,24,24.0,30.0,,219.0,1,인텔 UHD 770,1600.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,2.1,5.2,10.0,,38654,202301,
인텔 코어i3-12세대 12100,150820.0,https://prod.danawa.com/info/?pcode=16101083&cate=112747,인텔,16101083,//img.danawa.com/prod_img/500000/083/101/img/16101083_1.jpg?shrink=330:*&_v=20220526090928,엘더레이크,인텔(소켓1700),4,8,5.0,12.0,89.0,,1,인텔 UHD 730,1400.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.3,4.3,10.0,,13852,202201,
AMD 라이젠9-5세대 7950X3D,933990.0,https://prod.danawa.com/info/?pcode=19174415&cate=112747,AMD,19174415,//img.danawa.com/prod_img/500000/415/174/img/19174415_1.jpg?shrink=330:*&_v=20230317132516,라파엘,AMD(소켓AM5),16,32,16.0,128.0,120.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.2,5.7,5.0,,62682,202302,
AMD 라이젠7-4세대 5800X,316150.0,https://prod.danawa.com/info/?pcode=12836186&cate=112747,AMD,12836186,//img.danawa.com/prod_img/500000/186/836/img/12836186_1.jpg?shrink=330:*&_v=20221220152958,버미어,AMD(소켓AM4),8,16,4.0,32.0,105.0,,0,,,,2.0,3200.0,,,2.0,1,3.8,4.7,7.0,,28018,202011,
인텔 코어i9-13세대 13900KS,1042850.0,https://prod.danawa.com/info/?pcode=18725225&cate=112747,인텔,18725225,//img.danawa.com/prod_img/500000/225/725/img/18725225_1.jpg?shrink=330:*&_v=20230220092305,랩터레이크,인텔(소켓1700),24,32,32.0,36.0,,253.0,1,인텔 UHD 770,1650.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.2,6.0,10.0,,62024,202301,
인텔 코어i3-13세대 13100,188860.0,https://prod.danawa.com/info/?pcode=18640205&cate=112747,인텔,18640205,//img.danawa.com/prod_img/500000/205/640/img/18640205_1.jpg?shrink=330:*&_v=20230109153358,랩터레이크,인텔(소켓1700),4,8,5.0,12.0,,89.0,1,인텔 UHD 730,1500.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.4,4.5,10.0,,14917,202301,
인텔 코어i5-13세대 13400,302330.0,https://prod.danawa.com/info/?pcode=18640286&cate=112747,인텔,18640286,//img.danawa.com/prod_img/500000/286/640/img/18640286_1.jpg?shrink=330:*&_v=20230109155030,랩터레이크,인텔(소켓1700),10,16,9.5,20.0,,154.0,1,인텔 UHD 730,1550.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.5,4.6,10.0,,25341,202301,
AMD 라이젠3 PRO 4350G,101990.0,https://prod.danawa.com/info/?pcode=11876290&cate=112747,AMD,11876290,//img.danawa.com/prod_img/500000/290/876/img/11876290_1.jpg?shrink=330:*&_v=20230109163518,르누아르,AMD(소켓AM4),4,8,2.0,4.0,65.0,,1,AMD 라데온 그래픽 6,1700.0,,2.0,3200.0,2.0,,4.0,1,3.8,4.0,7.0,,10961,202007,
AMD 라이젠9-5세대 7900,566790.0,https://prod.danawa.com/info/?pcode=18718631&cate=112747,AMD,18718631,//img.danawa.com/prod_img/500000/631/718/img/18718631_1.jpg?shrink=330:*&_v=20230317131949,라파엘,AMD(소켓AM5),12,24,12.0,64.0,65.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,3.7,5.4,5.0,,49350,202301,
AMD 라이젠9-5세대 7900X,576500.0,https://prod.danawa.com/info/?pcode=17913863&cate=112747,AMD,17913863,//img.danawa.com/prod_img/500000/863/913/img/17913863_1.jpg?shrink=330:*&_v=20230317132042,라파엘,AMD(소켓AM5),12,24,12.0,64.0,170.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.7,5.6,5.0,,52222,202209,
AMD 라이젠9-5세대 7950X,711300.0,https://prod.danawa.com/info/?pcode=20613197&cate=112747,AMD,20613197,//img.danawa.com/prod_img/500000/197/613/img/20613197_1.jpg?shrink=330:*&_v=20230620155136,라파엘,AMD(소켓AM5),16,32,16.0,64.0,170.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.5,5.7,5.0,,63392,202306,
AMD 라이젠7-4세대 5800X3D,476430.0,https://prod.danawa.com/info/?pcode=16872089&cate=112747,AMD,16872089,//img.danawa.com/prod_img/500000/089/872/img/16872089_1.jpg?shrink=330:*&_v=20230627160321,버미어,AMD(소켓AM4),8,16,4.0,96.0,105.0,,0,,,,2.0,3200.0,2.0,,2.0,1,3.4,4.5,7.0,,28222,202204,
인텔 펜티엄 골드 G7400,118230.0,https://prod.danawa.com/info/?pcode=16100921&cate=112747,인텔,16100921,//img.danawa.com/prod_img/500000/921/100/img/16100921_1.jpg?shrink=330:*&_v=20230104105707,엘더레이크,인텔(소켓1700),2,4,2.5,6.0,46.0,,1,인텔 UHD 710,1350.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.7,,10.0,,6746,202201,
인텔 코어i7-10세대 10700F,296980.0,https://prod.danawa.com/info/?pcode=11646593&cate=112747,인텔,11646593,//img.danawa.com/prod_img/500000/593/646/img/11646593_1.jpg?shrink=330:*&_v=20200716171817,코멧레이크S,인텔(소켓1200),8,16,,16.0,65.0,,0,,,128.0,2.0,2933.0,2.0,16.0,4.0,1,2.9,4.8,14.0,,16678,202006,
AMD 라이젠3-3세대 4100,75660.0,https://prod.danawa.com/info/?pcode=16740590&cate=112747,AMD,16740590,//img.danawa.com/prod_img/500000/590/740/img/16740590_1.jpg?shrink=330:*&_v=20220919102134,르누아르-X,AMD(소켓AM4),4,8,2.0,4.0,65.0,,0,,,,2.0,3200.0,2.0,,4.0,1,3.8,4.0,7.0,,11060,202204,
AMD 라이젠7-5세대 7700,412680.0,https://prod.danawa.com/info/?pcode=18718532&cate=112747,AMD,18718532,//img.danawa.com/prod_img/500000/532/718/img/18718532_1.jpg?shrink=330:*&_v=20230317131624,라파엘,AMD(소켓AM5),8,16,8.0,32.0,65.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,3.8,5.3,5.0,,35159,202301,
인텔 코어i9-13세대 13900KF,746870.0,https://prod.danawa.com/info/?pcode=18039512&cate=112747,인텔,18039512,//img.danawa.com/prod_img/500000/512/039/img/18039512_1.jpg?shrink=330:*&_v=20221108175130,랩터레이크,인텔(소켓1700),24,32,32.0,36.0,,253.0,0,,,128.0,3.0,5600.0,2.0,20.0,3.0,1,3.0,5.8,10.0,,59012,202210,
인텔 코어i5-8세대 8400,109050.0,https://prod.danawa.com/info/?pcode=5614322&cate=112747,인텔,5614322,//img.danawa.com/prod_img/500000/322/614/img/5614322_1.jpg?shrink=330:*&_v=20200707163055,커피레이크,인텔(소켓1151v2),6,6,,9.0,65.0,,1,인텔 UHD 630,1050.0,64.0,2.0,2666.0,2.0,16.0,,1,2.8,4.0,14.0,,9257,201711,
AMD 라이젠7-4세대 5700G,272740.0,https://prod.danawa.com/info/?pcode=14927759&cate=112747,AMD,14927759,//img.danawa.com/prod_img/500000/759/927/img/14927759_1.jpg?shrink=330:*&_v=20220808091226,세잔,AMD(소켓AM4),8,16,4.0,16.0,65.0,,1,AMD 라데온 그래픽 8,2000.0,,2.0,3200.0,2.0,,4.0,1,3.8,4.6,7.0,,24676,202108,
인텔 코어i3-13세대 13100F,150000.0,https://prod.danawa.com/info/?pcode=18640106&cate=112747,인텔,18640106,//img.danawa.com/prod_img/500000/106/640/img/18640106_1.jpg?shrink=330:*&_v=20230309164255,랩터레이크,인텔(소켓1700),4,8,5.0,12.0,,89.0,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.4,4.5,10.0,,14727,202301,
인텔 코어i5-12세대 12600K,320920.0,https://prod.danawa.com/info/?pcode=15594263&cate=112747,인텔,15594263,//img.danawa.com/prod_img/500000/263/594/img/15594263_1.jpg?shrink=330:*&_v=20220111133249,엘더레이크,인텔(소켓1700),10,16,9.5,20.0,150.0,,1,인텔 UHD 770,1450.0,128.0,3.0,4800.0,,20.0,3.0,1,3.7,4.9,10.0,,27793,202111,
AMD 라이젠9-4세대 5950X,641160.0,https://prod.danawa.com/info/?pcode=12622319&cate=112747,AMD,12622319,//img.danawa.com/prod_img/500000/319/622/img/12622319_1.jpg?shrink=330:*&_v=20221230092901,버미어,AMD(소켓AM4),16,32,8.0,64.0,105.0,,0,,,,2.0,3200.0,,,2.0,1,3.4,4.9,7.0,,45854,202011,
인텔 코어i9-13세대 13900F,741770.0,https://prod.danawa.com/info/?pcode=18640442&cate=112747,인텔,18640442,//img.danawa.com/prod_img/500000/442/640/img/18640442_1.jpg?shrink=330:*&_v=20230203165731,랩터레이크,인텔(소켓1700),24,32,32.0,36.0,,219.0,0,,,128.0,3.0,5600.0,2.0,20.0,3.0,1,2.0,5.6,10.0,,52877,202301,
AMD 라이젠9-5세대 7900X3D,688700.0,https://prod.danawa.com/info/?pcode=19174175&cate=112747,AMD,19174175,//img.danawa.com/prod_img/500000/175/174/img/19174175_1.jpg?shrink=330:*&_v=20230228230646,라파엘,AMD(소켓AM5),12,24,12.0,128.0,120.0,,1,AMD 라데온 그래픽,2200.0,128.0,1.0,5200.0,2.0,28.0,1.0,1,4.4,5.6,5.0,,50740,202302,
인텔 코어i7-12세대 12700,412050.0,https://prod.danawa.com/info/?pcode=16140809&cate=112747,인텔,16140809,//img.danawa.com/prod_img/500000/809/140/img/16140809_1.jpg?shrink=330:*&_v=20220119174107,엘더레이크,인텔(소켓1700),12,20,12.0,25.0,180.0,,1,인텔 UHD 770,1500.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.1,4.9,10.0,,30976,202201,
인텔 코어i9-13세대 13900,763870.0,https://prod.danawa.com/info/?pcode=18640472&cate=112747,인텔,18640472,//img.danawa.com/prod_img/500000/472/640/img/18640472_1.jpg?shrink=330:*&_v=20230203170214,랩터레이크,인텔(소켓1700),24,32,32.0,36.0,,219.0,1,인텔 UHD 770,1650.0,128.0,3.0,5600.0,2.0,20.0,3.0,1,2.0,5.6,10.0,,49578,202301,
인텔 코어i7-12세대 12700K,427000.0,https://prod.danawa.com/info/?pcode=15594638&cate=112747,인텔,15594638,//img.danawa.com/prod_img/500000/638/594/img/15594638_1.jpg?shrink=330:*&_v=20220111160408,엘더레이크,인텔(소켓1700),12,20,12.0,25.0,190.0,,1,인텔 UHD 770,1500.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.6,5.0,10.0,,34748,202111,
AMD 라이젠5-3세대 4600G,117790.0,https://prod.danawa.com/info/?pcode=17214128&cate=112747,AMD,17214128,//img.danawa.com/prod_img/500000/128/214/img/17214128_1.jpg?shrink=330:*&_v=20220608180958,르누아르,AMD(소켓AM4),6,12,3.0,8.0,65.0,,1,AMD 라데온 그래픽 7,1900.0,,2.0,3200.0,2.0,,4.0,1,3.7,4.2,7.0,,16004,202206,
인텔 코어i5-12세대 12600KF,290550.0,https://prod.danawa.com/info/?pcode=15594446&cate=112747,인텔,15594446,//img.danawa.com/prod_img/500000/446/594/img/15594446_1.jpg?shrink=330:*&_v=20220111112347,엘더레이크,인텔(소켓1700),10,16,9.5,20.0,150.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.7,4.9,10.0,,27463,202111,
인텔 코어i5-10세대 10400F,132540.0,https://prod.danawa.com/info/?pcode=11489973&cate=112747,인텔,11489973,//img.danawa.com/prod_img/500000/973/489/img/11489973_1.jpg?shrink=330:*&_v=20200611150507,코멧레이크S,인텔(소켓1200),6,12,,12.0,65.0,,0,,,128.0,2.0,2666.0,2.0,16.0,4.0,1,2.9,4.3,14.0,,12263,202006,
AMD 라이젠5-4세대 5500,143450.0,https://prod.danawa.com/info/?pcode=16740791&cate=112747,AMD,16740791,//img.danawa.com/prod_img/500000/791/740/img/16740791_1.jpg?shrink=330:*&_v=20220406125620,세잔,AMD(소켓AM4),6,12,3.0,16.0,65.0,,0,,,,2.0,3200.0,2.0,,4.0,1,3.6,4.2,7.0,,19567,202204,
AMD 라이젠9-4세대 5900X,494480.0,https://prod.danawa.com/info/?pcode=12622091&cate=112747,AMD,12622091,//img.danawa.com/prod_img/500000/091/622/img/12622091_1.jpg?shrink=330:*&_v=20220801164447,버미어,AMD(소켓AM4),12,24,6.0,64.0,105.0,,0,,,,2.0,3200.0,,,2.0,1,3.7,4.8,7.0,,39270,202011,
인텔 코어i7-12세대 12700KF,390210.0,https://prod.danawa.com/info/?pcode=15594701&cate=112747,인텔,15594701,//img.danawa.com/prod_img/500000/701/594/img/15594701_1.jpg?shrink=330:*&_v=20220111164048,엘더레이크,인텔(소켓1700),12,20,12.0,25.0,190.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.6,5.0,10.0,,34519,202111,
인텔 코어i9-12세대 12900K,590960.0,https://prod.danawa.com/info/?pcode=15594887&cate=112747,인텔,15594887,//img.danawa.com/prod_img/500000/887/594/img/15594887_1.jpg?shrink=330:*&_v=20230227100135,엘더레이크,인텔(소켓1700),16,24,14.0,30.0,241.0,,1,인텔 UHD 770,1550.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.2,5.2,10.0,,41482,202111,
인텔 코어i9-12세대 12900KF,546790.0,https://prod.danawa.com/info/?pcode=15594956&cate=112747,인텔,15594956,//img.danawa.com/prod_img/500000/956/594/img/15594956_1.jpg?shrink=330:*&_v=20220112163904,엘더레이크,인텔(소켓1700),16,24,14.0,30.0,241.0,,0,,,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.2,5.2,10.0,,41248,202111,
인텔 코어i5-11세대 11400,216220.0,https://prod.danawa.com/info/?pcode=13619846&cate=112747,인텔,13619846,//img.danawa.com/prod_img/500000/846/619/img/13619846_1.jpg?shrink=330:*&_v=20211220170632,로켓레이크S,인텔(소켓1200),6,12,,12.0,65.0,,1,인텔 UHD 730,,,2.0,3200.0,2.0,20.0,2.0,1,2.6,4.4,14.0,,17092,202103,
인텔 셀러론 G6900,85790.0,https://prod.danawa.com/info/?pcode=16100840&cate=112747,인텔,16100840,//img.danawa.com/prod_img/500000/840/100/img/16100840_1.jpg?shrink=330:*&_v=20230112141604,엘더레이크,인텔(소켓1700),2,2,2.5,4.0,46.0,,1,인텔 UHD 710,1300.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,3.4,,10.0,,4541,202201,
AMD 라이젠 스레드리퍼 PRO 5995WX,8262760.0,https://prod.danawa.com/info/?pcode=17570783&cate=112747,AMD,17570783,//img.danawa.com/prod_img/500000/783/570/img/17570783_1.jpg?shrink=330:*&_v=20220801100144,샤갈 프로,AMD(소켓sWRX8),64,128,32.0,256.0,280.0,,0,,,2048.0,2.0,3200.0,8.0,128.0,2.0,1,2.7,4.5,7.0,,98215,202208,
AMD 라이젠5-3세대 3600,150990.0,https://prod.danawa.com/info/?pcode=10861092&cate=112747,AMD,10861092,//img.danawa.com/prod_img/500000/092/861/img/10861092_1.jpg?shrink=330:*&_v=20201218162147,마티스,AMD(소켓AM4),6,12,3.0,32.0,65.0,,0,,,,2.0,3200.0,2.0,16.0,2.0,1,3.6,4.2,7.0,,17785,201907,
인텔 코어i5-10세대 10400,192980.0,https://prod.danawa.com/info/?pcode=11308551&cate=112747,인텔,11308551,//img.danawa.com/prod_img/500000/551/308/img/11308551_1.jpg?shrink=330:*&_v=20210917090403,코멧레이크S,인텔(소켓1200),6,12,,12.0,65.0,,1,인텔 UHD 630,1100.0,128.0,2.0,2666.0,2.0,16.0,4.0,1,2.9,4.3,14.0,,12201,202005,
인텔 셀러론 G5905,58600.0,https://prod.danawa.com/info/?pcode=12122969&cate=112747,인텔,12122969,//img.danawa.com/prod_img/500000/969/122/img/12122969_1.jpg?shrink=330:*&_v=20220627154848,코멧레이크S,인텔(소켓1200),2,2,,4.0,58.0,,1,인텔 UHD 610,1050.0,128.0,2.0,2666.0,2.0,16.0,4.0,1,3.5,,14.0,,2796,202008,
AMD 라이젠5-3세대 4500,112490.0,https://prod.danawa.com/info/?pcode=16740674&cate=112747,AMD,16740674,//img.danawa.com/prod_img/500000/674/740/img/16740674_1.jpg?shrink=330:*&_v=20220919102027,르누아르-X,AMD(소켓AM4),6,12,3.0,8.0,65.0,,0,,,,2.0,3200.0,2.0,,4.0,1,3.6,4.1,7.0,,16225,202204,
인텔 펜티엄 골드 G6405,92650.0,https://prod.danawa.com/info/?pcode=13620101&cate=112747,인텔,13620101,//img.danawa.com/prod_img/500000/101/620/img/13620101_1.jpg?shrink=330:*&_v=20210714095925,코멧레이크S 리프레시,인텔(소켓1200),2,4,,4.0,58.0,,1,인텔 UHD 610,,,2.0,2666.0,2.0,,4.0,1,4.1,,14.0,,4257,202103,
AMD 라이젠 스레드리퍼 PRO 5975WX,4071000.0,https://prod.danawa.com/info/?pcode=17570807&cate=112747,AMD,17570807,//img.danawa.com/prod_img/500000/807/570/img/17570807_1.jpg?shrink=330:*&_v=20220801100341,샤갈 프로,AMD(소켓sWRX8),32,64,16.0,128.0,280.0,,0,,,2048.0,2.0,3200.0,8.0,128.0,2.0,1,3.6,4.5,7.0,,75802,202208,
인텔 코어i5-9세대 9400F,213970.0,https://prod.danawa.com/info/?pcode=7059166&cate=112747,인텔,7059166,//img.danawa.com/prod_img/500000/166/059/img/7059166_1.jpg?shrink=330:*&_v=20200429104016,커피레이크-R,인텔(소켓1151v2),6,6,,9.0,65.0,,0,,,64.0,2.0,2666.0,2.0,16.0,,1,2.9,4.1,14.0,,9500,201901,
인텔 코어i9-12세대 12900,617390.0,https://prod.danawa.com/info/?pcode=16101545&cate=112747,인텔,16101545,//img.danawa.com/prod_img/500000/545/101/img/16101545_1.jpg?shrink=330:*&_v=20220725140834,엘더레이크,인텔(소켓1700),16,24,14.0,30.0,202.0,,1,인텔 UHD 770,1550.0,128.0,3.0,4800.0,2.0,20.0,3.0,1,2.4,5.1,10.0,,34517,202201,
AMD 라이젠 스레드리퍼 PRO 3955WX,1400000.0,https://prod.danawa.com/info/?pcode=13491257&cate=112747,AMD,13491257,//img.danawa.com/prod_img/500000/257/491/img/13491257_1.jpg?shrink=330:*&_v=20220203154225,캐슬 픽-W,AMD(소켓sWRX8),16,32,8.0,64.0,280.0,,0,,,2048.0,2.0,3200.0,8.0,128.0,2.0,1,3.9,4.3,7.0,,40430,202103,
