name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
갤럭시 GALAX 지포스 RTX 4070 Ti EX GAMER WHITE OC V2 D6X 12GB,1230330.0,https://prod.danawa.com/info/?pcode=21629063&cate=112753,갤럭시,21629063,//img.danawa.com/prod_img/500000/063/629/img/21629063_1.jpg?shrink=330:*&_v=20230719110318,NVIDIA,RTX 4070 Ti,4,2310,2670.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,285.0,800.0,11,3.0,323.0,60,100,5,,,202307,
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS SG OC V2 D6X 8GB,603000.0,https://prod.danawa.com/info/?pcode=18373787&cate=112753,갤럭시,18373787,//img.danawa.com/prod_img/500000/787/373/img/18373787_1.jpg?shrink=330:*&_v=20230914090043,NVIDIA,RTX 3060 Ti,8,,1680.0,4864.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,57,225.0,650.0,11,3.0,317.0,61,10000,5,3.0,,202211,
ASUS TUF Gaming 지포스 RTX 4070 Ti O12G OC D6X 12GB,1221990.0,https://prod.danawa.com/info/?pcode=18682472&cate=112753,ASUS,18682472,//img.danawa.com/prod_img/500000/472/682/img/18682472_1.jpg?shrink=330:*&_v=20230131124553,NVIDIA,RTX 4070 Ti,4,,2760.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,,750.0,15,3.0,305.0,65,100,5,3.0,,202301,
GIGABYTE 지포스 RTX 4070 Ti WINDFORCE OC D6X 12GB 피씨디렉트,1140640.0,https://prod.danawa.com/info/?pcode=19692857&cate=112753,GIGABYTE,19692857,//img.danawa.com/prod_img/500000/857/692/img/19692857_1.jpg?shrink=330:*&_v=20230712154727,NVIDIA,RTX 4070 Ti,4,,2625.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,281,,750.0,15,3.0,261.0,50,20000,1,3.0,,202304,
이엠텍 지포스 RTX 4070 STORM X Dual D6X 12GB,797390.0,https://prod.danawa.com/info/?pcode=19756001&cate=112753,이엠텍,19756001,//img.danawa.com/prod_img/500000/001/756/img/19756001_1.jpg?shrink=330:*&_v=20230413215944,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,200.0,750.0,11,2.0,269.1,40.1,10000,7,3.0,,202304,
MSI 지포스 GTX 1660 SUPER 벤투스 S OC D6 6GB,298860.0,https://prod.danawa.com/info/?pcode=9790371&cate=112753,MSI,9790371,//img.danawa.com/prod_img/500000/371/790/img/9790371_1.jpg?shrink=330:*&_v=20220624152722,NVIDIA,GTX 1660 SUPER,12,,1815.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,4,4.0,304,125.0,450.0,11,2.0,204.0,42,10000,1,,,201911,
ZOTAC GAMING 지포스 RTX 4060 TWIN Edge OC D6 8GB,444870.0,https://prod.danawa.com/info/?pcode=21446195&cate=112753,ZOTAC,21446195,//img.danawa.com/prod_img/500000/195/446/img/21446195_1.jpg?shrink=330:*&_v=20230911105103,NVIDIA,RTX 4060,4,,2475.0,3072.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,17000.0,128.0,4,4.0,185,115.0,500.0,11,2.0,225.3,41.4,10000,1,3.0,,202307,
갤럭시 GALAX 지포스 GT1030 D5 2GB,102000.0,https://prod.danawa.com/info/?pcode=5150742&cate=112753,갤럭시 GALAX,5150742,//img.danawa.com/prod_img/500000/742/150/img/5150742_1.jpg?shrink=330:*&_v=20210531150656,NVIDIA,GT1030,14,1227,1468.0,384.0,,PCIe3.0x16(at x4),GDDR5(DDR5),,6000.0,64.0,1028,,0,30.0,300.0,0,1.0,180.0,41,0,0,,,201705,
MSI 지포스 GT1030 에어로 ITX OC D4 2GB,104000.0,https://prod.danawa.com/info/?pcode=6038686&cate=112753,MSI,6038686,//img.danawa.com/prod_img/500000/686/038/img/6038686_1.jpg?shrink=330:*&_v=20210115131148,NVIDIA,GT1030,,1189,1430.0,384.0,,PCIe3.0x16,DDR4,,2100.0,64.0,1028,2.0,272,20.0,300.0,9,1.0,147.0,38,0,0,,,201804,
ASUS TUF Gaming 라데온 RX 7800 XT O16G OC D6 16GB White,881600.0,https://prod.danawa.com/info/?pcode=28057175&cate=112753,ASUS,28057175,//img.danawa.com/prod_img/500000/175/057/img/28057175_1.jpg?shrink=330:*&_v=20230908110927,AMD(ATi),RX 7800 XT,,,,,3840,PCIe4.0,GDDR6(DDR6),,19500.0,256.0,4,4.0,153,,750.0,11,3.0,319.8,59.2,20000,5,3.0,,202309,
이엠텍 지포스 RTX 4060 Ti MIRACLE WHITE D6 8GB,553180.0,https://prod.danawa.com/info/?pcode=27613427&cate=112753,이엠텍,27613427,//img.danawa.com/prod_img/500000/427/613/img/27613427_1.jpg?shrink=330:*&_v=20230817133058,NVIDIA,RTX 4060 Ti,4,2310,2535.0,4352.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,185,160.0,650.0,11,2.0,252.0,42,10000,7,3.0,,202308,
이엠텍 지포스 RTX 4080 GAMEROCK OC D6X 16GB,1782000.0,https://prod.danawa.com/info/?pcode=18296984&cate=112753,이엠텍,18296984,//img.danawa.com/prod_img/500000/984/296/img/18296984_1.jpg?shrink=330:*&_v=20230831165558,NVIDIA,RTX 4080,4,2205,2640.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,249,340.0,850.0,11,3.0,329.4,71.5,100,7,3.0,,202211,
갤럭시 GALAX 지포스 GT730 D3 4GB LP,69400.0,https://prod.danawa.com/info/?pcode=18225332&cate=112753,갤럭시,18225332,//img.danawa.com/prod_img/500000/332/225/img/18225332_1.jpg?shrink=330:*&_v=20221109131006,NVIDIA,GT730,,700,,96.0,,PCIe2.0x8,GDDR3(DDR3),,1334.0,128.0,1028,2.0,0,50.0,300.0,9,1.0,148.0,15,0,0,3.0,,202211,
XFX 라데온 RX 6750 XT MERC 319 BLACK D6 12GB,549500.0,https://prod.danawa.com/info/?pcode=17017535&cate=112753,XFX,17017535,//img.danawa.com/prod_img/500000/535/017/img/17017535_1.jpg?shrink=330:*&_v=20220510220001,AMD(ATi),RX 6750 XT,7,2324,2623.0,,2560,PCIe4.0x16,GDDR6(DDR6),,18000.0,192.0,4,4.0,25,,650.0,11,3.0,324.0,59,20000,5,3.0,,202205,
ARKTEK 지포스 GTX 1660 SUPER D6 6GB,231690.0,https://prod.danawa.com/info/?pcode=10427364&cate=112753,ARKTEK,10427364,//img.danawa.com/prod_img/500000/364/427/img/10427364_1.jpg?shrink=330:*&_v=20230131145333,NVIDIA,GTX 1660 SUPER,12,1530,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,272,125.0,450.0,11,2.0,220.0,,10000,0,,,202001,
PNY 지포스 RTX 3050 VERTO D6 8GB Dual 제이씨현,299000.0,https://prod.danawa.com/info/?pcode=18089009&cate=112753,PNY,18089009,//img.danawa.com/prod_img/500000/009/089/img/18089009_1.jpg?shrink=330:*&_v=20230428095117,NVIDIA,RTX 3050,8,1552,1777.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,153,130.0,500.0,11,2.0,229.0,44,10000,1,3.0,,202209,
GIGABYTE 지포스 RTX 4080 AERO OC D6X 16GB 제이씨현,1699000.0,https://prod.danawa.com/info/?pcode=18303530&cate=112753,GIGABYTE,18303530,//img.danawa.com/prod_img/500000/530/303/img/18303530_1.jpg?shrink=330:*&_v=20230831175503,NVIDIA,RTX 4080,4,,2535.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,342.0,75,100,5,3.0,,202211,
MSI 지포스 RTX 3050 벤투스 2X OC D6 8GB,327990.0,https://prod.danawa.com/info/?pcode=16313996&cate=112753,MSI,16313996,//img.danawa.com/prod_img/500000/996/313/img/16313996_1.jpg?shrink=330:*&_v=20220530151734,NVIDIA,RTX 3050,8,,1807.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,130.0,550.0,11,2.0,235.0,42,10000,1,,,202202,
리드텍 WinFast 지포스 RTX 4070 AI BLOWER D6X 12GB,1080640.0,https://prod.danawa.com/info/?pcode=20484905&cate=112753,리드텍,20484905,//img.danawa.com/prod_img/500000/905/484/img/20484905_1.jpg?shrink=330:*&_v=20230711163113,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,PCIe4.0,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,281,200.0,,13,1.0,265.0,38,100,1,3.0,,202306,
MANLI 지포스 RTX 4070 Rush D6X 12GB,783370.0,https://prod.danawa.com/info/?pcode=19774208&cate=112753,MANLI,19774208,//img.danawa.com/prod_img/500000/208/774/img/19774208_1.jpg?shrink=330:*&_v=20230413215954,NVIDIA,RTX 4070,4,1920,2475.0,5888.0,,,GDDR6X(DDR6X),,21000.0,192.0,4,,184,200.0,,11,2.0,254.0,59,10000,1,3.0,,202304,
이엠텍 지포스 RTX 4070 Ti GAMEROCK OC D6X 12GB,1218990.0,https://prod.danawa.com/info/?pcode=19102883&cate=112753,이엠텍,19102883,//img.danawa.com/prod_img/500000/883/102/img/19102883_1.jpg?shrink=330:*&_v=20230222105805,NVIDIA,RTX 4070 Ti,4,2310,2775.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,249,285.0,750.0,11,3.0,328.9,64.4,100,7,3.0,,202302,
ZOTAC GAMING 지포스 RTX 4090 AMP EXTREME AIRO D6X 24GB,2201492.0,https://prod.danawa.com/info/?pcode=17972810&cate=112753,ZOTAC,17972810,//img.danawa.com/prod_img/500000/810/972/img/17972810_1.jpg?shrink=330:*&_v=20230112225450,NVIDIA,RTX 4090,4,,2580.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,249,450.0,1000.0,15,3.0,355.5,72.1,100,5,3.0,,202210,
SAPPHIRE 라데온 RX 6600 PULSE D6 8GB Dual-X,252700.0,https://prod.danawa.com/info/?pcode=15428015&cate=112753,SAPPHIRE,15428015,//img.danawa.com/prod_img/500000/015/428/img/15428015_1.jpg?shrink=330:*&_v=20220610110724,AMD(ATi),RX 6600,7,,2491.0,,1792,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,140.0,500.0,11,2.0,193.0,40.05,10000,1,3.0,,202110,
COLORFUL iGame 지포스 RTX 3060 Ultra OC D6 8GB White,368710.0,https://prod.danawa.com/info/?pcode=19230515&cate=112753,COLORFUL,19230515,//img.danawa.com/prod_img/500000/515/230/img/19230515_1.jpg?shrink=330:*&_v=20230306142824,NVIDIA,RTX 3060,8,1320,1822.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,128.0,4,4.0,249,200.0,,11,3.0,310.0,60,20000,21,3.0,,202303,
MANLI 지포스 RTX 4090 Gallardo D6X 24GB,2233900.0,https://prod.danawa.com/info/?pcode=18173837&cate=112753,MANLI,18173837,//img.danawa.com/prod_img/500000/837/173/img/18173837_1.jpg?shrink=330:*&_v=20221103090908,NVIDIA,RTX 4090,4,2235,2520.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,11,3.0,351.0,63,100,5,3.0,,202211,
GIGABYTE AORUS 지포스 RTX 4090 Master D6X 24GB 피씨디렉트,2693480.0,https://prod.danawa.com/info/?pcode=17982347&cate=112753,GIGABYTE,17982347,//img.danawa.com/prod_img/500000/347/982/img/17982347_1.jpg?shrink=330:*&_v=20221013143159,NVIDIA,RTX 4090,4,,,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,56,,1000.0,15,3.0,358.5,75.1,100,5,3.0,,202210,
GIGABYTE 지포스 RTX 4070 Ti AERO OC V2 D6X 12GB 제이씨현,1216060.0,https://prod.danawa.com/info/?pcode=20592260&cate=112753,GIGABYTE,20592260,//img.danawa.com/prod_img/500000/260/592/img/20592260_1.jpg?shrink=330:*&_v=20230620150642,NVIDIA,RTX 4070 Ti,4,,2640.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,121,,750.0,15,3.0,300.0,58,100,5,3.0,,202306,
COLORFUL 지포스 RTX 4090 토마호크 EX D6X 24GB,2317010.0,https://prod.danawa.com/info/?pcode=17974598&cate=112753,COLORFUL,17974598,//img.danawa.com/prod_img/500000/598/974/img/17974598_1.jpg?shrink=330:*&_v=20221019145847,NVIDIA,RTX 4090,4,2235,2565.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,11,3.0,327.0,67,100,5,3.0,,202210,
인텔 Arc A770 Limited Edition D6 16GB,473220.0,https://prod.danawa.com/info/?pcode=17969774&cate=112753,인텔,17969774,//img.danawa.com/prod_img/500000/774/969/img/17969774_1.jpg?shrink=330:*&_v=20221014150332,Intel,ARC A770,,2100,,,,PCIe4.0x16,GDDR6(DDR6),,17500.0,256.0,37,4.0,56,225.0,,8,,270.0,35,0,5,,,202210,
ASUS DUAL 지포스 RTX 4060 Ti O8G OC D6 8GB,567750.0,https://prod.danawa.com/info/?pcode=20283929&cate=112753,ASUS,20283929,//img.danawa.com/prod_img/500000/929/283/img/20283929_1.jpg?shrink=330:*&_v=20230524215959,NVIDIA,RTX 4060 Ti,4,,2595.0,4352.0,,PCIe4.0,GDDR6(DDR6),,18000.0,128.0,4,4.0,56,,650.0,11,2.0,227.2,49.6,10000,1,,,202305,
이도디스플레이 지포스 GTX 1660 SUPER RAGE-X D6 6GB,227000.0,https://prod.danawa.com/info/?pcode=27805961&cate=112753,이도디스플레이,27805961,//img.danawa.com/prod_img/500000/961/805/img/27805961_1.jpg?shrink=330:*&_v=20230828101429,NVIDIA,GTX 1660 SUPER,,1530,1785.0,1408.0,,,GDDR6(DDR6),,14000.0,192.0,1028,3.0,256,125.0,450.0,11,2.0,235.0,40,10000,1,3.0,,202308,
GIGABYTE 지포스 RTX 4060 AERO OC D6 8GB 제이씨현,481010.0,https://prod.danawa.com/info/?pcode=20722592&cate=112753,GIGABYTE,20722592,//img.danawa.com/prod_img/500000/592/722/img/20722592_1.jpg?shrink=330:*&_v=20230629233748,NVIDIA,RTX 4060,4,,2550.0,3072.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,17000.0,128.0,4,4.0,249,,450.0,11,3.0,281.0,38,10000,1,3.0,,202306,
ASUS TUF Gaming 지포스 RTX 4090 O24G OC D6X 24GB,2554580.0,https://prod.danawa.com/info/?pcode=17973179&cate=112753,ASUS,17973179,//img.danawa.com/prod_img/500000/179/973/img/17973179_1.jpg?shrink=330:*&_v=20221017150404,NVIDIA,RTX 4090,4,,2595.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,,850.0,15,3.0,348.2,72.6,100,5,,,202210,
갤럭시 GALAX 지포스 RTX 4080 SG OC V2 D6X 16GB,1653760.0,https://prod.danawa.com/info/?pcode=20572868&cate=112753,갤럭시,20572868,//img.danawa.com/prod_img/500000/868/572/img/20572868_1.jpg?shrink=330:*&_v=20230704170153,NVIDIA,RTX 4080,4,2205,2565.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,57,320.0,750.0,11,3.0,336.0,66,100,5,3.0,,202306,
이엠텍 지포스 GTX 1650 MIRACLE NEW D6 4GB,199170.0,https://prod.danawa.com/info/?pcode=19242809&cate=112753,이엠텍,19242809,//img.danawa.com/prod_img/500000/809/242/img/19242809_1.jpg?shrink=330:*&_v=20230307132122,NVIDIA,GTX 1650,12,1410,1590.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,312,75.0,300.0,9,2.0,203.0,38,100000,0,3.0,,202303,
COLORFUL 지포스 RTX 3060 토마호크 DUO D6 8GB,356570.0,https://prod.danawa.com/info/?pcode=18798842&cate=112753,COLORFUL,18798842,//img.danawa.com/prod_img/500000/842/798/img/18798842_1.jpg?shrink=330:*&_v=20230119081215,NVIDIA,RTX 3060,8,1320,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,128.0,4,4.0,152,170.0,550.0,11,2.0,253.4,41,10000,1,3.0,,202301,
이엠텍 지포스 RTX 4070 Ti GAMINGPRO OC D6X 12GB,1158990.0,https://prod.danawa.com/info/?pcode=19017281&cate=112753,이엠텍,19017281,//img.danawa.com/prod_img/500000/281/017/img/19017281_1.jpg?shrink=330:*&_v=20230214134009,NVIDIA,RTX 4070 Ti,4,2310,2760.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,57,285.0,750.0,11,3.0,328.9,63.4,100,7,3.0,,202302,
이엠텍 지포스 RTX 3060 Ti STORM X Dual OC D6 8GB,616000.0,https://prod.danawa.com/info/?pcode=12822224&cate=112753,이엠텍,12822224,//img.danawa.com/prod_img/500000/224/822/img/12822224_1.jpg?shrink=330:*&_v=20220825172638,NVIDIA,RTX 3060 Ti,8,,1695.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,550.0,11,2.0,247.0,40,10000,7,3.0,,202012,
MSI 지포스 RTX 4090 게이밍 X 트리오 D6X 24GB 트라이프로져3,2444090.0,https://prod.danawa.com/info/?pcode=17982338&cate=112753,MSI,17982338,//img.danawa.com/prod_img/500000/338/982/img/17982338_1.jpg?shrink=330:*&_v=20221017142333,NVIDIA,RTX 4090,4,,2595.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,377,450.0,850.0,11,3.0,337.0,77,100,7,,,202210,
갤럭시 갤라즈 GALAX 지포스 RTX 4070 Ti SG OC D6X 12GB,1274950.0,https://prod.danawa.com/info/?pcode=18675851&cate=112753,갤럭시,18675851,//img.danawa.com/prod_img/500000/851/675/img/18675851_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,2310,2670.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,285.0,800.0,11,3.0,320.0,62,100,5,3.0,,202301,
GIGABYTE AORUS 지포스 RTX 4080 Master D6X 16GB 피씨디렉트,1843420.0,https://prod.danawa.com/info/?pcode=18347018&cate=112753,GIGABYTE,18347018,//img.danawa.com/prod_img/500000/018/347/img/18347018_1.jpg?shrink=330:*&_v=20230831165731,NVIDIA,RTX 4080,4,,2550.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,357.0,75,100,13,3.0,,202211,
ASUS TUF Gaming 지포스 GTX 1660 SUPER O6G D6 6GB,261330.0,https://prod.danawa.com/info/?pcode=9909333&cate=112753,ASUS,9909333,//img.danawa.com/prod_img/500000/333/909/img/9909333_1.jpg?shrink=330:*&_v=20210615102041,NVIDIA,GTX 1660 SUPER,12,1530,1845.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14002.0,192.0,1028,3.0,272,,450.0,11,2.0,206.0,46,10000,1,,,201911,
이엠텍 지포스 GTX 1050 Ti MIRACLE II D5 4GB,185078.0,https://prod.danawa.com/info/?pcode=19131179&cate=112753,이엠텍,19131179,//img.danawa.com/prod_img/500000/179/131/img/19131179_1.jpg?shrink=330:*&_v=20230227160640,NVIDIA,GTX1050 Ti,14,1291,1392.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7000.0,128.0,1028,3.0,304,75.0,300.0,9,2.0,180.0,36,0,0,3.0,,202302,
GIGABYTE 지포스 RTX 4080 EAGLE OC D6X 16GB 피씨디렉트,1665200.0,https://prod.danawa.com/info/?pcode=18303722&cate=112753,GIGABYTE,18303722,//img.danawa.com/prod_img/500000/722/303/img/18303722_1.jpg?shrink=330:*&_v=20230831170023,NVIDIA,RTX 4080,4,,2520.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,342.0,75,100,5,3.0,,202211,
XFX 라데온 RX 7600 QICK 308 BLACK D6 8GB,402980.0,https://prod.danawa.com/info/?pcode=20302307&cate=112753,XFX,20302307,//img.danawa.com/prod_img/500000/307/302/img/20302307_1.jpg?shrink=330:*&_v=20230525215957,AMD(ATi),RX 7600,,,2755.0,,2048,PCIe4.0,GDDR6(DDR6),,17500.0,128.0,4,4.0,57,,550.0,11,3.0,274.0,50,10000,1,3.0,,202305,
GIGABYTE 지포스 RTX 3070 Gaming OC V2 D6 8GB 피씨디렉트,686660.0,https://prod.danawa.com/info/?pcode=14857991&cate=112753,GIGABYTE,14857991,//img.danawa.com/prod_img/500000/991/857/img/14857991_1.jpg?shrink=330:*&_v=20220713154911,NVIDIA,RTX 3070,8,,1815.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,286.0,59,110000,5,3.0,,202107,
GIGABYTE 지포스 RTX 4080 Gaming OC D6X 16GB 피씨디렉트,1656620.0,https://prod.danawa.com/info/?pcode=18303716&cate=112753,GIGABYTE,18303716,//img.danawa.com/prod_img/500000/716/303/img/18303716_1.jpg?shrink=330:*&_v=20230831170225,NVIDIA,RTX 4080,4,,2535.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,342.0,75,100,5,3.0,,202211,
인텔 Arc A750 Limited Edition D6 8GB 피씨디렉트,334990.0,https://prod.danawa.com/info/?pcode=17969603&cate=112753,인텔,17969603,//img.danawa.com/prod_img/500000/603/969/img/17969603_1.jpg?shrink=330:*&_v=20230728161431,Intel,ARC A750,,2050,,,,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,37,4.0,56,225.0,,8,,270.0,35,0,1,,,202210,
COLORFUL 지포스 GTX 1630 토마호크 D6 4GB,169670.0,https://prod.danawa.com/info/?pcode=17347271&cate=112753,COLORFUL,17347271,//img.danawa.com/prod_img/500000/271/347/img/17347271_1.jpg?shrink=330:*&_v=20220722125651,NVIDIA,GTX 1630,12,1740,1815.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,,264,75.0,,9,2.0,232.0,40.1,100000,0,3.0,,202206,
ZOTAC GAMING 지포스 RTX 4090 AMP EXTREME AIRO D6X 24GB White,2482990.0,https://prod.danawa.com/info/?pcode=18503027&cate=112753,ZOTAC,18503027,//img.danawa.com/prod_img/500000/027/503/img/18503027_1.jpg?shrink=330:*&_v=20230323145202,NVIDIA,RTX 4090,4,,2580.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,249,450.0,1000.0,15,3.0,355.5,72.1,100,5,3.0,,202212,
MSI 지포스 RTX 4070 Ti 게이밍 트리오 D6X 12GB 트라이프로져3,1219000.0,https://prod.danawa.com/info/?pcode=18743219&cate=112753,MSI,18743219,//img.danawa.com/prod_img/500000/219/743/img/18743219_1.jpg?shrink=330:*&_v=20230112152604,NVIDIA,RTX 4070 Ti,4,,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,377,285.0,700.0,11,3.0,337.0,62,100,7,3.0,,202301,
ASUS ROG STRIX 지포스 RTX 4090 O24G GAMING OC D6X 24GB,2742470.0,https://prod.danawa.com/info/?pcode=17973020&cate=112753,ASUS,17973020,//img.danawa.com/prod_img/500000/020/973/img/17973020_1.jpg?shrink=330:*&_v=20221017145937,NVIDIA,RTX 4090,4,,2640.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,,1000.0,15,3.0,357.6,70.1,100,5,,,202210,
갤럭시 GALAX 지포스 GT710 D3 1GB LP 무소음,48090.0,https://prod.danawa.com/info/?pcode=3758234&cate=112753,갤럭시 GALAX,3758234,//img.danawa.com/prod_img/500000/234/758/img/3758234_1.jpg?shrink=330:*&_v=20210407142412,NVIDIA,GT710,,954,,192.0,,PCIe2.0x8,GDDR3(DDR3),,1000.0,64.0,1028,3.0,16,,300.0,1,,148.0,28,0,0,,,201602,
SPARKLE Arc A750 ORC OC D6 8GB,343490.0,https://prod.danawa.com/info/?pcode=27672485&cate=112753,SPARKLE,27672485,//img.danawa.com/prod_img/500000/485/672/img/27672485_1.jpg?shrink=330:*&_v=20230821095807,Intel,ARC A750,,2200,,,,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,21,,312,,650.0,9,,222.0,,0,5,3.0,,202308,
ZOTAC GAMING 지포스 RTX 3070 Ti D6X 8GB,833620.0,https://prod.danawa.com/info/?pcode=18699401&cate=112753,ZOTAC,18699401,//img.danawa.com/prod_img/500000/401/699/img/18699401_1.jpg?shrink=330:*&_v=20230112102922,NVIDIA,RTX 3070 Ti,8,,1770.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,,185,320.0,750.0,11,3.0,317.6,58.8,20000,5,3.0,,202301,
ASUS PH 라데온 RX 550 4G EVO D5 4GB 대원씨티에스,106320.0,https://prod.danawa.com/info/?pcode=16659389&cate=112753,ASUS,16659389,//img.danawa.com/prod_img/500000/389/659/img/16659389_1.jpg?shrink=330:*&_v=20230327140556,AMD(ATi),RX 550,14,1183,,,512,PCIe3.0x16(at x8),GDDR5(DDR5),,6000.0,128.0,1028,3.0,272,,350.0,9,1.0,192.0,39,0,0,3.0,,202203,
ASUS 지포스 GT710 SL EVO D3 2GB,46230.0,https://prod.danawa.com/info/?pcode=18432770&cate=112753,ASUS,18432770,//img.danawa.com/prod_img/500000/770/432/img/18432770_1.jpg?shrink=330:*&_v=20221206135201,NVIDIA,GT710,,,,192.0,,PCIe2.0x8,GDDR3(DDR3),,900.0,64.0,1028,3.0,0,,300.0,1,0.0,170.0,39,0,0,,,202212,
ASRock 라데온 RX 7600 CHALLENGER OC D6 8GB 디앤디컴,403160.0,https://prod.danawa.com/info/?pcode=20488454&cate=112753,ASRock,20488454,//img.danawa.com/prod_img/500000/454/488/img/20488454_1.jpg?shrink=330:*&_v=20230609160641,AMD(ATi),RX 7600,,1770,2695.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,4.0,281,,550.0,11,2.0,269.2,40.3,10000,3,3.0,,202306,
ASUS DUAL 지포스 RTX 3060 O12G OC D6 12GB,405800.0,https://prod.danawa.com/info/?pcode=13612532&cate=112753,ASUS,13612532,//img.danawa.com/prod_img/500000/532/612/img/13612532_1.jpg?shrink=330:*&_v=20220603104341,NVIDIA,RTX 3060,8,,1867.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,,650.0,11,2.0,200.0,38,10000,5,,,202103,
GIGABYTE 지포스 RTX 4070 Ti EAGLE OC D6X 12GB 제이씨현,1184990.0,https://prod.danawa.com/info/?pcode=18670445&cate=112753,GIGABYTE,18670445,//img.danawa.com/prod_img/500000/445/670/img/18670445_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,,2625.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,121,,750.0,15,3.0,301.0,59,100,5,3.0,,202301,
