name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
ZOTAC GAMING 지포스 GTX 1630 D6 4GB,184000.0,https://prod.danawa.com/info/?pcode=17347466&cate=112753,ZOTAC,17347466,//img.danawa.com/prod_img/500000/466/347/img/17347466_1.jpg?shrink=330:*&_v=20220630160333,NVIDIA,GTX 1630,12,,1785.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,3.0,24,75.0,300.0,9,1.0,151.0,38.8,100000,0,,,202206,
GIGABYTE 지포스 RTX 3060 Gaming OC V2 D6 12GB 제이씨현,487000.0,https://prod.danawa.com/info/?pcode=14459402&cate=112753,GIGABYTE,14459402,//img.danawa.com/prod_img/500000/402/459/img/14459402_1.jpg?shrink=330:*&_v=20210614170625,NVIDIA,RTX 3060,8,,1837.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,,550.0,11,3.0,282.0,41,10000,5,3.0,,202106,
GIGABYTE 라데온 RX 7900 XTX Gaming OC D6 24GB 피씨디렉트,,https://prod.danawa.com/info/?pcode=18492827&cate=112753,GIGABYTE,18492827,//img.danawa.com/prod_img/500000/827/492/img/18492827_1.jpg?shrink=330:*&_v=20221213225958,AMD(ATi),RX 7900 XTX,5,,2525.0,,6144,PCIe4.0x16,GDDR6(DDR6),,20000.0,384.0,4,4.0,121,,850.0,15,3.0,331.0,59,20000,5,3.0,,202212,
COLORFUL iGame 지포스 RTX 3060 Ti Ultra OC D6 8GB White LHR,893510.0,https://prod.danawa.com/info/?pcode=15454757&cate=112753,COLORFUL,15454757,//img.danawa.com/prod_img/500000/757/454/img/15454757_1.jpg?shrink=330:*&_v=20220520133005,NVIDIA,RTX 3060 Ti,8,1410,1770.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,260.0,,11,3.0,310.0,59,20000,21,3.0,,202110,
갤럭시 갤라즈 BOY 지포스 RTX 4070 Ti ST D6X 12GB,1176990.0,https://prod.danawa.com/info/?pcode=18676286&cate=112753,갤럭시,18676286,//img.danawa.com/prod_img/500000/286/676/img/18676286_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,2310,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,285.0,800.0,11,3.0,320.0,62,100,1,3.0,,202301,
COLORFUL 지포스 RTX 3060 Ti 토마호크 DUO V2 D6 8GB LHR,578990.0,https://prod.danawa.com/info/?pcode=15555188&cate=112753,COLORFUL,15555188,//img.danawa.com/prod_img/500000/188/555/img/15555188_1.jpg?shrink=330:*&_v=20211029141512,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,,11,2.0,254.0,41,10000,1,3.0,,202110,
PNY 지포스 RTX 3060 UPRISING D6 12GB Dual 마이크로닉스,25300000.0,https://prod.danawa.com/info/?pcode=15617888&cate=112753,PNY,15617888,//img.danawa.com/prod_img/500000/888/617/img/15617888_1.jpg?shrink=330:*&_v=20220121102147,NVIDIA,RTX 3060,8,1320,1770.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,184,170.0,550.0,11,2.0,258.0,41,10000,1,3.0,,202111,
ASUS ROG STRIX LC 라데온 RX 6900 XT O16G GAMING OC D6 16GB 대원씨티에스,1199510.0,https://prod.danawa.com/info/?pcode=14351603&cate=112753,ASUS,14351603,//img.danawa.com/prod_img/500000/603/351/img/14351603_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),RX 6900 XT,7,,2365.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,251,,850.0,25,2.0,276.0,44,30000,37,3.0,,202103,
이엠텍 지포스 GTX 1660 SUPER STORM X Dual BASIC OC D6 6GB,892860.0,https://prod.danawa.com/info/?pcode=13462442&cate=112753,이엠텍,13462442,//img.danawa.com/prod_img/500000/442/462/img/13462442_1.jpg?shrink=330:*&_v=20220713161900,NVIDIA,GTX 1660 SUPER,12,1530,1830.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,312,125.0,450.0,11,2.0,235.0,40,10000,3,3.0,,202102,
ASUS DUAL 지포스 RTX 3060 Ti O8G OC MINI D6 8GB,530000.0,https://prod.danawa.com/info/?pcode=14857055&cate=112753,ASUS,14857055,//img.danawa.com/prod_img/500000/055/857/img/14857055_1.jpg?shrink=330:*&_v=20210728112232,NVIDIA,RTX 3060 Ti,8,,1710.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,,750.0,11,2.0,200.0,38,10000,5,,,202107,
XFX 라데온 RX 7900 XT MERC 310 BLACK D6 20GB,1694450.0,https://prod.danawa.com/info/?pcode=18519353&cate=112753,XFX,18519353,//img.danawa.com/prod_img/500000/353/519/img/18519353_1.jpg?shrink=330:*&_v=20221219154319,AMD(ATi),RX 7900 XT,5,1810,2560.0,,5376,PCIe4.0x16,GDDR6(DDR6),,20000.0,320.0,4,4.0,56,,750.0,11,3.0,344.0,59,20000,5,3.0,,202212,
ASUS TUF Gaming 지포스 RTX 3080 Ti D6X 12GB,1866750.0,https://prod.danawa.com/info/?pcode=14379926&cate=112753,ASUS,14379926,//img.danawa.com/prod_img/500000/926/379/img/14379926_1.jpg?shrink=330:*&_v=20230626173335,NVIDIA,RTX 3080 Ti,8,,1695.0,10240.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,249,,850.0,11,3.0,299.9,51.7,20000,5,,,202106,
MSI 지포스 RTX 3060 게이밍 X D6 12GB 트윈프로져8,744000.0,https://prod.danawa.com/info/?pcode=13470908&cate=112753,MSI,13470908,//img.danawa.com/prod_img/500000/908/470/img/13470908_1.jpg?shrink=330:*&_v=20220617132725,NVIDIA,RTX 3060,8,,1837.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,170.0,550.0,11,2.0,276.0,59,110000,5,,,202102,
ASUS ROG STRIX LC 라데온 RX 6900 XT T16G GAMING D6 16GB 대원씨티에스,2509870.0,https://prod.danawa.com/info/?pcode=14452217&cate=112753,ASUS,14452217,//img.danawa.com/prod_img/500000/217/452/img/14452217_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),RX 6900 XT,7,,2525.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,186,,850.0,25,2.0,276.0,44,30000,37,3.0,,202106,
XFX 라데온 RX 7900 XT MERC 310 D6 20GB,,https://prod.danawa.com/info/?pcode=18519257&cate=112753,XFX,18519257,//img.danawa.com/prod_img/500000/257/519/img/18519257_1.jpg?shrink=330:*&_v=20221219153841,AMD(ATi),RX 7900 XT,5,1775,2535.0,,5376,PCIe4.0x16,GDDR6(DDR6),,20000.0,320.0,4,4.0,56,,750.0,11,3.0,344.0,59,20000,5,3.0,,202212,
갤럭시 GALAX 지포스 RTX 3070 EX WHITE OC V3 D6 8GB LHR,924480.0,https://prod.danawa.com/info/?pcode=15223814&cate=112753,갤럭시,15223814,//img.danawa.com/prod_img/500000/814/223/img/15223814_1.jpg?shrink=330:*&_v=20210910143011,NVIDIA,RTX 3070,8,,1770.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,240.0,650.0,11,2.0,285.0,59,10000,5,3.0,,202109,
MANLI 지포스 RTX 3060 Rush D6 12GB,399000.0,https://prod.danawa.com/info/?pcode=13456268&cate=112753,MANLI,13456268,//img.danawa.com/prod_img/500000/268/456/img/13456268_1.jpg?shrink=330:*&_v=20210226020224,NVIDIA,RTX 3060,8,1320,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,,184,170.0,,11,2.0,245.0,42,10000,1,3.0,,202102,
PowerColor 라데온 RX 6750 XT Red Devil D6 12GB,824410.0,https://prod.danawa.com/info/?pcode=17019803&cate=112753,PowerColor,17019803,//img.danawa.com/prod_img/500000/803/019/img/17019803_1.jpg?shrink=330:*&_v=20220520133147,AMD(ATi),RX 6750 XT,7,,2713.0,,2560,PCIe4.0x16,GDDR6(DDR6),,18000.0,192.0,4,4.0,89,,700.0,11,3.0,320.0,59,20000,7,3.0,,202205,
GIGABYTE AORUS 지포스 RTX 4080 Master D6X 16GB 제이씨현,1934000.0,https://prod.danawa.com/info/?pcode=18303713&cate=112753,GIGABYTE,18303713,//img.danawa.com/prod_img/500000/713/303/img/18303713_1.jpg?shrink=330:*&_v=20230831175201,NVIDIA,RTX 4080,4,,2550.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,121,,850.0,15,3.0,357.0,75,100,13,3.0,,202211,
PowerColor 라데온 RX 6650 XT Red Devil D6 8GB,672000.0,https://prod.danawa.com/info/?pcode=17019785&cate=112753,PowerColor,17019785,//img.danawa.com/prod_img/500000/785/019/img/17019785_1.jpg?shrink=330:*&_v=20220513170934,AMD(ATi),RX 6650 XT,7,,2694.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,17500.0,128.0,4,4.0,89,,650.0,11,2.0,251.2,53.6,110000,7,3.0,,202205,
갤럭시 갤라즈 BOY 지포스 RTX 4090 ST V2 D6X 24GB,2470000.0,https://prod.danawa.com/info/?pcode=18631466&cate=112753,갤럭시,18631466,//img.danawa.com/prod_img/500000/466/631/img/18631466_1.jpg?shrink=330:*&_v=20221230104610,NVIDIA,RTX 4090,4,2235,2520.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,450.0,850.0,15,3.0,336.0,74,100,1,3.0,,202212,
GIGABYTE 라데온 RX 6600 XT Gaming OC PRO D6 8GB 피씨디렉트,884000.0,https://prod.danawa.com/info/?pcode=14980448&cate=112753,GIGABYTE,14980448,//img.danawa.com/prod_img/500000/448/980/img/14980448_1.jpg?shrink=330:*&_v=20210811220000,AMD(ATi),RX 6600 XT,7,,2607.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,16000.0,128.0,4,4.0,57,,500.0,11,3.0,282.0,59,10000,5,3.0,,202108,
GIGABYTE 지포스 RTX 3060 EAGLE OC V2 D6 12GB 제이씨현,436860.0,https://prod.danawa.com/info/?pcode=14459492&cate=112753,GIGABYTE,14459492,//img.danawa.com/prod_img/500000/492/459/img/14459492_1.jpg?shrink=330:*&_v=20220711091619,NVIDIA,RTX 3060,8,,1807.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,,550.0,11,2.0,242.0,41,10000,5,3.0,,202106,
GIGABYTE 라데온 RX 6600 XT Gaming OC D6 8GB 피씨디렉트,859000.0,https://prod.danawa.com/info/?pcode=14980412&cate=112753,GIGABYTE,14980412,//img.danawa.com/prod_img/500000/412/980/img/14980412_1.jpg?shrink=330:*&_v=20220222110827,AMD(ATi),RX 6600 XT,7,,2593.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,16000.0,128.0,4,4.0,57,,500.0,11,3.0,282.0,59,10000,5,3.0,,202108,
GIGABYTE AORUS 지포스 RTX 3080 Ti Master D6X 12GB 피씨디렉트,2374000.0,https://prod.danawa.com/info/?pcode=14379887&cate=112753,GIGABYTE,14379887,//img.danawa.com/prod_img/500000/887/379/img/14379887_1.jpg?shrink=330:*&_v=20210603220150,NVIDIA,RTX 3080 Ti,8,,1770.0,10240.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,249,,850.0,11,3.0,319.0,70,30000,13,3.0,,202106,
ASUS ROG STRIX LC 라데온 RX 6900 XT O16G GAMING OC D6 16GB,,https://prod.danawa.com/info/?pcode=13562870&cate=112753,ASUS,13562870,//img.danawa.com/prod_img/500000/870/562/img/13562870_1.jpg?shrink=330:*&_v=20210311091208,AMD(ATi),RX 6900 XT,7,,2365.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,251,,850.0,25,2.0,276.0,44,30000,37,3.0,,202103,
GAINWARD 지포스 RTX 3060 Ti 고스트 V1 D6 8GB LHR,634000.0,https://prod.danawa.com/info/?pcode=14824754&cate=112753,GAINWARD,14824754,//img.danawa.com/prod_img/500000/754/824/img/14824754_1.jpg?shrink=330:*&_v=20221230105030,NVIDIA,RTX 3060 Ti,8,,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,,550.0,11,2.0,247.0,,10000,7,3.0,,202107,
MSI 지포스 RTX 3070 게이밍 Z 트리오 D6 8GB 트라이프로져2 LHR,2527700.0,https://prod.danawa.com/info/?pcode=14741900&cate=112753,MSI,14741900,//img.danawa.com/prod_img/500000/900/741/img/14741900_1.jpg?shrink=330:*&_v=20220825172225,NVIDIA,RTX 3070,8,,1845.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,441,240.0,650.0,11,3.0,323.0,59,20000,5,3.0,,202107,
PowerColor 라데온 RX 6950 XT Red Devil D6 16GB,1620690.0,https://prod.danawa.com/info/?pcode=17019809&cate=112753,PowerColor,17019809,//img.danawa.com/prod_img/500000/809/019/img/17019809_1.jpg?shrink=330:*&_v=20220520144705,AMD(ATi),RX 6950 XT,7,,2435.0,,5120,PCIe4.0x16,GDDR6(DDR6),,18000.0,256.0,4,4.0,89,,950.0,11,3.0,320.0,62,30000,7,3.0,,202205,
XFX 라데온 RX 6650 XT QICK 308 ULTRA D6 8GB,419000.0,https://prod.danawa.com/info/?pcode=17017652&cate=112753,XFX,17017652,//img.danawa.com/prod_img/500000/652/017/img/17017652_1.jpg?shrink=330:*&_v=20220510220001,AMD(ATi),RX 6650 XT,7,2153,2689.0,,2048,PCIe4.0,GDDR6(DDR6),,17500.0,128.0,4,4.0,25,,500.0,11,3.0,270.0,59,10000,1,3.0,,202205,
ASUS DUAL 지포스 RTX 2060 EVO D6 6GB,520990.0,https://prod.danawa.com/info/?pcode=13654145&cate=112753,ASUS,13654145,//img.danawa.com/prod_img/500000/145/654/img/13654145_1.jpg?shrink=330:*&_v=20220617110304,NVIDIA,RTX 2060,12,1395,1710.0,1920.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,4.0,313,,500.0,11,2.0,242.0,59,10000,7,,,202103,
EVGA 지포스 RTX 3060 Ti XC GAMING D6 8GB LHR,851000.0,https://prod.danawa.com/info/?pcode=14978270&cate=112753,EVGA,14978270,//img.danawa.com/prod_img/500000/270/978/img/14978270_1.jpg?shrink=330:*&_v=20210811141702,NVIDIA,RTX 3060 Ti,8,,1710.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,0,,0,200.0,600.0,0,2.0,202.0,,10000,0,3.0,,202108,
GAINWARD 지포스 RTX 2060 SUPER 고스트 V1 D6 8GB,643100.0,https://prod.danawa.com/info/?pcode=14206214&cate=112753,GAINWARD,14206214,//img.danawa.com/prod_img/500000/214/206/img/14206214_1.jpg?shrink=330:*&_v=20220701133126,NVIDIA,RTX 2060 SUPER,12,1365,1650.0,2176.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,256.0,1028,3.0,304,175.0,550.0,11,2.0,235.0,38,10000,3,,,202105,
GIGABYTE 라데온 RX 7600 Gaming OC D6 8GB 피씨디렉트,,https://prod.danawa.com/info/?pcode=20323766&cate=112753,GIGABYTE,20323766,//img.danawa.com/prod_img/500000/766/323/img/20323766_1.jpg?shrink=330:*&_v=20230525215957,AMD(ATi),RX 7600,,,2755.0,,2048,PCIe4.0x16(at x8),GDDR6(DDR6),,18000.0,128.0,4,,57,,550.0,11,3.0,282.0,50,10000,5,3.0,,202305,
PNY XLR8 지포스 RTX 4080 VERTO EPIC-X RGB TF D6X 16GB 마이크로닉스,1662550.0,https://prod.danawa.com/info/?pcode=18320186&cate=112753,PNY,18320186,//img.danawa.com/prod_img/500000/186/320/img/18320186_1.jpg?shrink=330:*&_v=20221118131013,NVIDIA,RTX 4080,4,2210,2505.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,185,340.0,750.0,11,3.0,331.8,71.1,100,7,3.0,,202211,
PNY 지포스 GTX 1650 D6 4GB Single,213200.0,https://prod.danawa.com/info/?pcode=15735287&cate=112753,PNY,15735287,//img.danawa.com/prod_img/500000/287/735/img/15735287_1.jpg?shrink=330:*&_v=20211119142334,NVIDIA,GTX 1650,12,1410,1590.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,4,3.0,312,75.0,300.0,9,1.0,158.0,41,100000,0,,,202111,
PNY 지포스 RTX 3050 UPRISING D6 8GB Dual 제이씨현,299000.0,https://prod.danawa.com/info/?pcode=16479230&cate=112753,PNY,16479230,//img.danawa.com/prod_img/500000/230/479/img/16479230_1.jpg?shrink=330:*&_v=20220224145356,NVIDIA,RTX 3050,8,1552,1777.0,2560.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,128.0,4,4.0,184,130.0,550.0,11,2.0,259.0,42,10000,1,3.0,,202202,
SAPPHIRE 라데온 RX 6750 XT NITRO+ OC D6 12GB,,https://prod.danawa.com/info/?pcode=17044880&cate=112753,SAPPHIRE,17044880,//img.danawa.com/prod_img/500000/880/044/img/17044880_1.jpg?shrink=330:*&_v=20220617091702,AMD(ATi),RX 6750 XT,7,,2623.0,,2560,PCIe4.0,GDDR6(DDR6),,18000.0,192.0,4,4.0,121,273.0,650.0,11,3.0,310.0,62.19,20000,5,3.0,,202205,
갤럭시 갤라즈 GALAX 지포스 GTX 1630 D6 4GB LP,208650.0,https://prod.danawa.com/info/?pcode=17662637&cate=112753,갤럭시,17662637,//img.danawa.com/prod_img/500000/637/662/img/17662637_1.jpg?shrink=330:*&_v=20220816152606,NVIDIA,GTX 1630,12,1740,1785.0,512.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,64.0,1028,3.0,56,75.0,300.0,9,2.0,169.0,36,0,0,3.0,,202208,
MSI 지포스 RTX 4070 게이밍 트리오 D6X 12GB 트라이프로져3,909000.0,https://prod.danawa.com/info/?pcode=20078762&cate=112753,MSI,20078762,//img.danawa.com/prod_img/500000/762/078/img/20078762_1.jpg?shrink=330:*&_v=20230509144033,NVIDIA,RTX 4070,4,,2490.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,312,200.0,650.0,11,3.0,338.0,52,100,7,,,202305,
ASRock Phantom Gaming D 라데온 RX 6500 XT OC D6 4GB 디앤디컴,243600.0,https://prod.danawa.com/info/?pcode=16234694&cate=112753,ASRock,16234694,//img.danawa.com/prod_img/500000/694/234/img/16234694_1.jpg?shrink=330:*&_v=20220120100156,AMD(ATi),RX 6500 XT,6,,2820.0,,1024,PCIe4.0x16(at x4),GDDR6(DDR6),,18000.0,64.0,4,2.0,49,,400.0,11,2.0,240.0,42,10000,3,3.0,,202201,
GIGABYTE 지포스 RTX 3080 Gaming OC V2 D6X 10GB 피씨디렉트,1648800.0,https://prod.danawa.com/info/?pcode=14636465&cate=112753,GIGABYTE,14636465,//img.danawa.com/prod_img/500000/465/636/img/14636465_1.jpg?shrink=330:*&_v=20210701145956,NVIDIA,RTX 3080,8,,1800.0,8704.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,320.0,4,4.0,249,,750.0,11,3.0,320.0,59,20000,5,3.0,,202107,
이엠텍 XENON 지포스 RTX 3090 TURBO JET OC D6X 24GB,3005000.0,https://prod.danawa.com/info/?pcode=12294263&cate=112753,이엠텍,12294263,//img.danawa.com/prod_img/500000/263/294/img/12294263_1.jpg?shrink=330:*&_v=20220107170540,NVIDIA,RTX 3090,8,1395,1845.0,10496.0,,PCIe4.0x16,GDDR6X(DDR6X),,19500.0,384.0,4,4.0,507,420.0,850.0,11,3.0,304.0,60,30000,7,,,202009,
ASUS TUF Gaming 지포스 RTX 4090 D6X 24GB,2649000.0,https://prod.danawa.com/info/?pcode=17973137&cate=112753,ASUS,17973137,//img.danawa.com/prod_img/500000/137/973/img/17973137_1.jpg?shrink=330:*&_v=20221017150938,NVIDIA,RTX 4090,4,,2550.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,185,,850.0,15,3.0,348.2,72.6,100,5,,,202210,
MSI 지포스 RTX 3060 Ti 벤투스 2X OC V1 D6 8GB LHR,631990.0,https://prod.danawa.com/info/?pcode=15369467&cate=112753,MSI,15369467,//img.danawa.com/prod_img/500000/467/369/img/15369467_1.jpg?shrink=330:*&_v=20230130122557,NVIDIA,RTX 3060 Ti,8,,1695.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,650.0,11,2.0,235.0,59,10000,1,,,202110,
AMD 라데온 PRO WX3200 D5 4GB LP,230000.0,https://prod.danawa.com/info/?pcode=13937867&cate=112753,AMD,13937867,//img.danawa.com/prod_img/500000/867/937/img/13937867_1.jpg?shrink=330:*&_v=20220512150156,AMD(ATi),WX3200,14,,,,640,PCIe3.0x16(at x8),GDDR5(DDR5),,,128.0,0,4.0,24,50.0,,8,1.0,168.0,18,0,0,,,202103,
이엠텍 XENON 지포스 GT1030 D4 2GB,114860.0,https://prod.danawa.com/info/?pcode=6440136&cate=112753,이엠텍 XENON,6440136,//img.danawa.com/prod_img/500000/136/440/img/6440136_1.jpg?shrink=330:*&_v=20190903102451,NVIDIA,GT1030,14,1151,1379.0,384.0,,PCIe3.0x16(at x4),DDR4,,2100.0,64.0,1028,2.0,16,20.0,300.0,9,1.0,135.0,20,0,0,,,201809,
GIGABYTE 지포스 RTX 3070 Ti Gaming OC D6X 8GB 피씨디렉트,1432600.0,https://prod.danawa.com/info/?pcode=14430260&cate=112753,GIGABYTE,14430260,//img.danawa.com/prod_img/500000/260/430/img/14430260_1.jpg?shrink=330:*&_v=20220701130433,NVIDIA,RTX 3070 Ti,8,,1830.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,249,,750.0,11,3.0,320.0,59,20000,5,3.0,,202106,
GIGABYTE 지포스 RTX 3060 Ti EAGLE OC V2 D6 8GB 피씨디렉트,580960.0,https://prod.danawa.com/info/?pcode=14480888&cate=112753,GIGABYTE,14480888,//img.danawa.com/prod_img/500000/888/480/img/14480888_1.jpg?shrink=330:*&_v=20210615151848,NVIDIA,RTX 3060 Ti,8,,1695.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,,600.0,11,2.0,242.0,41,10000,5,3.0,,202106,
갤럭시 GALAX 지포스 RTX 3070 Ti EX BLACK OC D6X 8GB,999000.0,https://prod.danawa.com/info/?pcode=14446805&cate=112753,갤럭시,14446805,//img.danawa.com/prod_img/500000/805/446/img/14446805_1.jpg?shrink=330:*&_v=20210614153244,NVIDIA,RTX 3070 Ti,8,,1800.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,185,310.0,750.0,11,2.0,285.0,59,20000,7,3.0,,202106,
ASUS KO 지포스 RTX 3070 O8G GAMING OC D6 8GB,1300000.0,https://prod.danawa.com/info/?pcode=12578009&cate=112753,ASUS,12578009,//img.danawa.com/prod_img/500000/009/578/img/12578009_1.jpg?shrink=330:*&_v=20220603125141,NVIDIA,RTX 3070,8,,1845.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,750.0,11,2.0,275.0,59,20000,5,,,202010,
COLORFUL 지포스 RTX 4080 토마호크 EX OC D6X 16GB,1639000.0,https://prod.danawa.com/info/?pcode=18372722&cate=112753,COLORFUL,18372722,//img.danawa.com/prod_img/500000/722/372/img/18372722_1.jpg?shrink=330:*&_v=20230831175657,NVIDIA,RTX 4080,4,2205,2580.0,9728.0,,PCIe4.0x16,GDDR6X(DDR6X),,22400.0,256.0,4,4.0,185,320.0,850.0,11,3.0,326.5,60.5,100,5,3.0,,202211,
ASUS TUF Gaming 라데온 RX 6900 XT O16G OC D6 16GB,1425000.0,https://prod.danawa.com/info/?pcode=13218083&cate=112753,ASUS,13218083,//img.danawa.com/prod_img/500000/083/218/img/13218083_1.jpg?shrink=330:*&_v=20210927180708,AMD(ATi),RX 6900 XT,7,,2340.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,248,,850.0,11,3.0,320.0,59,20000,5,3.0,,202101,
GIGABYTE 라데온 RX 6800 XT Gaming OC D6 16GB 피씨디렉트,1410000.0,https://prod.danawa.com/info/?pcode=12904829&cate=112753,GIGABYTE,12904829,//img.danawa.com/prod_img/500000/829/904/img/12904829_1.jpg?shrink=330:*&_v=20201214124544,AMD(ATi),RX 6800 XT,7,,2285.0,,4608,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,377,,750.0,11,3.0,286.0,59,20000,5,3.0,,202012,
이엠텍 지포스 RTX 3080 BLACK EDITION OC D6X 12GB LHR,2200000.0,https://prod.danawa.com/info/?pcode=16231571&cate=112753,이엠텍,16231571,//img.danawa.com/prod_img/500000/571/231/img/16231571_1.jpg?shrink=330:*&_v=20220307130850,NVIDIA,RTX 3080,8,1260,1740.0,8960.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,153,350.0,750.0,11,3.0,294.0,59,20000,7,3.0,,202201,
COLORFUL 지포스 RTX 3080 Ti 토마호크 D6X 12GB,3800000.0,https://prod.danawa.com/info/?pcode=14636894&cate=112753,COLORFUL,14636894,//img.danawa.com/prod_img/500000/894/636/img/14636894_1.jpg?shrink=330:*&_v=20211018144547,NVIDIA,RTX 3080 Ti,8,1365,1665.0,10240.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,185,370.0,750.0,11,3.0,310.0,59,20000,1,3.0,,202107,
GIGABYTE 지포스 GTX1050 Ti UD2 D5 4GB Nano LP 피씨디렉트,,https://prod.danawa.com/info/?pcode=12437396&cate=112753,GIGABYTE,12437396,//img.danawa.com/prod_img/500000/396/437/img/12437396_1.jpg?shrink=330:*&_v=20201013105102,NVIDIA,GTX1050 Ti,14,1303,1417.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7008.0,128.0,1028,4.0,16,,300.0,9,1.0,167.0,37,0,0,,,202010,
GIGABYTE 라데온 RX 7900 XT D6 20GB 제이씨현,1345060.0,https://prod.danawa.com/info/?pcode=18493154&cate=112753,GIGABYTE,18493154,//img.danawa.com/prod_img/500000/154/493/img/18493154_1.jpg?shrink=330:*&_v=20221213225958,AMD(ATi),RX 7900 XT,5,,2400.0,,5376,PCIe4.0x16,GDDR6(DDR6),,20000.0,320.0,4,4.0,56,,750.0,9,3.0,276.0,59,20000,1,3.0,,202212,
COLORFUL 지포스 RTX 3060 Ti 토마호크 DUO D6 8GB LHR,720000.0,https://prod.danawa.com/info/?pcode=15014885&cate=112753,COLORFUL,15014885,//img.danawa.com/prod_img/500000/885/014/img/15014885_1.jpg?shrink=330:*&_v=20210924135815,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,,11,2.0,254.0,41,10000,1,3.0,,202108,
